playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
spencda01,1956,1,NY1,NL,3B,12,11,298,14,33,3,5,,,,,
spencda01,1956,1,NY1,NL,SS,66,61,1636,113,169,6,33,,,,,
spicebo01,1956,1,KC1,AL,P,2,0,7,0,1,0,0,,,,,
stalege01,1956,1,NYA,AL,P,1,0,1,0,0,0,0,,,,,
stalege01,1956,2,CHA,AL,P,26,10,304,4,23,0,2,,,,,
stephge01,1956,1,BOS,AL,OF,71,2,533,57,2,1,0,,,,,
stewabu02,1956,1,WS1,AL,P,33,9,315,5,22,2,2,,,,,
stobbch01,1956,1,WS1,AL,P,37,33,720,19,39,1,5,,,,,
stonede01,1956,1,WS1,AL,P,41,21,396,4,20,5,2,,,,,
streuwa01,1956,1,DET,AL,C,3,3,72,13,1,1,1,0,0,1,1,0
stricge01,1956,1,CLE,AL,2B,28,25,648,73,69,2,21,,,,,
stricge01,1956,1,CLE,AL,3B,26,7,299,13,20,1,3,,,,,
stricge01,1956,1,CLE,AL,SS,28,17,489,32,56,2,10,,,,,
sturdto01,1956,1,NYA,AL,P,32,17,475,11,13,2,1,,,,,
sullifr01,1956,1,BOS,AL,P,34,33,726,16,37,1,5,,,,,
sundigo01,1956,1,BAL,AL,P,1,0,0,0,0,0,0,,,,,
surkoma01,1956,1,PIT,NL,P,1,0,6,0,1,0,0,,,,,
surkoma01,1956,2,SLN,NL,P,5,0,17,0,0,0,0,,,,,
surkoma01,1956,3,NY1,NL,P,8,4,96,0,4,0,0,,,,,
suscege02,1956,1,BOS,AL,P,21,6,209,3,11,1,1,,,,,
swansre01,1956,1,PIT,NL,P,9,0,35,1,5,0,0,,,,,
tannech01,1956,1,ML1,NL,OF,8,4,132,4,0,1,0,,,,,
tappeel01,1956,1,CHN,NL,C,3,0,16,4,0,0,0,0,0,0,0,0
taylobi03,1956,1,NY1,NL,OF,1,1,24,1,0,0,0,,,,,
templch01,1956,1,BRO,NL,P,6,2,49,1,1,1,0,,,,,
templjo01,1956,1,CIN,NL,2B,154,152,4034,389,432,16,89,,,,,
templjo01,1956,1,CIN,NL,OF,1,0,3,0,0,0,0,,,,,
terryra01,1956,1,NYA,AL,P,3,3,40,0,1,0,0,,,,,
terwiwa01,1956,1,NY1,NL,2B,6,4,109,14,9,1,3,,,,,
tettedi01,1956,1,WS1,AL,OF,18,18,477,37,2,0,0,,,,,
thomafr03,1956,1,PIT,NL,2B,4,0,17,3,0,0,0,,,,,
thomafr03,1956,1,PIT,NL,3B,111,105,2710,118,176,18,21,,,,,
thomafr03,1956,1,PIT,NL,OF,56,50,1255,95,3,0,1,,,,,
thompha02,1956,1,NY1,NL,3B,44,39,974,25,94,12,7,,,,,
thompha02,1956,1,NY1,NL,OF,10,8,207,11,1,2,0,,,,,
thompha02,1956,1,NY1,NL,SS,1,0,3,0,0,0,0,,,,,
thompti01,1956,1,KC1,AL,C,68,63,1717,328,38,7,7,9,17,16,21,0
thomsbo01,1956,1,ML1,NL,3B,3,3,81,5,10,3,0,,,,,
thomsbo01,1956,1,ML1,NL,OF,136,115,3178,257,7,7,0,,,,,
thronfa01,1956,1,BOS,AL,OF,13,8,259,20,0,2,0,,,,,
thurmbo01,1956,1,CIN,NL,OF,29,24,596,39,2,2,1,,,,,
torgeea01,1956,1,DET,AL,1B,83,75,2041,623,32,5,62,,,,,
torrefr01,1956,1,ML1,NL,1B,89,26,1164,390,42,3,34,,,,,
tremebi01,1956,1,CHN,NL,P,1,0,2,0,0,0,0,,,,,
triangu01,1956,1,BAL,AL,1B,52,48,1190,373,39,7,27,,,,,
triangu01,1956,1,BAL,AL,C,89,77,1975,417,50,5,12,3,13,25,21,6
trowbbo01,1956,1,ML1,NL,P,19,4,152,0,11,1,1,,,,,
truckvi01,1956,1,DET,AL,P,22,16,360,6,18,3,1,,,,,
turlebo01,1956,1,NYA,AL,P,27,21,396,3,18,1,2,,,,,
tuttlbi01,1956,1,DET,AL,OF,137,133,3555,348,13,9,2,,,,,
valdijo01,1956,1,WS1,AL,SS,90,78,2016,144,266,23,58,,,,,
valenvi01,1956,1,CHN,NL,P,42,2,289,4,12,1,0,,,,,
valoel01,1956,1,KC1,AL,OF,1,1,18,0,0,0,0,,,,,
valoel01,1956,2,PHI,NL,OF,87,84,2167,167,4,6,0,,,,,
vernomi01,1956,1,BOS,AL,1B,108,102,2696,930,58,11,96,,,,,
virdobi01,1956,1,SLN,NL,OF,24,22,551,53,2,1,0,,,,,
virdobi01,1956,2,PIT,NL,OF,130,126,3339,334,10,4,2,,,,,
virgioz01,1956,1,NY1,NL,3B,3,3,78,3,1,1,1,,,,,
wadega01,1956,1,CHN,NL,OF,3,2,54,7,0,1,0,,,,,
walkeru01,1956,1,BRO,NL,C,43,37,968,184,20,3,4,1,8,8,6,1
wallsle01,1956,1,PIT,NL,3B,1,0,12,0,1,1,0,,,,,
wallsle01,1956,1,PIT,NL,OF,133,124,3282,284,10,10,1,,,,,
wardpr01,1956,1,PIT,NL,3B,5,5,90,3,3,0,0,,,,,
wardpr01,1956,1,PIT,NL,OF,5,4,87,2,0,0,0,,,,,
wardpr01,1956,2,CLE,AL,1B,60,16,721,226,21,3,20,,,,,
wardpr01,1956,2,CLE,AL,OF,17,14,339,29,1,0,0,,,,,
waterfr02,1956,1,PIT,NL,P,23,5,153,2,3,0,0,,,,,
wehmehe01,1956,1,PHI,NL,P,3,3,60,1,0,0,0,,,,,
wehmehe01,1956,2,SLN,NL,P,34,19,512,15,24,2,1,,,,,
werlege01,1956,1,BAL,AL,P,1,0,3,1,0,0,0,,,,,
wertzvi01,1956,1,CLE,AL,1B,133,133,3260,971,77,9,99,,,,,
westrwe01,1956,1,NY1,NL,C,67,45,1234,297,27,6,7,13,6,14,5,1
whisepe01,1956,1,CHN,NL,OF,93,85,2279,242,6,2,0,,,,,
whitebi03,1956,1,NY1,NL,1B,138,138,3668,1256,111,15,106,,,,,
whitebi03,1956,1,NY1,NL,OF,2,0,9,0,0,0,0,,,,,
whitesa02,1956,1,BOS,AL,C,114,112,2919,547,60,10,13,6,21,24,26,1
wieslbo01,1956,1,WS1,AL,P,37,21,369,12,24,3,5,,,,,
wightbi01,1956,1,BAL,AL,P,35,26,524,6,27,4,1,,,,,
wilheho01,1956,1,NY1,NL,P,64,0,268,4,20,0,2,,,,,
willidi02,1956,2,BAL,AL,1B,10,3,108,36,7,0,4,,,,,
willidi02,1956,2,BAL,AL,2B,10,0,66,4,5,1,0,,,,,
willidi02,1956,2,BAL,AL,3B,4,3,90,4,3,1,0,,,,,
willidi02,1956,2,BAL,AL,OF,81,79,1945,205,2,2,0,,,,,
willite01,1956,1,BOS,AL,OF,110,110,2579,174,7,5,2,,,,,
wilsoge01,1956,1,NY1,NL,OF,8,6,183,13,1,0,0,,,,,
wilsoge01,1956,2,NYA,AL,OF,6,0,57,3,0,1,0,,,,,
wilsoji02,1956,1,BAL,AL,P,7,7,145,3,8,0,2,,,,,
wilsoji02,1956,2,CHA,AL,P,28,21,479,7,25,0,1,,,,,
wilsore01,1956,1,DET,AL,C,78,70,1864,393,34,4,7,7,13,15,18,0
winceed01,1956,1,CHN,NL,2B,1,0,3,1,0,0,0,,,,,
winceed01,1956,1,CHN,NL,3B,4,2,66,5,3,1,0,,,,,
wojeype01,1956,1,DET,AL,P,2,0,12,0,2,0,0,,,,,
woodeha01,1956,1,DET,AL,P,2,2,16,1,1,0,0,,,,,
woodlge01,1956,1,CLE,AL,OF,85,83,2209,154,3,3,0,,,,,
worthal01,1956,1,NY1,NL,P,28,24,497,9,35,4,6,,,,,
wrighro01,1956,1,NY1,NL,P,1,1,8,1,0,0,0,,,,,
wynnea01,1956,1,CLE,AL,P,38,35,833,15,48,3,3,,,,,
yosted01,1956,1,WS1,AL,3B,135,135,3562,164,303,18,31,,,,,
yosted01,1956,1,WS1,AL,OF,8,8,188,18,0,0,0,,,,,
zauchno01,1956,1,BOS,AL,1B,31,18,558,189,10,2,18,,,,,
zernigu01,1956,1,KC1,AL,OF,69,69,1576,111,9,2,1,,,,,
zimmedo01,1956,1,BRO,NL,2B,1,0,3,0,1,0,0,,,,,
zimmedo01,1956,1,BRO,NL,3B,3,0,14,2,1,0,1,,,,,
zimmedo01,1956,1,BRO,NL,SS,8,3,135,8,9,1,3,,,,,
zuverge01,1956,1,BAL,AL,P,62,0,292,8,17,0,2,,,,,
aaronha01,1957,1,ML1,NL,OF,150,150,4069,346,9,6,0,,,,,
aberal01,1957,1,DET,AL,P,28,0,111,3,10,0,0,,,,,
aberal01,1957,2,KC1,AL,P,3,0,9,1,1,0,0,,,,,
abernte02,1957,1,WS1,AL,P,26,16,249,4,19,0,3,,,,,
ackerto01,1957,1,CIN,NL,P,49,6,326,7,16,0,1,,,,,
adamsbo03,1957,1,CHN,NL,2B,1,0,12,1,0,0,0,,,,,
adamsbo03,1957,1,CHN,NL,3B,47,46,1222,43,68,6,5,,,,,
adcocjo01,1957,1,ML1,NL,1B,56,55,1296,477,30,2,60,,,,,
aguirha01,1957,1,CLE,AL,P,10,1,61,2,2,1,1,,,,,
alexabo01,1957,1,CLE,AL,P,5,0,21,0,0,0,0,,,,,
alstoto01,1957,1,SLN,NL,1B,6,3,99,35,1,2,4,,,,,
altobjo01,1957,1,CLE,AL,1B,56,12,519,145,9,1,16,,,,,
altobjo01,1957,1,CLE,AL,OF,7,3,105,13,0,0,0,,,,,
amorosa01,1957,1,BRO,NL,OF,66,57,1627,122,2,2,0,,,,,
amorvi01,1957,1,CIN,NL,P,9,4,82,2,3,0,0,,,,,
anderbo01,1957,1,CHN,NL,P,8,0,49,0,5,2,0,,,,,
anderha02,1957,1,PHI,NL,OF,109,104,2739,213,5,3,1,,,,,
antonjo02,1957,1,NY1,NL,P,40,30,637,9,27,3,3,,,,,
aparilu01,1957,1,CHA,AL,SS,142,139,3738,246,449,20,85,,,,,
arroylu01,1957,1,PIT,NL,P,54,10,392,4,12,1,0,,,,,
ashburi01,1957,1,PHI,NL,OF,156,156,4200,502,18,7,7,,,,,
asproke01,1957,1,BOS,AL,2B,24,23,635,46,65,4,14,,,,,
avilabo01,1957,1,CLE,AL,2B,107,105,2745,280,254,9,72,,,,,
avilabo01,1957,1,CLE,AL,3B,16,13,375,13,16,2,2,,,,,
baileed01,1957,1,CIN,NL,C,115,109,2956,542,41,5,5,5,18,21,18,3
bakerge02,1957,1,CHN,NL,3B,12,12,319,11,15,4,1,,,,,
bakerge02,1957,2,PIT,NL,2B,13,10,281,30,26,2,6,,,,,
bakerge02,1957,2,PIT,NL,3B,60,57,1539,61,108,8,12,,,,,
bakerge02,1957,2,PIT,NL,SS,28,24,681,38,85,10,17,,,,,
bankser01,1957,1,CHN,NL,3B,58,58,1512,73,87,3,12,,,,,
bankser01,1957,1,CHN,NL,SS,100,98,2683,168,261,11,59,,,,,
barclcu01,1957,1,NY1,NL,P,37,28,549,6,48,2,4,,,,,
barnefr02,1957,1,SLN,NL,P,3,1,30,0,0,0,0,,,,,
batteea01,1957,1,CHA,AL,C,43,31,869,165,19,2,2,3,10,8,10,2
bauerha01,1957,1,NYA,AL,OF,135,123,3252,200,7,3,1,,,,,
baumafr01,1957,1,BOS,AL,P,4,1,36,0,1,0,0,,,,,
beamoch01,1957,1,BAL,AL,P,4,1,26,0,2,1,0,,,,,
beardte01,1957,1,CHA,AL,OF,28,18,560,33,5,1,0,,,,,
becquju01,1957,1,WS1,AL,1B,43,29,864,300,19,0,29,,,,,
bellaze01,1957,1,NYA,AL,OF,4,2,72,7,1,0,0,,,,,
bellgu01,1957,1,CIN,NL,OF,121,120,3264,311,7,4,1,,,,,
berbelo01,1957,1,WS1,AL,C,77,71,1879,349,48,0,8,7,11,27,23,0
berrayo01,1957,1,NYA,AL,C,121,116,3092,704,61,4,12,9,16,29,37,2
berrayo01,1957,1,NYA,AL,OF,6,7,186,3,0,0,0,,,,,
bertore01,1957,1,DET,AL,2B,2,1,30,2,1,0,0,,,,,
bertore01,1957,1,DET,AL,3B,83,79,2071,76,125,10,8,,,,,
bertore01,1957,1,DET,AL,SS,7,0,50,1,2,0,0,,,,,
bessedo01,1957,1,BRO,NL,P,27,0,132,6,4,0,0,,,,,
blackjo02,1957,1,WS1,AL,P,7,0,38,1,3,0,0,,,,,
blakeed01,1957,1,KC1,AL,P,2,0,5,0,0,0,0,,,,,
blasido01,1957,1,SLN,NL,2B,154,154,4231,372,512,14,128,,,,,
blaylma01,1957,1,PHI,NL,1B,12,1,62,19,1,0,0,,,,,
blaylma01,1957,1,PHI,NL,OF,1,1,27,3,0,0,0,,,,,
bolgeji01,1957,1,CHN,NL,3B,3,2,63,2,3,2,0,,,,,
bolgeji01,1957,1,CHN,NL,OF,63,55,1538,152,4,2,1,,,,,
bollifr01,1957,1,DET,AL,2B,146,144,3976,394,401,16,112,,,,,
bollimi01,1957,2,WS1,AL,2B,53,51,1290,126,143,5,36,,,,,
bollimi01,1957,2,WS1,AL,3B,1,0,9,0,0,1,0,,,,,
bollimi01,1957,2,WS1,AL,SS,37,24,694,42,89,6,17,,,,,
boonera01,1957,1,DET,AL,1B,117,117,3106,972,45,10,103,,,,,
boonera01,1957,1,DET,AL,3B,4,4,105,5,12,2,0,,,,,
borosst01,1957,1,DET,AL,3B,9,7,227,7,22,3,1,,,,,
borosst01,1957,1,DET,AL,SS,5,0,45,1,5,0,0,,,,,
bouched01,1957,1,PHI,NL,1B,154,154,4108,1182,125,16,93,,,,,
bowmabo02,1957,1,PHI,NL,OF,81,64,1758,123,8,10,2,,,,,
boydbo01,1957,1,BAL,AL,1B,132,117,3257,1073,70,10,107,,,,,
boydbo01,1957,1,BAL,AL,OF,1,0,6,0,0,0,0,,,,,
boyercl02,1957,1,KC1,AL,2B,1,0,0,0,0,0,0,,,,,
boyercl02,1957,1,KC1,AL,3B,1,0,6,0,0,0,0,,,,,
boyerke01,1957,1,SLN,NL,3B,41,36,1046,41,93,13,7,,,,,
boyerke01,1957,1,SLN,NL,OF,105,102,2657,275,2,1,1,,,,,
bressed01,1957,1,NY1,NL,3B,12,5,165,12,10,4,0,,,,,
bressed01,1957,1,NY1,NL,SS,33,30,816,55,87,9,16,,,,,
breweto01,1957,1,BOS,AL,P,32,32,715,20,65,3,3,,,,,
brideji01,1957,1,BAL,AL,2B,1,0,6,2,2,0,0,,,,,
brideji01,1957,1,BAL,AL,3B,3,2,54,3,0,0,0,,,,,
brideji01,1957,1,BAL,AL,SS,74,34,1218,88,144,14,33,,,,,
bridgro01,1957,1,CIN,NL,2B,2,0,18,2,0,0,0,,,,,
bridgro01,1957,1,CIN,NL,3B,1,0,3,0,0,0,0,,,,,
bridgro01,1957,1,CIN,NL,SS,1,0,3,0,0,0,0,,,,,
bridgro01,1957,2,WS1,AL,2B,14,14,371,33,40,2,7,,,,,
bridgro01,1957,2,WS1,AL,3B,1,0,3,0,0,0,0,,,,,
bridgro01,1957,2,WS1,AL,SS,108,104,2746,226,382,18,77,,,,,
briggjo01,1957,1,CHN,NL,P,3,0,13,0,0,0,0,,,,,
brododi01,1957,1,WS1,AL,P,6,0,34,1,2,0,0,,,,,
brosnji01,1957,1,CHN,NL,P,41,5,296,4,19,1,1,,,,,
browndi01,1957,1,CLE,AL,C,33,32,822,190,18,3,4,4,12,19,8,1
brownha01,1957,1,BAL,AL,P,25,20,450,12,19,0,4,,,,,
brunege01,1957,1,KC1,AL,P,4,2,34,0,2,0,0,,,,,
brutobi01,1957,1,ML1,NL,OF,79,76,2069,206,5,4,2,,,,,
buhlbo01,1957,1,ML1,NL,P,34,31,650,14,25,2,2,,,,,
bunniji01,1957,1,DET,AL,P,45,30,800,12,19,0,0,,,,,
burdele01,1957,1,ML1,NL,P,37,33,770,22,53,4,3,,,,,
burgesm01,1957,1,CIN,NL,C,45,42,1135,223,15,3,0,3,9,23,6,3
burnewa01,1957,1,KC1,AL,P,38,9,339,10,25,0,6,,,,,
burnspe01,1957,1,NY1,NL,P,10,9,92,1,5,1,0,,,,,
busbyji01,1957,1,CLE,AL,OF,26,19,504,44,1,1,1,,,,,
busbyji01,1957,2,BAL,AL,OF,85,77,2115,233,8,4,1,,,,,
byerlbu01,1957,1,WS1,AL,P,47,0,285,5,22,1,0,,,,,
byrdha01,1957,1,DET,AL,P,37,1,177,0,10,0,0,,,,,
byrneto01,1957,1,NYA,AL,P,30,4,254,6,9,1,0,,,,,
caffijo01,1957,1,CLE,AL,OF,19,17,492,40,0,1,0,,,,,
camparo01,1957,1,BRO,NL,C,100,94,2492,618,51,5,5,7,17,21,15,2
cardwdo01,1957,1,PHI,NL,P,30,19,385,12,18,2,0,,,,,
careyan01,1957,1,NYA,AL,3B,81,69,1851,66,147,5,9,,,,,
carrach01,1957,1,CLE,AL,SS,122,117,3081,212,357,24,75,,,,,
castlfo01,1957,1,NY1,NL,2B,1,0,6,1,1,0,0,,,,,
castlfo01,1957,1,NY1,NL,3B,7,5,173,3,10,2,1,,,,,
castlfo01,1957,1,NY1,NL,SS,1,0,9,2,1,0,0,,,,,
causewa01,1957,1,BAL,AL,2B,6,2,90,12,12,1,2,,,,,
causewa01,1957,1,BAL,AL,3B,5,0,21,2,1,0,0,,,,,
ceccaar01,1957,1,BAL,AL,P,20,8,174,2,7,1,0,,,,,
cervbo01,1957,1,KC1,AL,OF,89,77,2071,157,6,6,1,,,,,
chakabo01,1957,1,WS1,AL,P,4,2,55,0,5,0,1,,,,,
chakabo01,1957,2,BOS,AL,P,18,0,96,2,3,1,0,,,,,
cheneto01,1957,1,SLN,NL,P,4,3,27,1,2,0,1,,,,,
chrisne01,1957,1,WS1,AL,OF,11,10,273,16,1,4,0,,,,,
churnch01,1957,1,PIT,NL,P,5,0,25,2,4,0,1,,,,,
cicotal01,1957,1,NYA,AL,P,20,2,196,6,10,0,0,,,,,
cimolgi01,1957,1,BRO,NL,OF,138,133,3647,265,11,6,2,,,,,
clarkme01,1957,1,DET,AL,OF,2,1,27,4,0,0,0,,,,,
clemero01,1957,1,PIT,NL,OF,109,107,2836,272,9,6,1,,,,,
clevete01,1957,1,WS1,AL,P,52,9,419,10,27,3,6,,,,,
colavro01,1957,1,CLE,AL,OF,130,125,3380,268,12,11,2,,,,,
coledi01,1957,1,ML1,NL,1B,1,0,3,0,0,0,0,,,,,
coledi01,1957,1,ML1,NL,2B,10,3,104,11,9,1,5,,,,,
coledi01,1957,1,ML1,NL,3B,1,0,12,1,0,0,0,,,,,
colemje01,1957,1,NYA,AL,2B,45,28,860,74,84,5,32,,,,,
colemje01,1957,1,NYA,AL,3B,21,12,388,15,31,2,1,,,,,
colemje01,1957,1,NYA,AL,SS,4,2,51,1,5,2,1,,,,,
colemri01,1957,1,KC1,AL,P,19,6,123,1,9,1,1,,,,,
collijo01,1957,1,NYA,AL,1B,32,23,615,218,14,3,23,,,,,
collijo01,1957,1,NYA,AL,OF,15,8,237,16,1,0,0,,,,,
colluja01,1957,1,CHN,NL,P,9,0,32,2,1,0,0,,,,,
colluja01,1957,2,BRO,NL,P,3,0,13,0,0,0,0,,,,,
conlege01,1957,1,ML1,NL,P,35,18,444,5,27,1,3,,,,,
consobi01,1957,1,BOS,AL,2B,16,14,356,29,37,1,11,,,,,
consobi01,1957,1,BOS,AL,3B,2,1,38,2,3,0,0,,,,,
consobi01,1957,1,BOS,AL,SS,42,38,1052,61,149,15,30,,,,,
constji01,1957,1,NY1,NL,P,16,0,85,3,2,0,0,,,,,
consusa01,1957,1,BAL,AL,P,5,0,15,0,1,0,0,,,,,
consusa01,1957,2,NY1,NL,P,4,0,11,0,1,0,0,,,,,
coopewa01,1957,1,SLN,NL,C,13,12,305,62,5,3,0,1,4,2,1,0
courtcl01,1957,1,WS1,AL,C,59,51,1423,288,35,2,6,6,12,22,22,0
covinwe01,1957,1,ML1,NL,OF,89,87,2296,150,9,3,1,,,,,
coxgl01,1957,1,KC1,AL,P,10,0,43,0,3,0,0,,,,,
craigro01,1957,1,BRO,NL,P,32,13,334,11,19,0,4,,,,,
crandde01,1957,1,ML1,NL,1B,1,0,9,2,1,0,0,,,,,
crandde01,1957,1,ML1,NL,C,102,92,2537,414,59,6,11,4,11,37,23,3
crandde01,1957,1,ML1,NL,OF,9,9,210,13,0,1,0,,,,,
crimija01,1957,1,DET,AL,P,4,0,17,0,1,0,0,,,,,
cronera01,1957,1,ML1,NL,P,11,5,127,3,10,0,2,,,,,
cronera01,1957,2,NY1,NL,P,25,17,362,8,32,0,2,,,,,
crowege01,1957,1,CIN,NL,1B,120,117,3169,932,86,11,86,,,,,
cunnijo01,1957,1,SLN,NL,1B,57,22,810,279,17,0,17,,,,,
cunnijo01,1957,1,SLN,NL,OF,46,42,1032,81,1,3,0,,,,,
daleybu01,1957,1,CLE,AL,P,34,10,262,6,22,5,2,,,,,
daleype01,1957,1,BOS,AL,C,77,49,1463,289,20,0,5,2,7,10,10,0
daniebe02,1957,1,PIT,NL,P,1,1,21,1,4,1,0,,,,,
daniech02,1957,1,DET,AL,P,1,0,7,0,0,0,0,,,,,
darkal01,1957,1,SLN,NL,3B,1,1,24,0,2,0,0,,,,,
darkal01,1957,1,SLN,NL,SS,139,134,3611,276,419,25,105,,,,,
davisji01,1957,1,SLN,NL,P,10,0,41,0,3,0,1,,,,,
davisji01,1957,2,NY1,NL,P,10,0,33,0,3,1,0,,,,,
delgrbo01,1957,1,CHN,NL,OF,16,10,289,27,2,1,0,,,,,
delgrbo01,1957,2,NYA,AL,OF,6,2,81,5,0,0,0,,,,,
delocik01,1957,1,BOS,AL,P,49,2,282,3,12,0,1,,,,,
demaejo01,1957,1,KC1,AL,SS,134,130,3378,248,387,13,87,,,,,
demerjo01,1957,1,ML1,NL,OF,13,6,204,21,0,0,0,,,,,
derriji01,1957,1,CHA,AL,P,20,5,111,3,1,1,0,,,,,
dicksmu01,1957,1,SLN,NL,P,14,13,223,11,20,1,0,,,,,
ditmaar01,1957,1,NYA,AL,P,46,11,382,8,19,4,0,,,,,
dittmja01,1957,1,DET,AL,2B,1,1,15,1,1,0,0,,,,,
dittmja01,1957,1,DET,AL,3B,3,2,49,3,3,0,0,,,,,
dobyla01,1957,1,CHA,AL,OF,110,109,2844,255,3,4,0,,,,,
donovdi01,1957,1,CHA,AL,P,28,28,662,18,37,0,3,,,,,
dottedu01,1957,1,CIN,NL,C,4,3,87,17,0,0,0,0,1,0,0,0
douglwh01,1957,1,PIT,NL,P,11,8,138,4,6,1,0,,,,,
drabomo01,1957,1,CHN,NL,P,36,33,719,19,35,0,1,,,,,
dropowa01,1957,1,CHA,AL,1B,69,50,1399,483,39,7,49,,,,,
drottdi01,1957,1,CHN,NL,P,38,32,687,7,33,1,2,,,,,
drysddo01,1957,1,BRO,NL,P,34,29,663,15,60,2,4,,,,,
durenry01,1957,1,KC1,AL,P,14,6,128,3,8,0,0,,,,,
durhajo02,1957,1,BAL,AL,OF,59,40,1139,70,1,0,0,,,,,
durnbbo01,1957,1,CIN,NL,SS,2,0,15,0,1,1,0,,,,,
elstodo01,1957,1,BRO,NL,P,1,0,3,1,0,0,0,,,,,
elstodo01,1957,2,CHN,NL,P,39,14,432,8,23,2,1,,,,,
ennisde01,1957,1,SLN,NL,OF,127,122,3205,180,3,11,0,,,,,
ernagfr01,1957,1,CHN,NL,OF,10,10,219,19,0,1,0,,,,,
erskica01,1957,1,BRO,NL,P,15,7,198,6,5,0,0,,,,,
espossa01,1957,1,CHA,AL,2B,4,0,27,4,3,1,1,,,,,
espossa01,1957,1,CHA,AL,3B,53,37,1041,52,92,6,10,,,,,
espossa01,1957,1,CHA,AL,OF,1,0,3,0,0,0,0,,,,,
espossa01,1957,1,CHA,AL,SS,22,16,467,28,73,3,12,,,,,
facero01,1957,1,PIT,NL,P,59,1,281,4,9,0,0,,,,,
fanniji01,1957,1,CHN,NL,C,35,22,646,138,14,3,4,5,4,6,9,1
farretu01,1957,1,PHI,NL,P,52,0,250,3,16,1,0,,,,,
fernach01,1957,1,PHI,NL,SS,149,145,3819,241,377,26,69,,,,,
ferrado01,1957,1,BAL,AL,P,8,2,57,1,4,0,0,,,,,
finigji01,1957,1,DET,AL,2B,3,2,63,8,4,1,2,,,,,
finigji01,1957,1,DET,AL,3B,59,46,1322,58,108,8,9,,,,,
fischbi01,1957,1,CHA,AL,P,33,11,372,6,20,1,0,,,,,
fitzged01,1957,1,WS1,AL,C,37,32,829,142,16,6,3,2,6,19,4,0
floodcu01,1957,1,CIN,NL,2B,1,0,3,1,0,0,0,,,,,
floodcu01,1957,1,CIN,NL,3B,2,0,12,0,0,0,0,,,,,
foileha01,1957,1,PIT,NL,C,109,90,2364,436,32,9,2,9,15,18,10,2
fondyde01,1957,1,CHN,NL,1B,11,11,295,103,6,1,10,,,,,
fondyde01,1957,2,PIT,NL,1B,73,71,1953,698,54,14,63,,,,,
fordwh01,1957,1,NYA,AL,P,24,17,388,6,28,2,5,,,,,
fornimi01,1957,1,BAL,AL,P,15,4,171,5,10,0,1,,,,,
fornimi01,1957,2,BOS,AL,P,25,18,376,8,15,3,1,,,,,
fowlear01,1957,1,CIN,NL,P,33,7,263,5,15,0,0,,,,,
foxne01,1957,1,CHA,AL,2B,155,155,4178,453,453,13,141,,,,,
foytapa01,1957,1,DET,AL,P,38,27,637,3,30,4,1,,,,,
francti01,1957,1,BAL,AL,1B,4,1,50,11,1,0,2,,,,,
francti01,1957,1,BAL,AL,OF,73,61,1765,119,0,1,0,,,,,
freemhe01,1957,1,CIN,NL,P,52,0,251,5,12,0,1,,,,,
freesge02,1957,1,PIT,NL,2B,10,4,156,13,16,0,4,,,,,
freesge02,1957,1,PIT,NL,3B,74,69,1819,62,132,16,16,,,,,
freesge02,1957,1,PIT,NL,OF,10,7,189,19,1,2,0,,,,,
frienbo01,1957,1,PIT,NL,P,40,38,831,18,38,1,3,,,,,
furilca01,1957,1,BRO,NL,OF,107,97,2708,153,7,2,1,,,,,
garcimi01,1957,1,CLE,AL,P,38,27,634,12,22,1,5,,,,,
gardnbi02,1957,1,BAL,AL,2B,148,148,4014,393,424,11,96,,,,,
gardnbi02,1957,1,BAL,AL,SS,9,6,198,13,26,1,7,,,,,
garvene01,1957,1,KC1,AL,P,24,23,436,13,21,1,2,,,,,
gentiji01,1957,1,BRO,NL,1B,2,2,30,14,0,0,3,,,,,
gernedi01,1957,1,BOS,AL,1B,71,68,1841,681,50,8,82,,,,,
gernedi01,1957,1,BOS,AL,OF,16,8,276,16,0,2,0,,,,,
gilliji01,1957,1,BRO,NL,2B,148,148,3985,407,390,11,90,,,,,
gilliji01,1957,1,BRO,NL,OF,2,1,54,9,0,0,0,,,,,
ginsbjo01,1957,1,BAL,AL,C,66,46,1279,252,20,4,6,6,3,16,13,1
gomezru01,1957,1,NY1,NL,OF,1,0,0,0,0,0,0,,,,,
gomezru01,1957,1,NY1,NL,P,38,36,715,14,51,2,3,,,,,
goodmbi01,1957,2,BAL,AL,1B,8,7,171,56,3,2,7,,,,,
goodmbi01,1957,2,BAL,AL,2B,5,4,114,14,12,2,4,,,,,
goodmbi01,1957,2,BAL,AL,3B,54,49,1246,54,93,6,9,,,,,
goodmbi01,1957,2,BAL,AL,OF,9,6,162,9,0,1,0,,,,,
goodmbi01,1957,2,BAL,AL,SS,5,0,33,1,2,0,0,,,,,
gormato02,1957,1,KC1,AL,P,38,12,374,10,19,2,0,,,,,
goryljo01,1957,1,CHN,NL,3B,9,9,231,6,14,1,4,,,,,
graffmi01,1957,1,KC1,AL,2B,53,43,1193,110,127,3,36,,,,,
grammal01,1957,1,CIN,NL,2B,20,13,354,31,27,1,6,,,,,
grammal01,1957,1,CIN,NL,3B,9,6,163,6,15,0,1,,,,,
