playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
abernwo01,1947,1,NY1,NL,P,1,,,0,0,0,0,,,,,
aberscl01,1947,1,CHN,NL,OF,40,,,62,7,6,1,,,,,
adamsbo03,1947,1,CIN,NL,2B,69,,,172,177,12,46,,,,,
adamsbu01,1947,1,PHI,NL,OF,51,,,78,5,4,2,,,,,
adamsdi01,1947,1,PHA,AL,1B,24,,,170,17,1,19,,,,,
adamsdi01,1947,1,PHA,AL,OF,3,,,1,0,0,0,,,,,
albrija01,1947,1,PHI,NL,SS,33,,,48,85,8,15,,,,,
andrehu01,1947,1,NY1,NL,P,7,,,0,2,0,0,,,,,
applilu01,1947,1,CHA,AL,3B,2,,,1,1,0,0,,,,,
applilu01,1947,1,CHA,AL,SS,129,,,232,422,35,86,,,,,
ardizru01,1947,1,NYA,AL,P,1,,,0,1,0,0,,,,,
auldsle01,1947,1,BOS,AL,C,3,,,7,0,0,0,0,,,,
ayersbi01,1947,1,NY1,NL,P,13,,,1,9,1,0,,,,,
bagbyji02,1947,1,PIT,NL,P,37,,,7,28,2,2,,,,,
bahred01,1947,1,PIT,NL,P,19,,,2,12,1,1,,,,,
bakerfl01,1947,1,CHA,AL,2B,1,,,3,2,0,1,,,,,
bakerfl01,1947,1,CHA,AL,3B,101,,,84,253,7,28,,,,,
bakerfl01,1947,1,CHA,AL,SS,1,,,1,3,0,0,,,,,
bankhda01,1947,1,BRO,NL,P,4,,,1,0,0,0,,,,,
bantaja01,1947,1,BRO,NL,P,3,,,0,5,0,1,,,,,
barnere02,1947,1,BRO,NL,P,28,,,1,11,0,4,,,,,
barrere01,1947,1,BSN,NL,P,36,,,17,38,3,2,,,,,
basined01,1947,1,PIT,NL,2B,56,,,116,130,7,34,,,,,
battsma01,1947,1,BOS,AL,C,6,,,15,2,0,1,2,,,,
baumhfr01,1947,1,CIN,NL,OF,150,,,282,18,7,2,,,,,
beardge01,1947,1,CLE,AL,P,1,,,0,0,0,0,,,,,
beazljo01,1947,1,BSN,NL,P,9,,,3,4,0,0,,,,,
beggsjo01,1947,1,CIN,NL,P,11,,,1,9,0,0,,,,,
beggsjo01,1947,2,NY1,NL,P,32,,,5,11,0,0,,,,,
behrmha01,1947,1,BRO,NL,P,2,,,0,1,0,0,,,,,
behrmha01,1947,2,PIT,NL,P,10,,,1,1,2,0,,,,,
behrmha01,1947,3,BRO,NL,P,38,,,1,12,1,0,,,,,
bentoal01,1947,1,DET,AL,P,36,,,6,24,4,1,,,,,
berarjo01,1947,1,SLA,AL,2B,86,,,242,221,11,61,,,,,
berrayo01,1947,1,NYA,AL,C,51,,,259,18,8,5,3,,,,
berrayo01,1947,1,NYA,AL,OF,24,,,48,0,1,0,,,,,
bevenbi01,1947,1,NYA,AL,P,28,,,8,24,0,2,,,,,
binksge01,1947,1,PHA,AL,1B,13,,,82,7,1,4,,,,,
binksge01,1947,1,PHA,AL,OF,75,,,157,8,6,1,,,,,
bithohi01,1947,1,CHA,AL,P,2,,,0,0,0,0,,,,,
blackdo01,1947,1,CLE,AL,P,30,,,15,31,1,2,,,,,
blackew01,1947,1,CIN,NL,P,33,,,10,70,3,2,,,,,
blattbu01,1947,1,NY1,NL,2B,34,,,79,100,10,14,,,,,
blattbu01,1947,1,NY1,NL,3B,11,,,7,6,1,1,,,,,
bloodji01,1947,1,PIT,NL,2B,87,,,222,206,9,56,,,,,
bockmed01,1947,1,CLE,AL,2B,4,,,7,6,1,2,,,,,
bockmed01,1947,1,CLE,AL,3B,12,,,10,25,2,4,,,,,
bockmed01,1947,1,CLE,AL,OF,1,,,5,2,0,2,,,,,
bockmed01,1947,1,CLE,AL,SS,1,,,0,0,0,0,,,,,
bonhati01,1947,1,PIT,NL,P,33,,,7,11,2,1,,,,,
borowha01,1947,1,CHN,NL,P,40,,,7,36,2,2,,,,,
boudrlo01,1947,1,CLE,AL,SS,148,,,305,475,14,120,,,,,
bragabo01,1947,1,BRO,NL,C,21,,,56,5,0,1,0,,,,
brancra01,1947,1,BRO,NL,P,43,,,9,35,3,0,,,,,
brazlal01,1947,1,SLN,NL,P,44,,,4,47,1,1,,,,,
brechha01,1947,1,SLN,NL,P,29,,,11,47,1,0,,,,,
brisslo01,1947,1,PHA,AL,P,1,,,1,1,0,0,,,,,
brownbo03,1947,1,NYA,AL,3B,27,,,21,34,4,3,,,,,
brownbo03,1947,1,NYA,AL,OF,3,,,1,0,0,0,,,,,
brownbo03,1947,1,NYA,AL,SS,11,,,13,20,3,5,,,,,
brownto02,1947,1,BRO,NL,3B,6,,,5,8,0,0,,,,,
brownto02,1947,1,BRO,NL,OF,3,,,4,0,1,0,,,,,
brownto02,1947,1,BRO,NL,SS,1,,,3,7,1,2,,,,,
brownwa01,1947,1,SLA,AL,P,19,,,0,9,0,0,,,,,
brownwi02,1947,1,SLA,AL,OF,18,,,41,0,0,0,,,,,
budnimi01,1947,1,NY1,NL,P,7,,,3,3,0,0,,,,,
burkhke01,1947,1,SLN,NL,P,34,,,6,20,0,0,,,,,
butlabi01,1947,1,BOS,AL,P,1,,,0,0,0,0,,,,,
byrneto01,1947,1,NYA,AL,P,4,,,0,1,0,0,,,,,
cabalpu01,1947,1,PHI,NL,2B,2,,,3,5,0,1,,,,,
cabalpu01,1947,1,PHI,NL,3B,1,,,0,1,0,0,,,,,
caldwea01,1947,1,CHA,AL,P,40,,,1,6,1,0,,,,,
camelha01,1947,1,BSN,NL,C,51,,,194,20,5,3,4,,,,
candimi01,1947,1,WS1,AL,P,38,,,6,15,0,1,,,,,
carpebo01,1947,1,NY1,NL,P,2,,,0,1,0,0,,,,,
carpebo01,1947,2,CHN,NL,P,4,,,0,2,0,0,,,,,
carysc01,1947,1,WS1,AL,P,23,,,2,6,0,0,,,,,
casege01,1947,1,WS1,AL,OF,21,,,51,1,2,0,,,,,
caseyhu01,1947,1,BRO,NL,P,46,,,4,13,0,2,,,,,
castipe01,1947,1,PIT,NL,SS,13,,,26,39,2,6,,,,,
cavarph01,1947,1,CHN,NL,1B,24,,,217,13,3,23,,,,,
cavarph01,1947,1,CHN,NL,OF,100,,,203,11,5,3,,,,,
chanded01,1947,1,BRO,NL,P,15,,,2,7,1,0,,,,,
chandsp01,1947,1,NYA,AL,P,17,,,6,36,1,1,,,,,
chapmsa01,1947,1,PHA,AL,OF,146,,,428,16,6,2,,,,,
chipmbo01,1947,1,CHN,NL,P,32,,,5,32,0,2,,,,,
chrislo01,1947,1,CHA,AL,OF,7,,,19,1,0,1,,,,,
chrisma01,1947,1,WS1,AL,2B,1,,,2,2,0,0,,,,,
chrisma01,1947,1,WS1,AL,SS,106,,,203,291,11,75,,,,,
chrisru01,1947,1,PHA,AL,P,44,,,10,13,1,0,,,,,
clarkal01,1947,1,NYA,AL,OF,16,,,36,0,0,0,,,,,
coangi01,1947,1,WS1,AL,OF,11,,,22,1,0,1,,,,,
colemjo04,1947,1,PHA,AL,P,32,,,5,16,1,0,,,,,
colemra01,1947,1,SLA,AL,OF,93,,,174,7,3,4,,,,,
colmafr01,1947,1,NYA,AL,OF,6,,,7,1,0,0,,,,,
combsme01,1947,1,BOS,AL,3B,17,,,17,42,0,6,,,,,
conwaja01,1947,1,CLE,AL,2B,5,,,2,3,0,0,,,,,
conwaja01,1947,1,CLE,AL,3B,1,,,0,2,0,0,,,,,
conwaja01,1947,1,CLE,AL,SS,24,,,20,37,8,10,,,,,
coopemo01,1947,1,BSN,NL,P,10,,,2,5,0,0,,,,,
coopemo01,1947,2,NY1,NL,P,8,,,3,2,0,0,,,,,
coopepa01,1947,1,PHA,AL,1B,1,,,8,0,0,1,,,,,
coopewa01,1947,1,NY1,NL,C,132,,,561,51,13,8,5,,,,
coxbi02,1947,1,PIT,NL,SS,129,,,220,388,20,63,,,,,
cramedo01,1947,1,DET,AL,OF,35,,,79,3,3,0,,,,,
cregebe01,1947,1,SLN,NL,SS,13,,,6,18,5,2,,,,,
crosefr01,1947,1,NYA,AL,2B,1,,,0,0,0,0,,,,,
crosefr01,1947,1,NYA,AL,SS,1,,,0,0,0,0,,,,,
crossje01,1947,1,SLN,NL,2B,2,,,4,4,0,0,,,,,
crossje01,1947,1,SLN,NL,3B,15,,,5,13,1,1,,,,,
crossje01,1947,1,SLN,NL,SS,14,,,15,30,4,9,,,,,
culbele01,1947,1,BOS,AL,3B,4,,,1,4,1,1,,,,,
culbele01,1947,1,BOS,AL,OF,25,,,35,2,1,0,,,,,
culledi01,1947,1,BSN,NL,SS,77,,,106,212,11,31,,,,,
cullero01,1947,1,DET,AL,1B,138,,,1184,139,15,111,,,,,
curripe01,1947,1,SLA,AL,SS,1,,,2,2,0,2,,,,,
dalledo01,1947,1,CHN,NL,OF,28,,,50,1,0,1,,,,,
dealco01,1947,1,BOS,AL,P,5,,,1,2,0,0,,,,,
deandi01,1947,1,SLA,AL,P,1,,,0,0,0,0,,,,,
dentesa01,1947,1,BOS,AL,3B,46,,,40,83,8,11,,,,,
dickege02,1947,1,CHA,AL,C,80,,,285,35,5,5,8,,,,
dicksmu01,1947,1,SLN,NL,P,47,,,13,47,4,3,,,,,
dierich01,1947,1,SLN,NL,OF,75,,,55,3,0,1,,,,,
dietrbi01,1947,1,PHA,AL,P,11,,,1,8,4,3,,,,,
dillibo01,1947,1,SLA,AL,3B,137,,,169,265,19,21,,,,,
dimagdo01,1947,1,BOS,AL,OF,134,,,413,19,10,4,,,,,
dimagjo01,1947,1,NYA,AL,OF,139,,,316,2,1,0,,,,,
dobsojo01,1947,1,BOS,AL,P,33,,,13,25,0,1,,,,,
dobyla01,1947,1,CLE,AL,1B,1,,,8,0,0,1,,,,,
dobyla01,1947,1,CLE,AL,2B,4,,,1,3,0,0,,,,,
dobyla01,1947,1,CLE,AL,SS,1,,,2,1,0,0,,,,,
dockige01,1947,1,BRO,NL,P,4,,,0,2,0,0,,,,,
doerrbo01,1947,1,BOS,AL,2B,146,,,376,466,16,118,,,,,
donnebl01,1947,1,PHI,NL,P,38,,,2,24,2,2,,,,,
dorisha01,1947,1,BOS,AL,P,41,,,10,27,4,0,,,,,
dorseca01,1947,1,CLE,AL,P,2,,,0,0,0,0,,,,,
doziebu01,1947,1,WS1,AL,P,2,,,0,1,0,0,,,,,
drewska01,1947,1,NYA,AL,P,30,,,4,17,1,1,,,,,
dusaker01,1947,1,SLN,NL,3B,7,,,3,11,0,1,,,,,
dusaker01,1947,1,SLN,NL,OF,89,,,178,13,6,2,,,,,
earlyja01,1947,1,SLA,AL,C,85,,,301,43,4,5,5,,,,
edwarbr01,1947,1,BRO,NL,C,128,,,592,58,11,11,11,,,,
edwarha01,1947,1,CLE,AL,OF,100,,,199,3,2,0,,,,,
elliobo01,1947,1,BSN,NL,3B,148,,,129,302,20,25,,,,,
elliogl01,1947,1,BSN,NL,P,11,,,0,5,0,1,,,,,
embrere01,1947,1,CLE,AL,P,27,,,6,30,1,4,,,,,
ennisde01,1947,1,PHI,NL,OF,135,,,320,12,7,2,,,,,
erauted01,1947,1,CIN,NL,P,36,,,7,26,2,2,,,,,
erickpa01,1947,1,CHN,NL,P,40,,,8,33,1,3,,,,,
ermerca01,1947,1,WS1,AL,2B,1,,,4,3,0,0,,,,,
ettenni01,1947,1,PHI,NL,1B,11,,,94,10,1,4,,,,,
evansal01,1947,1,WS1,AL,C,94,,,389,48,5,14,4,,,,
eversho01,1947,1,DET,AL,OF,123,,,354,10,8,2,,,,,
fainfe01,1947,1,PHA,AL,1B,132,,,1141,101,19,118,,,,,
fannicl01,1947,1,SLA,AL,P,26,,,10,23,2,1,,,,,
fellebo01,1947,1,CLE,AL,P,42,,,17,50,1,2,,,,,
fernana01,1947,1,BSN,NL,3B,6,,,7,6,1,0,,,,,
fernana01,1947,1,BSN,NL,OF,8,,,9,0,0,0,,,,,
fernana01,1947,1,BSN,NL,SS,62,,,89,146,17,22,,,,,
ferreri01,1947,1,WS1,AL,C,37,,,134,22,1,5,1,,,,
ferrida01,1947,1,BOS,AL,P,33,,,13,33,2,2,,,,,
ferrito01,1947,1,WS1,AL,P,31,,,7,15,0,1,,,,,
fineto01,1947,1,BOS,AL,P,9,,,4,12,0,1,,,,,
flemile01,1947,1,CLE,AL,1B,77,,,662,63,8,78,,,,,
fletcel01,1947,1,PIT,NL,1B,50,,,324,25,5,28,,,,,
floreje01,1947,1,PHA,AL,P,28,,,12,19,3,3,,,,,
fowledi01,1947,1,PHA,AL,P,36,,,14,29,2,1,,,,,
foxne01,1947,1,PHA,AL,2B,1,,,1,0,0,0,,,,,
frankhe01,1947,1,PHA,AL,C,4,,,12,1,0,0,1,,,,
frazijo01,1947,1,CLE,AL,OF,5,,,6,0,1,0,,,,,
freylo01,1947,1,CHN,NL,2B,9,,,17,20,0,4,,,,,
freylo01,1947,2,NYA,AL,2B,8,,,14,22,3,7,,,,,
furilca01,1947,1,BRO,NL,OF,121,,,287,9,7,3,,,,,
gableke01,1947,1,PIT,NL,P,1,,,0,0,0,0,,,,,
galanau01,1947,1,CIN,NL,OF,118,,,246,2,3,0,,,,,
galehde01,1947,1,SLA,AL,P,9,,,0,7,1,0,,,,,
galehde01,1947,2,BOS,AL,P,21,,,8,21,0,2,,,,,
garagjo01,1947,1,SLN,NL,C,74,,,281,23,4,2,2,,,,
gearhga01,1947,1,NY1,NL,OF,44,,,94,4,4,1,,,,,
gebripe01,1947,1,CHA,AL,P,27,,,2,9,1,0,,,,,
gentrru01,1947,1,DET,AL,P,1,,,0,0,0,0,,,,,
getteal01,1947,1,CLE,AL,P,31,,,7,28,0,1,,,,,
gilbech01,1947,1,PHI,NL,OF,37,,,70,4,3,2,,,,,
gillebo01,1947,1,CHA,AL,P,25,,,4,35,1,0,,,,,
gionfal01,1947,2,BRO,NL,OF,17,,,29,1,2,0,,,,,
goodmbi01,1947,1,BOS,AL,OF,1,,,2,0,0,0,,,,,
gordojo01,1947,1,CLE,AL,2B,155,,,341,466,18,110,,,,,
gordosi01,1947,1,NY1,NL,3B,2,,,0,0,4,0,,,,,
gordosi01,1947,1,NY1,NL,OF,124,,,254,13,8,0,,,,,
gorsijo01,1947,1,DET,AL,P,31,,,9,12,0,1,,,,,
gracejo01,1947,1,WS1,AL,OF,67,,,162,4,4,0,,,,,
greenha01,1947,1,PIT,NL,1B,119,,,983,79,9,85,,,,,
greggha01,1947,1,BRO,NL,P,37,,,9,18,2,2,,,,,
grodzjo01,1947,1,SLN,NL,P,16,,,1,6,0,0,,,,,
gromest01,1947,1,CLE,AL,P,29,,,2,13,1,0,,,,,
grother02,1947,1,CLE,AL,P,2,,,0,0,0,0,,,,,
grothjo01,1947,1,DET,AL,OF,1,,,5,0,0,0,,,,,
groveor01,1947,1,CHA,AL,P,25,,,11,19,1,1,,,,,
guerrmi01,1947,1,PHA,AL,C,62,,,203,36,9,5,1,,,,
gumbeha01,1947,1,CIN,NL,P,46,,,2,17,1,3,,,,,
gumpera01,1947,1,NYA,AL,P,24,,,2,9,0,1,,,,,
gustifr01,1947,1,PIT,NL,3B,156,,,193,330,31,35,,,,,
guttedo01,1947,1,BOS,AL,2B,20,,,38,37,5,8,,,,,
guttedo01,1947,1,BOS,AL,3B,19,,,18,36,3,3,,,,,
haasbe01,1947,1,CIN,NL,1B,53,,,510,23,8,49,,,,,
haasbe01,1947,1,CIN,NL,OF,69,,,170,2,8,0,,,,,
hackst01,1947,1,CHN,NL,3B,66,,,64,136,8,11,,,,,
haefnmi01,1947,1,WS1,AL,P,31,,,7,27,0,3,,,,,
hamnegr01,1947,1,PHI,NL,SS,2,,,5,6,0,1,,,,,
hamnera01,1947,1,CHN,NL,P,3,,,2,2,1,0,,,,,
handlge01,1947,1,PHA,AL,2B,17,,,31,41,2,10,,,,,
handlge01,1947,1,PHA,AL,3B,10,,,12,15,5,1,,,,,
handlge01,1947,1,PHA,AL,SS,1,,,0,2,0,0,,,,,
handlle01,1947,1,PHI,NL,2B,3,,,4,1,1,0,,,,,
handlle01,1947,1,PHI,NL,3B,83,,,87,144,6,8,,,,,
handlle01,1947,1,PHI,NL,SS,1,,,2,4,2,0,,,,,
hansean01,1947,1,NY1,NL,P,27,,,7,18,0,1,,,,,
hardeme01,1947,1,CLE,AL,P,15,,,0,11,1,0,,,,,
harriea01,1947,1,CHA,AL,P,33,,,3,18,1,1,,,,,
harrilu01,1947,1,WS1,AL,P,3,,,0,4,0,0,,,,,
harrimi01,1947,1,BOS,AL,P,15,,,2,8,0,1,,,,,
hartucl01,1947,1,NY1,NL,OF,7,,,10,0,2,0,,,,,
hartucl01,1947,1,NY1,NL,P,23,,,5,22,0,2,,,,,
hattejo01,1947,1,BRO,NL,P,42,,,15,52,0,4,,,,,
hattogr01,1947,1,CIN,NL,3B,136,,,143,248,26,18,,,,,
haugsph01,1947,1,BRO,NL,P,6,,,0,2,0,0,,,,,
hayesfr01,1947,1,BOS,AL,C,4,,,20,2,2,1,0,,,,
haynejo01,1947,1,CHA,AL,P,29,,,12,29,2,5,,,,,
hearnji01,1947,1,SLN,NL,P,37,,,6,25,1,2,,,,,
heathje01,1947,1,SLA,AL,OF,140,,,297,7,4,4,,,,,
heganji01,1947,1,CLE,AL,C,133,,,566,54,7,14,7,,,,
heintke01,1947,1,PIT,NL,P,2,,,0,0,0,0,,,,,
heintke01,1947,2,PHI,NL,P,24,,,2,14,2,1,,,,,
hemslro01,1947,1,PHI,NL,C,2,,,3,0,0,0,0,,,,
henrito01,1947,1,NYA,AL,1B,6,,,59,1,0,6,,,,,
henrito01,1947,1,NYA,AL,OF,132,,,278,13,5,2,,,,,
hermabi01,1947,1,PIT,NL,1B,2,,,6,2,0,0,,,,,
hermabi01,1947,1,PIT,NL,2B,10,,,14,13,0,2,,,,,
hermage01,1947,1,BRO,NL,OF,66,,,105,5,2,0,,,,,
herriar01,1947,1,PIT,NL,P,11,,,0,1,0,0,,,,,
hetkijo01,1947,1,CIN,NL,P,37,,,3,19,0,0,,,,,
higbeki01,1947,1,BRO,NL,P,4,,,1,3,0,0,,,,,
higbeki01,1947,2,PIT,NL,P,46,,,9,23,1,0,,,,,
hitchbi01,1947,1,SLA,AL,1B,5,,,45,2,2,4,,,,,
hitchbi01,1947,1,SLA,AL,2B,46,,,127,127,6,31,,,,,
hitchbi01,1947,1,SLA,AL,3B,17,,,25,42,5,5,,,,,
hitchbi01,1947,1,SLA,AL,SS,7,,,12,19,1,5,,,,,
hodgegi01,1947,1,BRO,NL,C,24,,,79,12,4,2,0,,,,
hodgira01,1947,1,CHA,AL,OF,41,,,99,2,1,0,,,,,
hoersle01,1947,1,PHI,NL,P,4,,,2,2,0,0,,,,,
holmeto01,1947,1,BSN,NL,OF,147,,,336,12,4,4,,,,,
hoppjo01,1947,1,BSN,NL,OF,125,,,296,2,6,0,,,,,
houkra01,1947,1,NYA,AL,C,41,,,138,13,2,0,2,,,,
houttar01,1947,1,DET,AL,P,23,,,4,17,2,2,,,,,
howarle01,1947,1,PIT,NL,P,2,,,0,0,0,0,,,,,
howeldi02,1947,1,PIT,NL,C,74,,,272,30,8,2,12,,,,
hudsosi01,1947,1,WS1,AL,P,20,,,7,20,0,1,,,,,
hugheto04,1947,1,PHI,NL,P,29,,,4,25,0,2,,,,,
hughste01,1947,1,BOS,AL,P,29,,,10,25,1,3,,,,,
hutchfr01,1947,1,DET,AL,P,33,,,15,40,1,1,,,,,
iottho01,1947,1,SLA,AL,P,4,,,0,2,0,1,,,,,
iottho01,1947,2,NY1,NL,P,20,,,2,11,0,0,,,,,
jansela01,1947,1,NY1,NL,P,42,,,19,42,4,3,,,,,
jarviro01,1947,1,PIT,NL,C,15,,,50,8,2,1,1,,,,
johnsbi03,1947,1,NYA,AL,3B,132,,,136,204,17,12,,,,,
johnsdo02,1947,1,CHN,NL,2B,108,,,255,291,17,65,,,,,
johnsdo02,1947,1,CHN,NL,3B,6,,,5,11,0,4,,,,,
johnsdo03,1947,1,NYA,AL,P,15,,,2,7,2,2,,,,,
johnsea01,1947,1,BOS,AL,P,45,,,4,31,2,5,,,,,
johnske01,1947,1,SLN,NL,P,2,,,0,2,0,0,,,,,
johnssi01,1947,1,BSN,NL,P,36,,,3,36,0,3,,,,,
jonesja03,1947,1,CHA,AL,1B,43,,,444,31,6,49,,,,,
jonesja03,1947,2,BOS,AL,1B,109,,,1018,73,10,110,,,,,
jonesni01,1947,1,SLN,NL,2B,13,,,32,40,5,5,,,,,
jonesni01,1947,1,SLN,NL,OF,2,,,2,0,0,0,,,,,
jonessh01,1947,1,NY1,NL,P,15,,,4,5,1,0,,,,,
joneswi01,1947,1,PHI,NL,3B,17,,,19,41,6,3,,,,,
joosted01,1947,1,PHA,AL,SS,151,,,370,452,38,100,,,,,
jorgesp01,1947,1,BRO,NL,3B,128,,,116,235,19,26,,,,,
juddos01,1947,1,PHI,NL,P,32,,,7,33,1,3,,,,,
judniwa01,1947,1,SLA,AL,1B,129,,,1067,76,13,118,,,,,
judniwa01,1947,1,SLA,AL,OF,15,,,38,1,0,0,,,,,
jurgebi01,1947,1,CHN,NL,SS,14,,,13,36,4,10,,,,,
jurisal01,1947,1,PHI,NL,P,34,,,1,16,0,1,,,,,
karlan01,1947,1,BSN,NL,P,27,,,5,13,0,2,,,,,
kellech01,1947,1,NYA,AL,OF,43,,,85,2,3,0,,,,,
kellge01,1947,1,DET,AL,3B,152,,,167,333,20,25,,,,,
keltnke01,1947,1,CLE,AL,3B,150,,,156,266,12,29,,,,,
kennebi01,1947,1,WS1,AL,P,2,,,0,2,0,0,,,,,
kennebo01,1947,1,CHA,AL,3B,1,,,1,2,0,0,,,,,
kennebo01,1947,1,CHA,AL,OF,106,,,204,8,7,3,,,,,
kennemo01,1947,1,NY1,NL,P,34,,,7,26,1,1,,,,,
kerrbu01,1947,1,NY1,NL,SS,138,,,270,461,17,77,,,,,
kindeel01,1947,1,SLA,AL,P,34,,,5,18,2,2,,,,,
kinerra01,1947,1,PIT,NL,OF,152,,,390,8,7,1,,,,,
kingcl01,1947,1,BRO,NL,P,29,,,5,11,1,1,,,,,
kliemed01,1947,1,CLE,AL,P,58,,,12,20,1,3,,,,,
klingbo01,1947,1,BOS,AL,P,28,,,4,4,0,0,,,,,
kluszte01,1947,1,CIN,NL,1B,2,,,10,0,0,1,,,,,
kluttcl01,1947,1,PIT,NL,C,69,,,247,55,4,7,4,,,,
knerrlo01,1947,1,WS1,AL,P,6,,,0,3,1,0,,,,,
knickau01,1947,1,PHA,AL,OF,14,,,32,1,2,0,,,,,
koechdi01,1947,1,PHI,NL,P,3,,,0,5,0,0,,,,,
kollodo01,1947,1,CHA,AL,1B,11,,,99,8,1,9,,,,,
kollodo01,1947,1,CHA,AL,2B,99,,,274,306,23,76,,,,,
kollodo01,1947,1,CHA,AL,3B,8,,,5,17,3,1,,,,,
kosloda01,1947,1,NY1,NL,P,39,,,13,36,2,2,,,,,
krameja01,1947,1,SLA,AL,P,33,,,7,38,2,3,,,,,
kressch01,1947,1,CIN,NL,1B,8,,,52,7,1,5,,,,,
kurowwh01,1947,1,SLN,NL,3B,141,,,140,250,19,17,,,,,
kushem01,1947,1,CHN,NL,P,47,,,5,21,1,1,,,,,
kuzavbo01,1947,1,CLE,AL,P,4,,,0,8,0,0,,,,,
laabsch01,1947,1,PHA,AL,OF,7,,,17,1,0,0,,,,,
ladedo01,1947,1,CHN,NL,P,34,,,10,46,1,2,,,,,
lafatjo01,1947,1,NY1,NL,1B,2,,,12,0,0,2,,,,,
lafatjo01,1947,1,NY1,NL,OF,19,,,34,3,1,0,,,,,
lakeed01,1947,1,DET,AL,SS,158,,,268,441,43,94,,,,,
lakemal01,1947,2,PHI,NL,1B,29,,,206,13,1,15,,,,,
lakemal01,1947,2,PHI,NL,C,23,,,80,5,3,1,4,,,,
lamanra01,1947,1,CIN,NL,C,109,,,556,62,9,6,3,,,,
lambecl01,1947,1,CIN,NL,P,3,,,0,2,0,0,,,,,
lanfrwa01,1947,1,BSN,NL,P,36,,,1,20,0,0,,,,,
lannijo01,1947,1,BSN,NL,P,3,,,0,3,0,0,,,,,
lapoira01,1947,1,PHI,NL,SS,54,,,82,158,11,25,,,,,
lavagco01,1947,1,BRO,NL,1B,3,,,20,2,0,0,,,,,
lavagco01,1947,1,BRO,NL,3B,18,,,20,29,2,3,,,,,
leebi02,1947,1,CHN,NL,P,14,,,4,5,2,0,,,,,
leeth01,1947,1,CHA,AL,P,21,,,4,15,2,1,,,,,
lehnepa01,1947,1,SLA,AL,OF,127,,,344,1,7,0,,,,,
lemonbo01,1947,1,CLE,AL,OF,2,,,1,0,0,0,,,,,
lemonbo01,1947,1,CLE,AL,P,37,,,12,46,1,4,,,,,
leonadu02,1947,1,PHI,NL,P,32,,,18,51,0,2,,,,,
levanje01,1947,1,PHI,NL,OF,2,,,2,0,0,0,,,,,
lewisbu01,1947,1,WS1,AL,OF,130,,,259,11,9,2,,,,,
lindejo01,1947,1,NYA,AL,OF,118,,,308,6,7,1,,,,,
lindely01,1947,1,CLE,AL,P,1,,,0,0,0,0,,,,,
litwhda01,1947,1,BSN,NL,OF,66,,,119,2,3,0,,,,,
livelbu01,1947,1,CIN,NL,P,38,,,8,21,2,0,,,,,
livinmi01,1947,1,CHN,NL,C,7,,,27,1,0,0,0,,,,
livinmi01,1947,2,NY1,NL,C,1,,,3,1,1,0,0,,,,
lohrkja01,1947,1,NY1,NL,3B,111,,,118,188,20,20,,,,,
lollash01,1947,1,NYA,AL,C,9,,,44,3,0,0,1,,,,
lombaer01,1947,1,NY1,NL,C,24,,,86,11,2,2,1,,,,
lombavi01,1947,1,BRO,NL,P,33,,,8,35,0,2,,,,,
lopated01,1947,1,CHA,AL,P,31,,,12,36,2,0,,,,,
lopezal01,1947,1,CLE,AL,C,57,,,144,28,0,1,0,,,,
lowrepe01,1947,1,CHN,NL,2B,6,,,5,4,0,0,,,,,
lowrepe01,1947,1,CHN,NL,3B,91,,,83,194,16,21,,,,,
lowrepe01,1947,1,CHN,NL,OF,25,,,50,2,1,0,,,,,
lucadjo01,1947,1,NYA,AL,2B,5,,,3,0,0,0,,,,,
lukoned01,1947,1,CIN,NL,OF,55,,,103,4,0,2,,,,,
lunddo01,1947,1,BRO,NL,OF,5,,,11,0,0,0,,,,,
lyonsal01,1947,1,NYA,AL,OF,1,,,0,0,0,0,,,,,
lyonsal01,1947,1,NYA,AL,P,6,,,2,3,1,1,,,,,
lyonsal01,1947,2,PIT,NL,P,13,,,2,8,0,1,,,,,
lyonsed01,1947,1,WS1,AL,2B,7,,,19,28,0,7,,,,,
mackife01,1947,1,CLE,AL,OF,2,,,5,0,0,0,,,,,
mackife01,1947,2,WS1,AL,OF,3,,,3,0,0,0,,,,,
mackra01,1947,2,CHN,NL,2B,21,,,58,78,5,15,,,,,
maconma01,1947,1,BSN,NL,P,1,,,0,1,0,0,,,,,
madrisa01,1947,1,CHN,NL,SS,8,,,16,27,2,6,,,,,
majesha01,1947,1,PHA,AL,2B,1,,,0,0,0,0,,,,,
majesha01,1947,1,PHA,AL,3B,134,,,160,263,5,28,,,,,
majesha01,1947,1,PHA,AL,SS,4,,,10,20,0,4,,,,,
mallobo01,1947,1,CIN,NL,P,1,,,0,0,0,0,,,,,
maltzgo01,1947,1,CHA,AL,P,33,,,4,14,0,1,,,,,
mancufr01,1947,1,WS1,AL,C,35,,,144,15,7,1,2,,,,
marchph01,1947,1,PHA,AL,P,35,,,7,34,3,2,,,,,
marioma01,1947,1,SLN,NL,SS,141,,,329,452,15,104,,,,,
marshwi01,1947,1,NY1,NL,OF,155,,,334,19,10,6,,,,,
martira01,1947,1,BSN,NL,P,1,,,3,2,0,0,,,,,
