playerid,yearid,stint,teamid,lgid,wins,losses,games,gamesstarted,cg,sho,sv,ipouts,hits,er,hr,bb,so,baopp,era,ibb,wp,hbp,balks,bfp,gf,runs,sh,sf,gidp
aldrivi01,1927,1,PIT,NL,15,10,35,34,17,1,1,718,248,113,16,74,86,0.27,4.25,,0,5,0,1028,1,123,,,
alexape01,1927,1,SLN,NL,21,10,37,30,22,2,3,804,261,75,11,38,48,0.25,2.52,,1,1,0,1082,4,94,,,
applepe01,1927,1,CIN,NL,2,1,6,2,2,1,0,89,29,6,0,17,3,0.26,1.82,,1,0,1,128,3,7,,,
baeched01,1927,1,PHI,NL,0,1,1,1,0,0,0,18,12,8,0,2,0,0.42,12,,0,0,0,31,0,8,,,
bakerne01,1927,1,PHA,AL,0,0,5,2,0,0,0,52,27,11,2,7,3,0.36,5.71,,0,0,0,84,0,17,,,
ballowi01,1927,1,SLA,AL,5,6,21,11,4,0,0,271,105,48,4,46,17,0.3,4.78,,1,1,0,396,3,56,,,
barnach01,1927,1,CHA,AL,0,5,17,4,1,0,0,183,86,36,2,20,5,0.35,5.31,,2,5,0,284,11,46,,,
barneje01,1927,1,BRO,NL,2,10,18,10,2,0,0,236,106,50,5,25,14,0.33,5.72,,2,0,0,360,5,64,,,
barnevi01,1927,1,NY1,NL,14,11,35,29,12,2,2,686,251,101,14,51,66,0.28,3.98,,2,4,0,963,3,116,,,
beallwa01,1927,1,NYA,AL,0,0,1,0,0,0,0,3,1,1,0,0,0,0.33,9,,0,0,0,4,1,1,,,
beckbo01,1927,1,SLA,AL,1,0,3,1,1,0,0,34,15,7,0,5,6,0.33,5.56,,0,1,0,53,0,8,,,
beckmji01,1927,1,CIN,NL,0,1,4,1,0,0,0,37,18,8,2,6,0,0.34,5.84,,0,1,0,62,3,10,,,
bellhi01,1927,1,SLN,NL,1,3,25,1,0,0,0,172,71,25,5,22,31,0.31,3.92,,0,1,0,255,11,37,,,
bennefr01,1927,1,BOS,AL,0,1,4,1,0,0,0,37,15,4,0,6,1,0.33,2.92,,0,0,0,52,0,4,,,
bentlja01,1927,1,NY1,NL,0,0,4,0,0,0,0,29,7,3,1,10,3,0.2,2.79,,0,1,0,47,2,7,,,
bentola01,1927,1,BSN,NL,4,2,11,10,3,0,0,181,72,30,3,27,25,0.31,4.48,,2,2,0,269,1,33,,,
bentola01,1927,2,NY1,NL,13,5,29,23,8,1,2,519,183,76,9,54,65,0.27,3.95,,0,2,0,736,5,83,,,
billijo02,1927,1,DET,AL,5,4,10,9,5,0,0,201,64,36,3,39,18,0.25,4.84,,2,6,0,302,1,36,,,
blaehge01,1927,1,SLA,AL,0,1,1,1,1,0,0,27,8,5,1,4,2,0.25,5,,0,1,0,37,0,5,,,
blakesh01,1927,1,CHN,NL,13,14,32,27,13,2,0,673,238,82,3,82,64,0.28,3.29,,4,4,0,963,2,101,,,
blankte01,1927,1,CHA,AL,12,17,37,34,11,3,0,710,280,133,14,74,51,0.29,5.06,,2,2,0,1042,1,156,,,
bolenst01,1927,1,SLA,AL,0,1,3,1,1,0,0,29,14,9,0,5,7,0.36,8.38,,1,0,1,44,2,9,,,
boneyha01,1927,1,NY1,NL,0,0,3,0,0,0,0,12,4,1,0,2,0,0.26,2.25,,0,0,0,17,3,1,,,
bradlhe01,1927,1,BOS,AL,1,1,6,2,2,0,0,69,16,8,0,7,6,0.19,3.13,,0,2,0,92,2,9,,,
braxtga01,1927,1,WS1,AL,10,9,58,2,0,0,13,466,144,51,5,33,96,0.24,2.95,,3,2,0,639,32,62,,,
brillji01,1927,1,CHN,NL,4,2,32,12,4,0,0,386,140,59,4,38,36,0.28,4.13,,4,4,1,556,8,67,,,
brownjo03,1927,1,CHA,AL,0,0,1,1,0,0,0,0,2,0,0,1,0,1,,,0,0,0,3,0,3,,,
brownju01,1927,1,CLE,AL,0,2,8,0,0,0,0,56,19,13,3,26,8,0.28,6.27,,1,1,0,98,6,14,,,
buckega01,1927,1,CLE,AL,10,17,35,25,13,2,1,614,231,90,6,74,38,0.29,3.96,,10,5,0,899,8,106,,,
burkebo01,1927,1,WS1,AL,3,2,36,6,1,0,0,300,91,44,6,32,20,0.24,3.96,,3,7,2,414,16,48,,,
bushefr01,1927,1,BOS,AL,0,0,1,0,0,0,0,4,2,1,0,2,0,0.5,6.75,,0,0,0,6,0,1,,,
bushgu01,1927,1,CHN,NL,10,10,36,22,9,1,2,580,177,65,3,79,62,0.25,3.03,,2,6,1,813,10,76,,,
bushjo01,1927,1,PIT,NL,1,2,5,3,0,0,0,20,14,10,1,5,1,0.41,13.5,,1,0,0,42,1,14,,,
bushjo01,1927,2,NY1,NL,1,1,3,2,1,0,0,36,18,10,1,5,6,0.34,7.5,,0,0,0,58,1,10,,,
cantrgu01,1927,1,BRO,NL,0,0,6,0,0,0,0,30,10,3,0,6,5,0.25,2.7,,0,0,0,47,3,3,,,
cantrgu01,1927,2,PHA,AL,0,2,2,2,2,0,0,54,25,10,0,7,7,0.33,5,,1,0,0,82,0,10,,,
cantwbe01,1927,1,NY1,NL,1,1,5,2,1,0,0,59,26,9,1,2,6,0.31,4.12,,1,1,0,87,2,9,,,
carlsha01,1927,1,PHI,NL,4,5,11,9,4,0,1,191,80,37,7,18,13,0.31,5.23,,1,0,0,280,1,41,,,
carlsha01,1927,2,CHN,NL,12,8,27,22,15,2,0,553,201,65,9,27,27,0.28,3.17,,0,2,0,763,4,73,,,
carroow01,1927,1,DET,AL,10,6,31,15,8,0,0,516,186,76,5,73,41,0.28,3.98,,3,6,1,762,13,99,,,
cheevvi01,1927,1,NY1,NL,0,0,3,0,0,0,0,19,8,3,1,4,1,0.33,4.26,,0,0,0,30,2,3,,,
clarkbi01,1927,1,NY1,NL,3,9,26,7,2,0,2,260,92,42,3,52,28,0.28,4.36,,5,1,0,397,11,50,,,
clarkwa02,1927,1,BRO,NL,7,2,27,3,1,0,2,221,74,19,2,19,32,0.26,2.32,,0,0,0,305,17,23,,,
coffmdi01,1927,1,WS1,AL,0,1,5,2,0,0,0,48,20,6,0,2,5,0.31,3.38,,0,2,0,71,0,9,,,
colebe01,1927,1,CHA,AL,1,4,27,2,0,0,0,200,79,35,3,19,12,0.3,4.73,,1,3,0,292,13,43,,,
collaha01,1927,1,CLE,AL,0,0,4,0,0,0,0,16,8,3,0,3,2,0.33,5.06,,0,0,0,29,4,7,,,
colliri01,1927,1,DET,AL,13,7,30,25,10,1,0,518,207,90,5,59,37,0.31,4.69,,3,8,1,768,2,116,,,
connasa01,1927,1,CHA,AL,10,15,43,18,11,1,5,595,217,90,8,83,58,0.29,4.08,,2,9,0,863,19,108,,,
covelst01,1927,1,WS1,AL,2,1,5,4,0,0,0,43,13,5,0,8,3,0.25,3.14,,0,0,0,63,0,7,,,
cremibo01,1927,1,BOS,AL,0,0,4,0,0,0,0,16,5,3,0,3,0,0.25,5.06,,0,0,0,24,3,4,,,
crowdal01,1927,1,WS1,AL,4,7,15,11,4,2,0,202,58,34,3,42,22,0.23,4.54,,1,2,0,291,1,44,,,
crowdal01,1927,2,SLA,AL,3,5,21,8,2,1,3,221,71,41,3,42,30,0.26,5.01,,2,1,1,331,10,44,,,
culloni02,1927,2,CLE,AL,0,0,1,0,0,0,0,3,3,1,0,0,0,0.6,9,,0,0,0,5,1,1,,,
cvengmi01,1927,1,PIT,NL,2,1,23,4,0,0,1,161,55,20,3,24,21,0.27,3.35,,6,2,0,236,10,25,,,
dawsojo01,1927,1,PIT,NL,3,7,20,7,4,0,0,242,80,40,2,32,17,0.26,4.46,,0,0,0,349,9,47,,,
deanwa01,1927,1,PHI,NL,0,1,2,0,0,0,0,9,6,4,0,2,1,0.5,12,,0,0,0,15,1,4,,,
deanwa01,1927,2,CHN,NL,0,0,2,0,0,0,0,6,0,0,0,2,2,0,0,,0,1,0,9,2,0,,,
decatar01,1927,1,PHI,NL,3,5,29,3,0,0,0,284,130,78,11,20,27,0.33,7.42,,1,4,0,433,15,78,,,
doakbi01,1927,1,BRO,NL,11,8,27,20,6,1,0,435,153,56,6,40,32,0.27,3.48,,0,3,0,622,4,73,,,
donohpe01,1927,1,CIN,NL,6,16,33,24,12,1,1,572,253,87,3,32,48,0.32,4.11,,0,1,0,842,4,111,,,
doyleje01,1927,1,DET,AL,0,0,7,0,0,0,0,37,16,11,0,5,5,0.31,8.03,,0,0,0,57,2,11,,,
dyered01,1927,1,SLN,NL,0,0,1,0,0,0,0,6,5,4,1,2,1,0.5,18,,0,0,0,12,1,4,,,
dykesji01,1927,1,PHA,AL,0,0,2,0,0,0,1,6,2,1,0,1,0,0.33,4.5,,0,0,0,8,2,1,,,
edwarfo01,1927,1,BSN,NL,2,8,29,11,1,0,0,276,95,51,2,45,37,0.27,4.99,,2,3,0,413,11,59,,,
ehmkeho01,1927,1,PHA,AL,12,10,30,27,10,1,0,569,200,89,13,60,68,0.28,4.22,,1,14,0,816,2,103,,,
ehrharu01,1927,1,BRO,NL,3,7,46,3,2,0,2,287,90,38,3,37,22,0.26,3.57,,1,3,0,404,26,46,,,
ellioju01,1927,1,BRO,NL,6,13,30,21,12,2,3,565,188,69,5,60,99,0.26,3.3,,2,1,2,788,5,82,,,
faberre01,1927,1,CHA,AL,4,7,18,15,6,0,0,332,131,56,2,41,39,0.31,4.55,,3,5,0,488,1,64,,,
falkch01,1927,1,SLA,AL,1,0,9,0,0,0,0,47,25,10,1,10,2,0.35,5.74,,0,0,0,83,6,18,,,
faulkji01,1927,1,NY1,NL,1,0,3,1,0,0,0,29,13,4,0,5,2,0.31,3.72,,0,1,1,47,2,4,,,
fergual01,1927,1,PHI,NL,8,16,31,31,16,0,0,681,280,122,15,65,73,0.31,4.84,,2,6,1,1001,0,132,,,
ferrewe01,1927,1,CLE,AL,0,0,1,0,0,0,0,3,3,3,0,2,0,0.6,27,,0,0,0,8,1,3,,,
fitzsfr01,1927,1,NY1,NL,17,10,42,31,14,1,3,734,260,101,15,67,78,0.27,3.72,,3,4,0,1043,7,127,,,
frankfr02,1927,1,SLN,NL,5,1,6,6,5,1,0,150,41,15,2,16,20,0.21,2.7,,2,1,0,212,0,18,,,
gastomi01,1927,1,SLA,AL,13,17,37,30,21,0,1,762,275,141,18,100,77,0.28,5,,8,3,1,1117,6,177,,,
genewjo01,1927,1,BSN,NL,11,8,40,19,7,0,1,543,199,77,7,54,38,0.27,3.83,,1,2,0,794,13,93,,,
giardjo01,1927,1,NYA,AL,0,0,16,0,0,0,0,81,38,24,1,19,10,0.35,8,,0,0,0,134,6,25,,,
gibsosa01,1927,1,DET,AL,11,12,33,26,11,0,0,554,201,78,9,86,76,0.28,3.8,,6,8,0,832,4,113,,,
goldsha01,1927,1,BSN,NL,1,3,22,5,1,0,1,215,83,28,4,26,13,0.28,3.52,,2,0,0,320,11,34,,,
grampha01,1927,1,CHN,NL,0,0,2,0,0,0,0,9,4,3,0,1,3,0.33,9,,0,0,0,13,2,3,,,
grantge02,1927,1,CLE,AL,4,6,25,3,2,0,1,224,85,37,1,40,19,0.3,4.46,,3,0,0,336,14,46,,,
graydo02,1927,1,PHA,AL,9,6,37,13,3,1,3,400,153,68,4,51,49,0.29,4.59,,3,4,0,586,13,78,,,
greenke01,1927,1,NY1,NL,2,2,12,1,0,0,0,60,39,21,3,13,4,0.41,9.45,,1,2,0,113,6,25,,,
greenke01,1927,2,BSN,NL,11,14,27,26,11,1,0,570,203,81,3,59,59,0.28,3.84,,2,5,0,817,1,92,,,
grimebu01,1927,1,NY1,NL,19,8,39,34,15,2,2,779,274,102,12,87,102,0.27,3.54,,4,4,0,1103,4,116,,,
grovele01,1927,1,PHA,AL,20,13,51,28,14,1,9,787,251,93,6,79,174,0.25,3.19,,5,2,1,1106,18,116,,,
hadlebu01,1927,1,WS1,AL,14,6,30,27,13,0,0,596,177,63,2,86,60,0.24,2.85,,4,9,1,843,2,72,,,
haineje01,1927,1,SLN,NL,24,10,38,36,25,6,1,902,273,91,11,77,89,0.24,2.72,,1,5,0,1228,1,114,,,
hankido01,1927,1,DET,AL,2,1,20,1,0,0,2,128,67,30,1,13,10,0.38,6.33,,0,0,0,198,9,39,,,
harrisl01,1927,1,BOS,AL,14,21,44,27,11,1,1,653,253,101,8,66,77,0.29,4.18,,1,9,0,962,13,127,,,
hearnbu02,1927,1,BSN,NL,0,2,8,0,0,0,0,38,16,6,0,9,5,0.32,4.26,,1,0,0,59,3,9,,,
henrydu01,1927,1,NY1,NL,11,6,45,15,7,1,4,491,184,77,6,31,40,0.27,4.23,,2,0,0,711,17,93,,,
hillca01,1927,1,PIT,NL,22,11,43,31,22,2,3,833,260,100,12,80,95,0.24,3.24,,2,4,0,1165,7,125,,,
hollamu01,1927,1,NY1,NL,1,0,2,0,0,0,0,6,0,0,0,3,0,0,0,,1,0,0,9,2,0,,,
holloke01,1927,1,DET,AL,11,12,36,23,11,1,6,550,210,83,10,61,36,0.29,4.07,,2,4,0,804,10,103,,,
hopkipa01,1927,1,WS1,AL,1,0,2,1,0,0,0,27,13,5,1,4,5,0.36,5,,0,0,0,42,1,6,,,
hoytwa01,1927,1,NYA,AL,22,7,36,32,23,3,1,769,242,75,10,54,86,0.25,2.63,,1,4,0,1045,4,90,,,
hudliwi01,1927,1,CLE,AL,18,12,43,30,18,1,0,794,291,118,3,83,65,0.28,4.01,,6,11,1,1156,9,132,,,
jacobel01,1927,1,CHA,AL,2,4,25,8,2,1,0,223,105,38,3,37,22,0.35,4.6,,0,4,1,353,10,49,,,
jeanete01,1927,1,NY1,NL,0,0,1,0,0,0,0,3,2,1,0,2,0,0.4,9,,1,0,0,7,1,1,,,
johnsar01,1927,1,NY1,NL,0,0,1,0,0,0,0,9,1,0,0,1,0,0.12,0,,0,0,0,11,0,1,,,
johnsau01,1927,1,DET,AL,0,0,1,0,0,0,0,3,1,1,0,1,1,0.33,9,,0,0,0,5,1,1,,,
johnsji02,1927,1,PHA,AL,4,2,17,3,2,0,0,155,42,20,2,16,16,0.23,3.48,,1,4,0,205,6,20,,,
johnssy01,1927,1,SLN,NL,0,0,2,0,0,0,0,9,3,2,1,0,2,0.25,6,,0,0,0,12,1,2,,,
johnswa01,1927,1,WS1,AL,5,6,18,15,7,1,0,323,113,61,7,26,48,0.27,5.1,,1,7,0,460,2,70,,,
jonesdi01,1927,1,WS1,AL,0,0,2,0,0,0,0,10,8,8,0,5,1,0.44,21.6,,0,0,0,24,0,11,,,
jonespe01,1927,1,CHN,NL,7,8,30,11,5,1,0,338,123,51,3,72,37,0.28,4.07,,2,6,0,529,11,67,,,
jonessa01,1927,1,SLA,AL,8,14,30,26,11,0,0,569,211,91,13,102,72,0.28,4.32,,3,3,0,877,2,121,,,
juddra01,1927,1,WS1,AL,0,0,1,0,0,0,1,12,8,3,0,2,2,0.4,6.75,,0,0,0,22,1,3,,,
karrbe01,1927,1,CLE,AL,3,3,22,5,1,0,2,230,92,43,5,32,17,0.31,5.05,,0,1,0,341,6,49,,,
kaufmto01,1927,1,CHN,NL,3,3,9,6,3,0,0,160,75,38,8,19,21,0.33,6.41,,1,4,0,254,1,44,,,
kaufmto01,1927,2,PHI,NL,0,3,5,5,1,0,0,56,37,22,2,8,4,0.42,10.61,,1,0,0,100,1,25,,,
kaufmto01,1927,3,SLN,NL,0,0,1,0,0,0,0,1,4,3,0,1,0,1,81,,0,0,0,5,0,3,,,
keenvi01,1927,1,SLN,NL,2,1,21,0,0,0,0,101,39,18,3,8,12,0.29,4.81,,2,2,0,152,7,21,,,
knighja01,1927,1,BSN,NL,0,0,3,0,0,0,0,9,6,5,0,2,0,0.42,15,,0,0,0,16,0,5,,,
kolpra01,1927,1,CIN,NL,3,3,24,5,2,1,3,247,86,28,5,29,28,0.27,3.06,,1,1,0,352,11,38,,,
kremera01,1927,1,PIT,NL,19,8,35,28,18,3,2,678,205,62,9,53,63,0.24,2.47,,2,0,0,927,6,73,,,
levsedu01,1927,1,CLE,AL,3,7,25,13,2,1,0,241,96,49,1,37,15,0.3,5.49,,0,2,0,365,4,54,,,
lisenho01,1927,1,WS1,AL,18,9,39,34,17,4,0,726,221,96,6,78,105,0.24,3.57,,0,3,0,1018,4,114,,,
littlca01,1927,1,SLN,NL,3,1,14,2,1,0,0,126,47,21,4,14,16,0.29,4.5,,1,0,0,178,10,21,,,
lucasre01,1927,1,CIN,NL,18,11,37,23,19,4,2,719,231,90,6,39,51,0.25,3.38,,0,0,0,974,11,96,,,
lundgde01,1927,1,BOS,AL,5,12,30,17,5,2,0,409,160,95,7,87,39,0.3,6.27,,7,4,2,640,7,100,,,
luquedo01,1927,1,CIN,NL,13,12,29,27,17,2,0,692,225,82,10,56,76,0.26,3.2,,6,0,0,949,1,103,,,
lyonste01,1927,1,CHA,AL,22,14,39,34,30,2,2,923,291,97,7,67,71,0.25,2.84,,2,0,1,1262,4,125,,,
macfada01,1927,1,BOS,AL,5,8,34,16,6,1,2,481,176,76,9,59,42,0.29,4.27,,0,6,0,692,15,88,,,
mahafro01,1927,1,PIT,NL,1,0,2,1,0,0,0,28,9,8,0,9,4,0.3,7.71,,1,0,0,45,1,8,,,
marbefi01,1927,1,WS1,AL,10,7,56,10,2,0,9,466,177,80,4,68,74,0.29,4.64,,2,3,0,694,30,92,,,
mayja01,1927,1,CIN,NL,15,12,44,28,17,2,1,707,242,92,4,70,121,0.27,3.51,,8,14,0,1003,10,110,,,
maysca01,1927,1,CIN,NL,3,7,14,9,6,0,0,246,89,32,1,10,17,0.27,3.51,,1,1,0,343,4,39,,,
mcgrabo01,1927,1,BRO,NL,0,1,1,1,0,0,0,12,5,4,1,2,2,0.31,9,,0,0,0,19,0,5,,,
mcgrabo01,1927,2,SLN,NL,4,5,18,12,4,1,0,282,121,53,3,30,37,0.32,5.07,,2,0,0,422,3,65,,,
mckaiha01,1927,1,CLE,AL,0,1,2,1,0,0,0,33,18,5,0,4,5,0.39,4.09,,1,0,0,51,1,6,,,
mcquihu01,1927,1,NY1,NL,5,4,11,9,5,0,0,174,73,29,4,22,17,0.3,4.5,,2,1,0,264,2,32,,,
mcquihu01,1927,2,BSN,NL,3,5,13,11,2,0,0,234,109,48,2,24,17,0.33,5.54,,0,2,0,372,1,65,,,
mcweedo01,1927,1,BRO,NL,4,8,34,22,6,0,1,493,167,65,13,70,73,0.26,3.56,,4,8,0,725,5,80,,,
meadole01,1927,1,PIT,NL,19,10,40,38,25,2,0,898,315,113,11,66,84,0.27,3.4,,1,8,0,1263,1,131,,,
miljujo01,1927,1,PIT,NL,8,3,19,6,3,2,0,227,62,16,0,17,24,0.22,1.9,,2,0,0,297,11,21,,,
milleja02,1927,1,CLE,AL,10,8,34,23,11,0,0,556,189,66,4,48,53,0.27,3.21,,0,6,1,776,4,80,,,
milleru01,1927,1,PHI,NL,1,1,2,2,1,0,0,46,21,9,2,3,4,0.33,5.28,,0,1,0,70,0,9,,,
millsar01,1927,1,BSN,NL,0,1,15,1,0,0,0,113,41,16,1,18,7,0.28,3.82,,2,3,0,173,9,19,,,
mitchcl01,1927,1,PHI,NL,6,3,13,12,8,1,0,284,99,43,7,28,17,0.27,4.09,,3,2,0,401,0,44,,,
mogrige01,1927,1,BSN,NL,6,4,20,1,0,0,5,146,48,20,4,15,26,0.25,3.7,,1,2,0,211,16,23,,,
moorewi01,1927,1,NYA,AL,19,7,50,12,6,1,13,639,185,54,3,59,75,0.23,2.28,,4,1,1,870,30,68,,,
morrigu01,1927,1,BSN,NL,1,2,11,3,1,0,0,103,40,17,1,15,6,0.29,4.46,,4,0,0,158,5,22,,,
morrijo04,1927,1,PIT,NL,3,2,21,2,1,0,3,161,63,25,2,21,21,0.3,4.19,,1,0,0,236,11,27,,,
mossra01,1927,1,BRO,NL,1,0,1,1,0,0,0,25,11,3,0,1,1,0.33,3.24,,0,0,0,35,0,3,,,
murrage01,1927,1,WS1,AL,1,1,7,3,0,0,0,54,18,14,1,15,5,0.26,7,,0,2,0,89,2,18,,,
nehfar01,1927,1,CIN,NL,3,5,21,5,1,0,4,136,59,28,2,14,21,0.31,5.56,,2,0,0,203,14,33,,,
nehfar01,1927,2,CHN,NL,1,1,8,2,2,1,1,79,25,4,0,9,12,0.26,1.37,,0,0,0,110,5,5,,,
neverer01,1927,1,SLA,AL,3,8,27,5,2,0,2,284,105,52,8,35,22,0.31,4.94,,5,2,0,397,13,61,,,
nichoch01,1927,1,PIT,NL,0,3,8,0,0,0,0,83,34,18,1,17,9,0.3,5.86,,1,1,0,132,3,19,,,
onealsk01,1927,1,PHI,NL,0,0,2,0,0,0,0,15,9,5,0,2,2,0.4,9,,0,0,0,25,2,5,,,
osborbo01,1927,1,CHN,NL,5,5,24,12,2,0,0,323,125,50,2,48,45,0.29,4.18,,0,1,0,485,10,54,,,
patejo01,1927,1,PHA,AL,0,3,32,0,0,0,6,161,67,31,3,21,14,0.31,5.2,,1,1,0,249,19,36,,,
peeryre01,1927,1,PIT,NL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,,0,0,0,5,1,1,,,
pennohe01,1927,1,NYA,AL,19,8,34,26,18,1,2,629,225,70,5,48,51,0.28,3,,0,2,0,880,7,89,,,
pettyje01,1927,1,BRO,NL,13,18,42,33,19,2,1,815,263,90,13,53,101,0.25,2.98,,4,4,0,1137,6,108,,,
pipgrge01,1927,1,NYA,AL,10,3,29,21,9,1,0,499,148,76,2,77,81,0.24,4.11,,4,1,1,703,5,81,,,
plittno01,1927,1,BRO,NL,2,6,19,8,1,0,0,187,73,34,3,36,9,0.3,4.91,,1,1,0,288,5,40,,,
plittno01,1927,2,NY1,NL,1,0,3,0,0,0,0,22,9,3,0,1,0,0.31,3.68,,0,1,0,31,0,3,,,
portene01,1927,1,NY1,NL,0,0,1,0,0,0,0,6,3,0,0,1,0,0.33,0,,0,0,0,10,0,1,,,
powerik01,1927,1,PHA,AL,1,1,11,1,0,0,0,78,26,13,1,7,3,0.27,4.5,,0,0,0,110,6,16,,,
pruethu01,1927,1,PHI,NL,7,17,31,28,12,1,1,558,238,125,6,89,90,0.31,6.05,,4,12,0,881,3,147,,,
quinnja01,1927,1,PHA,AL,15,10,34,25,11,3,1,604,211,73,8,37,43,0.27,3.26,,1,4,0,825,4,82,,,
reinhar01,1927,1,SLN,NL,5,2,21,9,4,2,1,245,82,38,5,36,15,0.26,4.19,,0,0,0,348,6,47,,,
rhemfl01,1927,1,SLN,NL,10,12,27,26,9,2,0,508,189,83,6,54,51,0.28,4.41,,1,4,1,738,1,102,,,
ringji01,1927,1,SLN,NL,0,4,13,3,1,0,0,99,39,24,3,17,13,0.3,6.55,,1,1,0,156,8,28,,,
rixeyep01,1927,1,CIN,NL,12,10,34,29,11,1,1,659,240,85,3,43,42,0.28,3.48,,6,3,0,913,5,106,,,
roberch01,1927,1,BSN,NL,7,17,28,22,6,0,0,463,188,81,2,46,49,0.3,4.72,,4,4,1,693,5,90,,,
rommeed01,1927,1,PHA,AL,11,3,30,17,8,2,1,440,166,71,6,48,33,0.28,4.36,,2,3,1,642,4,83,,,
rootch01,1927,1,CHN,NL,26,15,48,36,21,4,2,927,296,129,16,117,145,0.25,3.76,,3,9,1,1316,12,148,,,
roylu01,1927,1,CHN,NL,3,1,11,0,0,0,0,59,14,5,0,11,5,0.2,2.29,,0,1,0,82,7,9,,,
rudoldi01,1927,1,BSN,NL,0,0,1,0,0,0,0,4,1,0,0,1,0,0.2,0,,1,0,0,6,1,0,,,
ruethdu01,1927,1,NYA,AL,13,6,27,26,12,3,0,552,202,69,8,52,45,0.28,3.38,,0,7,0,785,0,86,,,
ruffire01,1927,1,BOS,AL,5,13,26,18,10,0,2,475,160,82,7,87,77,0.27,4.66,,5,4,1,703,7,94,,,
russeja01,1927,1,BOS,AL,4,9,34,15,4,1,0,441,172,67,5,40,25,0.29,4.1,,1,5,1,650,13,80,,,
scottja01,1927,1,PHI,NL,9,21,48,25,17,1,1,700,304,132,15,69,69,0.33,5.09,,4,4,0,1043,17,154,,,
shautjo01,1927,1,CLE,AL,9,16,45,28,14,0,2,691,255,108,9,75,63,0.28,4.22,,5,2,1,1003,10,140,,,
shawkbo01,1927,1,NYA,AL,2,3,19,2,0,0,4,131,44,14,1,16,23,0.26,2.89,,3,1,0,190,11,19,,,
sherdbi01,1927,1,SLN,NL,17,12,39,28,18,0,6,697,241,91,17,48,59,0.26,3.53,,3,3,0,971,9,109,,,
shockur01,1927,1,NYA,AL,18,6,31,27,13,2,0,600,207,63,8,41,35,0.26,2.84,,1,1,0,839,1,86,,,
smithbo02,1927,1,BSN,NL,10,18,41,32,16,1,3,782,297,109,9,75,81,0.3,3.76,,1,2,1,1110,7,132,,,
smithge03,1927,1,DET,AL,4,1,29,0,0,0,0,214,62,31,3,50,32,0.24,3.91,,0,2,0,318,13,38,,,
smithru01,1927,1,DET,AL,0,0,1,1,0,0,0,24,8,3,0,3,2,0.24,3.38,,1,1,1,37,0,4,,,
smithsh01,1927,1,CLE,AL,1,4,11,2,1,0,1,114,53,23,2,14,8,0.34,5.45,,1,0,0,175,7,25,,,
sommeru01,1927,1,BOS,AL,0,0,7,0,0,0,0,42,18,13,2,14,2,0.35,8.36,,1,0,0,69,5,15,,,
songedo01,1927,1,PIT,NL,0,0,2,0,0,0,0,14,10,6,0,4,1,0.52,11.57,,0,1,0,27,0,10,,,
songedo01,1927,2,NY1,NL,3,5,22,1,0,0,1,151,48,16,4,31,9,0.26,2.86,,0,1,0,228,11,22,,,
stewafr01,1927,1,CHA,AL,0,1,1,1,0,0,0,12,5,4,0,4,0,0.35,9,,0,0,0,19,0,4,,,
stewale01,1927,1,SLA,AL,8,11,27,19,11,0,1,467,187,74,7,43,43,0.31,4.28,,1,2,0,675,6,83,,,
stoneli01,1927,1,DET,AL,10,13,38,24,13,0,5,645,251,95,9,77,63,0.3,3.98,,6,3,1,946,12,118,,,
sweetle01,1927,1,PHI,NL,2,10,21,13,6,0,0,311,147,71,3,53,21,0.34,6.16,,4,3,0,494,6,77,,,
taberle01,1927,1,PHI,NL,0,1,3,1,0,0,0,10,8,7,0,5,0,0.53,18.9,,0,1,0,25,0,9,,,
thomafa01,1927,1,NY1,NL,0,0,9,0,0,0,0,49,19,6,3,4,11,0.3,3.31,,0,1,0,71,6,10,,,
thomamy01,1927,1,NYA,AL,7,4,21,9,1,0,0,266,111,48,4,43,25,0.32,4.87,,3,1,0,399,8,54,,,
thomato02,1927,1,CHA,AL,19,16,40,36,24,3,1,923,271,102,16,94,107,0.24,2.98,,0,1,1,1252,3,110,,,
thurssl01,1927,1,WS1,AL,13,13,29,28,13,2,0,616,254,102,16,60,38,0.3,4.47,,1,2,1,914,1,118,,,
uhlege01,1927,1,CLE,AL,8,9,25,22,10,1,1,460,187,74,3,59,69,0.31,4.34,,2,9,0,703,3,88,,,
ulricdu01,1927,1,PHI,NL,8,11,32,18,14,1,1,580,201,68,6,40,42,0.27,3.17,,0,0,0,805,10,82,,,
underwi01,1927,1,CLE,AL,0,2,4,1,0,0,0,25,12,9,0,11,4,0.37,9.72,,1,0,0,45,3,11,,,
vanalcl01,1927,1,WS1,AL,0,0,2,0,0,0,0,9,3,1,0,0,0,0.25,3,,0,0,0,12,2,1,,,
vanceda01,1927,1,BRO,NL,16,15,34,32,25,2,1,820,242,82,12,69,184,0.23,2.7,,2,6,0,1123,2,98,,,
vangiel01,1927,1,SLA,AL,10,12,44,23,12,3,1,609,245,108,13,102,62,0.31,4.79,,5,5,1,1031,14,136,,,
walberu01,1927,1,PHA,AL,16,12,46,34,15,0,4,748,257,109,18,91,136,0.27,3.93,,2,4,0,1079,11,139,,,
walkebi01,1927,1,NY1,NL,0,0,3,0,0,0,0,12,6,4,0,5,4,0.42,9,,0,0,0,23,2,6,,,
