playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
hughero01,1938,1,SLA,AL,3B,5,,,4,13,0,3,,,,,
hughero01,1938,1,SLA,AL,SS,2,,,0,0,0,0,,,,,
humphbi01,1938,1,BOS,AL,P,2,,,0,0,0,0,,,,,
humphjo02,1938,1,CLE,AL,P,45,,,3,15,2,1,,,,,
hutchir01,1938,1,BSN,NL,P,36,,,14,33,1,4,,,,,
irwinto01,1938,1,CLE,AL,SS,3,,,3,8,0,2,,,,,
jensewo01,1938,1,PIT,NL,OF,38,,,45,0,5,0,,,,,
johnsbo01,1938,1,PHA,AL,2B,3,,,6,6,2,3,,,,,
johnsbo01,1938,1,PHA,AL,3B,1,,,0,0,0,0,,,,,
johnsbo01,1938,1,PHA,AL,OF,150,,,400,21,16,3,,,,,
johnsfr01,1938,1,SLA,AL,P,17,,,0,7,3,1,,,,,
johnsro02,1938,1,BSN,NL,OF,7,,,10,0,3,0,,,,,
johnssi01,1938,1,SLN,NL,P,6,,,0,4,0,0,,,,,
johnssy01,1938,1,PHI,NL,P,22,,,2,9,0,0,,,,,
jordabu01,1938,2,PHI,NL,1B,17,,,134,12,0,11,,,,,
jordabu01,1938,2,PHI,NL,3B,58,,,42,103,4,13,,,,,
jorgear01,1938,1,NYA,AL,C,8,,,18,6,2,0,0,,,,
jungeke01,1938,1,CLE,AL,P,9,,,1,2,0,0,,,,,
jurgebi01,1938,1,CHN,NL,SS,136,,,277,417,34,82,,,,,
kampoal01,1938,1,CIN,NL,2B,21,,,43,66,3,11,,,,,
kampoal01,1938,2,NY1,NL,2B,79,,,198,255,13,52,,,,,
kaneto01,1938,1,BSN,NL,2B,2,,,2,2,0,0,,,,,
kelleha01,1938,1,PHA,AL,P,4,,,0,0,0,0,,,,,
kelleha01,1938,2,WS1,AL,P,38,,,11,30,4,2,,,,,
kelleha02,1938,1,PHI,NL,P,6,,,1,2,0,1,,,,,
keltnke01,1938,1,CLE,AL,3B,149,,,141,271,19,19,,,,,
kennear01,1938,1,BSN,NL,P,2,,,0,1,0,0,,,,,
kenneve01,1938,1,DET,AL,P,33,,,6,46,3,4,,,,,
kimbane01,1938,1,CHN,NL,P,1,,,0,0,0,0,,,,,
kimbeha01,1938,1,SLA,AL,P,1,,,0,0,0,0,,,,,
kleinch01,1938,1,PHI,NL,OF,119,,,229,8,10,1,,,,,
kleinte01,1938,1,CIN,NL,P,1,,,0,0,0,0,,,,,
klingbo01,1938,1,PIT,NL,P,28,,,4,34,0,2,,,,,
knickbi01,1938,1,NYA,AL,2B,34,,,78,86,3,23,,,,,
knickbi01,1938,1,NYA,AL,SS,3,,,4,3,0,2,,,,,
knottja01,1938,1,SLA,AL,P,7,,,0,5,0,0,,,,,
knottja01,1938,2,CHA,AL,P,20,,,4,30,3,5,,,,,
kohlmjo01,1938,1,WS1,AL,P,7,,,2,3,0,1,,,,,
koyer01,1938,1,BRO,NL,3B,1,,,0,0,0,0,,,,,
koyer01,1938,1,BRO,NL,OF,135,,,306,7,5,4,,,,,
krakajo01,1938,1,WS1,AL,P,29,,,3,16,1,0,,,,,
kreevmi01,1938,1,CHA,AL,OF,127,,,379,7,10,2,,,,,
kressre01,1938,1,SLA,AL,SS,150,,,321,388,26,100,,,,,
kristho01,1938,1,SLN,NL,P,2,,,0,0,0,0,,,,,
kronejo01,1938,1,CLE,AL,1B,7,,,34,4,2,1,,,,,
kronejo01,1938,1,CLE,AL,2B,31,,,70,77,4,23,,,,,
kronejo01,1938,1,CLE,AL,3B,3,,,3,9,1,1,,,,,
kronejo01,1938,1,CLE,AL,SS,1,,,0,1,0,0,,,,,
kuheljo01,1938,1,CHA,AL,1B,111,,,1136,59,14,97,,,,,
laabsch01,1938,1,DET,AL,OF,53,,,128,4,4,1,,,,,
lamaswa01,1938,1,PHI,NL,P,18,,,5,14,0,1,,,,,
lamaswa01,1938,2,BRO,NL,P,3,,,2,1,0,0,,,,,
landrje01,1938,1,CHA,AL,2B,3,,,0,3,0,1,,,,,
langdo01,1938,1,CIN,NL,2B,1,,,1,0,0,0,,,,,
langdo01,1938,1,CIN,NL,3B,15,,,15,25,1,3,,,,,
langdo01,1938,1,CIN,NL,SS,1,,,1,1,1,0,,,,,
laniema01,1938,1,SLN,NL,P,18,,,3,9,2,1,,,,,
lannijo01,1938,1,BSN,NL,P,32,,,7,24,3,3,,,,,
lannito01,1938,1,PHI,NL,P,3,,,1,0,0,0,,,,,
laryly01,1938,1,CLE,AL,SS,141,,,296,399,26,88,,,,,
lavagco01,1938,1,BRO,NL,2B,4,,,6,11,0,2,,,,,
lavagco01,1938,1,BRO,NL,3B,132,,,136,229,28,26,,,,,
lawsoro01,1938,1,DET,AL,P,27,,,9,26,2,0,,,,,
lazzeto01,1938,1,CHN,NL,2B,4,,,8,17,0,1,,,,,
lazzeto01,1938,1,CHN,NL,3B,7,,,6,4,2,0,,,,,
lazzeto01,1938,1,CHN,NL,OF,1,,,2,0,0,0,,,,,
lazzeto01,1938,1,CHN,NL,SS,25,,,33,54,5,11,,,,,
leebi02,1938,1,CHN,NL,P,44,,,18,61,5,3,,,,,
leeth01,1938,1,CHA,AL,P,33,,,1,46,5,2,,,,,
lefebbi01,1938,1,BOS,AL,P,1,,,0,0,0,0,,,,,
leibeha01,1938,1,NY1,NL,OF,89,,,181,6,5,3,,,,,
leonadu02,1938,1,WS1,AL,P,33,,,9,46,4,3,,,,,
leslisa01,1938,1,NY1,NL,1B,32,,,304,15,4,21,,,,,
lewisbu01,1938,1,WS1,AL,3B,151,,,161,329,47,32,,,,,
liebhgl02,1938,1,SLA,AL,P,2,,,0,1,0,0,,,,,
linkeed01,1938,1,SLA,AL,P,21,,,1,11,1,1,,,,,
livinmi01,1938,1,WS1,AL,C,2,,,2,0,1,0,0,,,,
lodigda01,1938,1,PHA,AL,2B,80,,,193,233,21,45,,,,,
lodigda01,1938,1,PHA,AL,3B,13,,,17,26,4,3,,,,,
loganbo01,1938,1,CHN,NL,P,14,,,3,2,1,0,,,,,
lohrmbi01,1938,1,NY1,NL,P,31,,,4,40,1,3,,,,,
lombaer01,1938,1,CIN,NL,C,123,,,512,73,9,8,9,,,,
lopezal01,1938,1,BSN,NL,C,71,,,240,42,3,4,3,,,,
lucadjo01,1938,1,SLA,AL,3B,6,,,5,5,1,0,,,,,
lucasre01,1938,1,PIT,NL,P,13,,,3,14,0,1,,,,,
lyonste01,1938,1,CHA,AL,P,23,,,9,46,1,1,,,,,
macfada01,1938,1,BSN,NL,P,29,,,11,41,1,2,,,,,
mackra01,1938,1,CLE,AL,2B,2,,,8,6,0,0,,,,,
maconma01,1938,1,SLN,NL,OF,1,,,0,0,0,0,,,,,
maconma01,1938,1,SLN,NL,P,38,,,3,32,2,2,,,,,
maggeha02,1938,1,BSN,NL,3B,8,,,8,12,1,1,,,,,
maggeha02,1938,1,BSN,NL,OF,10,,,16,1,1,0,,,,,
mancugu01,1938,1,NY1,NL,C,44,,,184,24,5,5,3,,,,
manushe01,1938,1,BRO,NL,OF,12,,,29,1,0,0,,,,,
marcujo01,1938,1,BOS,AL,P,15,,,3,15,0,0,,,,,
marrobu01,1938,1,BRO,NL,P,15,,,2,4,0,1,,,,,
martihe01,1938,1,PHI,NL,OF,116,,,298,7,11,2,,,,,
martipe01,1938,1,SLN,NL,3B,4,,,1,3,0,0,,,,,
martipe01,1938,1,SLN,NL,OF,62,,,138,1,2,1,,,,,
martist01,1938,1,SLN,NL,2B,99,,,225,301,18,59,,,,,
martyjo01,1938,1,CHN,NL,OF,68,,,143,6,2,1,,,,,
mattibo01,1938,1,CHN,NL,SS,1,,,0,0,0,0,,,,,
mayoed01,1938,1,BSN,NL,3B,6,,,4,8,1,2,,,,,
mayoed01,1938,1,BSN,NL,SS,2,,,2,2,0,1,,,,,
mazzeme01,1938,1,SLA,AL,OF,47,,,74,7,2,1,,,,,
mccarjo03,1938,1,NY1,NL,1B,125,,,1315,77,10,111,,,,,
mccorfr01,1938,1,CIN,NL,1B,151,,,1441,95,7,127,,,,,
mccoybe01,1938,1,DET,AL,2B,6,,,10,16,1,4,,,,,
mccoybe01,1938,1,DET,AL,3B,1,,,0,0,2,0,,,,,
mcgeebi01,1938,1,SLN,NL,P,47,,,11,39,3,2,,,,,
mckaiar01,1938,1,BOS,AL,P,37,,,10,26,2,1,,,,,
mcleora01,1938,1,BSN,NL,OF,1,,,1,0,0,0,,,,,
mcnaier01,1938,1,BOS,AL,2B,14,,,27,40,3,12,,,,,
mcnaier01,1938,1,BOS,AL,3B,3,,,4,1,1,0,,,,,
mcnaier01,1938,1,BOS,AL,SS,15,,,12,28,6,3,,,,,
mcquige02,1938,1,SLA,AL,1B,148,,,1207,90,10,134,,,,,
mcquigl01,1938,1,SLA,AL,OF,30,,,66,0,2,0,,,,,
medwijo01,1938,1,SLN,NL,OF,144,,,330,12,9,6,,,,,
meltocl01,1938,1,NY1,NL,P,36,,,5,64,4,1,,,,,
mesnest01,1938,1,CHN,NL,SS,1,,,0,2,1,0,,,,,
meyerge01,1938,1,CHA,AL,2B,24,,,61,86,5,12,,,,,
midkidi01,1938,1,BOS,AL,P,13,,,2,7,0,0,,,,,
millsbu01,1938,1,SLA,AL,OF,113,,,235,9,9,2,,,,,
millsle01,1938,1,SLA,AL,P,30,,,4,28,5,1,,,,,
milnaal01,1938,1,CLE,AL,P,23,,,2,12,0,2,,,,,
mizejo01,1938,1,SLN,NL,1B,140,,,1297,93,15,117,,,,,
montere01,1938,1,WS1,AL,P,5,,,0,1,0,0,,,,,
moorege03,1938,1,BSN,NL,OF,47,,,97,4,2,0,,,,,
moorejo02,1938,1,NY1,NL,OF,114,,,214,8,5,1,,,,,
moorete01,1938,1,SLN,NL,3B,6,,,9,16,3,1,,,,,
moorete01,1938,1,SLN,NL,OF,75,,,219,5,3,1,,,,,
moorewh01,1938,1,CIN,NL,P,19,,,2,15,1,1,,,,,
moranhi01,1938,1,BSN,NL,P,1,,,0,0,0,0,,,,,
morgach01,1938,1,DET,AL,OF,74,,,192,6,4,2,,,,,
moseswa01,1938,1,PHA,AL,OF,139,,,304,11,11,3,,,,,
muellhe02,1938,1,PHI,NL,2B,111,,,229,266,17,44,,,,,
muellhe02,1938,1,PHI,NL,3B,21,,,20,40,6,4,,,,,
muellra01,1938,1,BSN,NL,C,75,,,239,47,2,4,3,,,,
mulcahu01,1938,1,PHI,NL,P,46,,,13,54,0,4,,,,,
mungova01,1938,1,BRO,NL,P,24,,,4,31,0,2,,,,,
murphjo04,1938,1,NYA,AL,P,32,,,7,21,1,0,,,,,
myattge01,1938,1,NY1,NL,3B,19,,,16,42,4,5,,,,,
myattge01,1938,1,NY1,NL,SS,24,,,61,86,13,19,,,,,
myerbu01,1938,1,WS1,AL,2B,121,,,308,355,12,91,,,,,
myersbi01,1938,1,CIN,NL,2B,11,,,28,31,6,1,,,,,
myersbi01,1938,1,CIN,NL,SS,123,,,255,380,41,74,,,,,
myersly01,1938,1,SLN,NL,SS,69,,,110,195,18,36,,,,,
nahemsa01,1938,1,BRO,NL,P,1,,,0,1,0,0,,,,,
nelsoly01,1938,1,PHA,AL,P,32,,,4,36,2,0,,,,,
newsobo01,1938,1,SLA,AL,P,44,,,11,38,2,1,,,,,
newsosk01,1938,1,PHA,AL,SS,15,,,24,43,2,7,,,,,
niggejo01,1938,1,BSN,NL,P,2,,,0,0,0,0,,,,,
nonnere01,1938,1,BOS,AL,1B,5,,,16,0,0,1,,,,,
nonnere01,1938,1,BOS,AL,OF,39,,,85,5,3,1,,,,,
odeake01,1938,1,CHN,NL,C,71,,,294,32,10,3,3,,,,
olsonte01,1938,1,BOS,AL,P,2,,,0,1,0,0,,,,,
osterfr01,1938,1,BOS,AL,P,31,,,15,30,4,3,,,,,
ottme01,1938,1,NY1,NL,3B,113,,,98,238,15,14,,,,,
ottme01,1938,1,NY1,NL,OF,37,,,65,3,0,0,,,,,
owenma01,1938,1,CHA,AL,3B,140,,,136,305,24,29,,,,,
owenmi01,1938,1,SLN,NL,C,116,,,463,67,11,8,7,,,,
padgedo01,1938,1,SLN,NL,1B,16,,,138,11,0,12,,,,,
padgedo01,1938,1,SLN,NL,C,6,,,17,2,3,0,3,,,,
padgedo01,1938,1,SLN,NL,OF,71,,,140,14,6,3,,,,,
pageva01,1938,1,CHN,NL,P,13,,,9,25,0,1,,,,,
parkeac01,1938,1,PHA,AL,2B,9,,,22,19,2,3,,,,,
parkeac01,1938,1,PHA,AL,3B,9,,,3,16,1,1,,,,,
parkeac01,1938,1,PHA,AL,SS,26,,,29,40,2,6,,,,,
passecl01,1938,1,PHI,NL,P,44,,,14,60,4,4,,,,,
peacojo01,1938,1,BOS,AL,1B,1,,,9,0,1,2,,,,,
peacojo01,1938,1,BOS,AL,C,57,,,177,12,3,2,3,,,,
peacojo01,1938,1,BOS,AL,OF,1,,,1,0,0,0,,,,,
pearsmo01,1938,1,NYA,AL,P,28,,,11,40,2,8,,,,,
peterru02,1938,1,PHA,AL,SS,2,,,3,2,2,0,,,,,
phebubi01,1938,1,WS1,AL,P,5,,,0,3,0,0,,,,,
phelpba01,1938,1,BRO,NL,C,55,,,218,25,5,5,7,,,,
pietto01,1938,1,DET,AL,2B,1,,,0,0,0,0,,,,,
pietto01,1938,1,DET,AL,3B,18,,,12,45,5,3,,,,,
pitkoal01,1938,1,PHI,NL,OF,7,,,8,0,1,0,,,,,
poffebo01,1938,1,DET,AL,P,25,,,5,17,1,1,,,,,
posedbi01,1938,1,BRO,NL,P,33,,,5,23,2,2,,,,,
pottedy01,1938,1,BRO,NL,P,2,,,0,0,0,0,,,,,
pottene01,1938,1,PHA,AL,P,35,,,8,16,1,0,,,,,
powelja03,1938,1,NYA,AL,OF,43,,,86,1,2,0,,,,,
pressto01,1938,1,BRO,NL,P,43,,,10,36,2,0,,,,,
pytlafr01,1938,1,CLE,AL,C,99,,,475,56,7,11,5,,,,
radclri01,1938,1,CHA,AL,1B,23,,,236,10,5,25,,,,,
radclri01,1938,1,CHA,AL,OF,99,,,230,5,5,0,,,,,
rebelar01,1938,1,PHI,NL,OF,3,,,3,0,0,0,,,,,
reisbo01,1938,1,BSN,NL,2B,1,,,1,0,0,0,,,,,
reisbo01,1938,1,BSN,NL,C,1,,,1,0,1,0,0,,,,
reisbo01,1938,1,BSN,NL,OF,10,,,12,0,0,0,,,,,
reisbo01,1938,1,BSN,NL,P,16,,,1,15,0,0,,,,,
reisbo01,1938,1,BSN,NL,SS,3,,,2,2,0,0,,,,,
reisto01,1938,1,PHI,NL,P,4,,,1,1,0,0,,,,,
reisto01,1938,2,BSN,NL,P,4,,,0,0,0,0,,,,,
reninji01,1938,1,PHA,AL,P,4,,,0,6,0,0,,,,,
rensato01,1938,1,CHA,AL,C,57,,,185,36,4,4,2,,,,
reynoca01,1938,1,CHN,NL,OF,125,,,328,10,6,4,,,,,
richano01,1938,1,CIN,NL,SS,35,,,56,87,5,13,,,,,
riddljo02,1938,1,BSN,NL,C,19,,,63,15,4,4,0,,,,
riggsle01,1938,1,CIN,NL,3B,140,,,146,280,24,18,,,,,
rignejo01,1938,1,CHA,AL,P,38,,,4,32,2,4,,,,,
ripplji01,1938,1,NY1,NL,OF,131,,,236,13,6,2,,,,,
rizzojo01,1938,1,PIT,NL,OF,140,,,284,5,15,1,,,,,
roepr01,1938,1,SLN,NL,P,1,,,0,0,0,0,,,,,
rogaljo01,1938,1,DET,AL,P,2,,,1,0,0,0,,,,,
rogelbi01,1938,1,DET,AL,SS,134,,,291,431,31,101,,,,,
rogerle01,1938,1,BOS,AL,P,14,,,3,11,2,1,,,,,
rogerle01,1938,2,BRO,NL,P,12,,,3,8,0,0,,,,,
rogerpa01,1938,1,BRO,NL,2B,3,,,6,6,1,2,,,,,
rogerpa01,1938,1,BRO,NL,3B,8,,,10,5,1,0,,,,,
rogerpa01,1938,1,BRO,NL,OF,1,,,0,0,0,0,,,,,
rogerpa01,1938,1,BRO,NL,SS,9,,,9,11,0,1,,,,,
rolfere01,1938,1,NYA,AL,3B,151,,,151,294,19,26,,,,,
rootch01,1938,1,CHN,NL,P,44,,,5,23,1,0,,,,,
rosengo01,1938,1,BRO,NL,OF,113,,,263,19,3,4,,,,,
rosenla01,1938,1,CHA,AL,OF,22,,,44,3,2,1,,,,,
rossbu02,1938,1,PHA,AL,P,29,,,5,36,2,2,,,,,
rossdo01,1938,1,DET,AL,3B,75,,,90,157,14,15,,,,,
rowesc01,1938,1,DET,AL,P,4,,,0,8,1,0,,,,,
ruffire01,1938,1,NYA,AL,P,31,,,11,34,0,2,,,,,
russeja01,1938,1,CHN,NL,P,42,,,12,32,1,1,,,,,
ryanbl01,1938,1,NY1,NL,2B,5,,,4,9,0,1,,,,,
ryanbl01,1938,1,NY1,NL,3B,3,,,1,3,2,0,,,,,
ryanbl01,1938,1,NY1,NL,SS,2,,,1,4,0,1,,,,,
rybami01,1938,1,SLN,NL,P,3,,,0,1,0,1,,,,,
scharge01,1938,1,PHI,NL,2B,39,,,95,119,6,18,,,,,
scharge01,1938,1,PHI,NL,3B,1,,,0,0,0,0,,,,,
scharge01,1938,1,PHI,NL,SS,77,,,151,208,31,39,,,,,
schluno01,1938,1,CHA,AL,C,34,,,107,13,6,3,2,,,,
schotge01,1938,1,CIN,NL,P,31,,,5,21,0,2,,,,,
schumha02,1938,1,NY1,NL,P,28,,,9,49,2,1,,,,,
seedsbo01,1938,1,NY1,NL,OF,76,,,147,6,2,2,,,,,
selkige01,1938,1,NYA,AL,OF,95,,,176,7,5,3,,,,,
sewellu01,1938,1,CHA,AL,C,65,,,205,55,4,7,5,,,,
sewelri01,1938,1,PIT,NL,P,17,,,0,13,1,3,,,,,
sheame01,1938,1,BRO,NL,C,47,,,149,19,4,2,0,,,,
shoffmi01,1938,1,BSN,NL,P,26,,,8,19,2,0,,,,,
shouncl01,1938,1,SLN,NL,P,40,,,5,19,1,1,,,,,
siebedi01,1938,2,PHA,AL,1B,46,,,403,41,0,35,,,,,
simmoal01,1938,1,WS1,AL,OF,117,,,232,4,4,1,,,,,
singtfr01,1938,1,BRO,NL,OF,17,,,29,0,0,0,,,,,
sivespe01,1938,1,PHI,NL,P,39,,,5,21,2,2,,,,,
slaugen01,1938,1,SLN,NL,OF,92,,,189,7,6,0,,,,,
smithal03,1938,1,PHI,NL,P,37,,,5,16,1,1,,,,,
smithcl01,1938,1,CLE,AL,P,4,,,1,2,0,0,,,,,
smithda01,1938,1,PHA,AL,P,21,,,2,8,0,0,,,,,
smithed04,1938,1,PHA,AL,P,43,,,10,20,1,1,,,,,
soltemo01,1938,1,CLE,AL,OF,46,,,91,4,3,3,,,,,
spencro01,1938,1,BRO,NL,C,16,,,55,5,2,0,1,,,,
sperrst01,1938,1,PHA,AL,2B,60,,,121,185,13,26,,,,,
staintu01,1938,1,SLN,NL,OF,2,,,8,0,0,0,,,,,
staintu01,1938,2,PHI,NL,OF,25,,,47,1,1,0,,,,,
staintu01,1938,3,BRO,NL,OF,23,,,52,1,1,0,,,,,
steinha02,1938,1,CHA,AL,OF,101,,,202,7,8,2,,,,,
steinju01,1938,1,PHI,NL,2B,3,,,3,4,1,0,,,,,
steinju01,1938,1,PHI,NL,3B,7,,,6,16,3,3,,,,,
steinju01,1938,2,CIN,NL,2B,2,,,5,3,0,0,,,,,
steinju01,1938,2,CIN,NL,SS,7,,,5,13,3,2,,,,,
stinele01,1938,1,NYA,AL,P,4,,,0,1,0,0,,,,,
stonejo01,1938,1,WS1,AL,OF,53,,,107,5,3,0,,,,,
stovira01,1938,1,PHI,NL,OF,4,,,1,1,0,0,,,,,
stratmo01,1938,1,CHA,AL,P,26,,,6,36,2,1,,,,,
stripjo01,1938,1,SLN,NL,3B,51,,,53,76,3,9,,,,,
stripjo01,1938,2,BSN,NL,3B,58,,,61,111,6,12,,,,,
suchech01,1938,1,CLE,AL,P,1,,,0,0,0,0,,,,,
suhrgu01,1938,1,PIT,NL,1B,145,,,1512,81,12,150,,,,,
sullibi04,1938,1,SLA,AL,1B,6,,,43,4,0,7,,,,,
sullibi04,1938,1,SLA,AL,C,99,,,441,65,5,10,3,,,,
sundrst01,1938,1,NYA,AL,P,25,,,0,25,1,2,,,,,
sutclbu01,1938,1,BSN,NL,C,3,,,8,0,2,0,0,,,,
swiftbi01,1938,1,PIT,NL,P,36,,,1,26,2,1,,,,,
taborji01,1938,1,BOS,AL,3B,11,,,15,25,5,2,,,,,
taborji01,1938,1,BOS,AL,SS,2,,,3,5,3,3,,,,,
tamulvi01,1938,1,SLA,AL,P,3,,,1,2,0,0,,,,,
tamulvi01,1938,2,BRO,NL,P,38,,,2,26,1,1,,,,,
tebbebi01,1938,1,DET,AL,C,53,,,108,20,2,4,5,,,,
theveto01,1938,1,PIT,NL,2B,9,,,7,16,0,1,,,,,
theveto01,1938,1,PIT,NL,3B,1,,,0,2,0,0,,,,,
theveto01,1938,1,PIT,NL,SS,4,,,6,13,2,6,,,,,
thomabu01,1938,1,PHA,AL,P,42,,,7,39,2,1,,,,,
thomara01,1938,1,BRO,NL,C,1,,,5,0,0,0,0,,,,
thompto02,1938,1,CHA,AL,1B,1,,,2,0,0,1,,,,,
tietjle01,1938,1,SLA,AL,P,17,,,5,10,0,0,,,,,
tobinji01,1938,1,PIT,NL,P,40,,,11,41,0,1,,,,,
toddal01,1938,1,PIT,NL,C,132,,,574,89,10,7,5,,,,
travice01,1938,1,WS1,AL,SS,143,,,304,457,40,113,,,,,
treshmi01,1938,1,CHA,AL,C,10,,,37,8,1,1,1,,,,
triplco01,1938,1,CHN,NL,OF,9,,,15,1,0,0,,,,,
troskha01,1938,1,CLE,AL,1B,148,,,1232,102,10,121,,,,,
trottbi01,1938,1,SLA,AL,P,1,,,0,5,0,0,,,,,
turneji01,1938,1,BSN,NL,P,35,,,17,72,0,4,,,,,
uhlbo01,1938,1,CHA,AL,P,1,,,0,0,0,0,,,,,
vanatru01,1938,1,SLA,AL,P,25,,,3,21,2,3,,,,,
vancejo01,1938,1,NYA,AL,P,3,,,0,3,0,0,,,,,
vandehy01,1938,1,NY1,NL,P,6,,,2,8,0,1,,,,,
vandejo01,1938,1,CIN,NL,P,32,,,8,38,3,0,,,,,
vaughar01,1938,1,PIT,NL,SS,147,,,306,507,33,107,,,,,
vosmijo01,1938,1,BOS,AL,OF,146,,,302,14,7,4,,,,,
wadeja01,1938,1,DET,AL,P,27,,,2,14,1,1,,,,,
wagnech01,1938,1,BOS,AL,P,13,,,2,4,0,0,,,,,
wagneha01,1938,1,PHA,AL,C,30,,,87,16,3,2,2,,,,
walkedi02,1938,1,DET,AL,OF,114,,,224,8,5,1,,,,,
walkege02,1938,1,CHA,AL,OF,107,,,197,9,9,2,,,,,
walkuji02,1938,1,SLA,AL,P,18,,,3,19,0,2,,,,,
walshjo04,1938,1,BSN,NL,SS,4,,,6,3,1,1,,,,,
waltebu01,1938,1,PHI,NL,P,12,,,3,18,1,3,,,,,
waltebu01,1938,2,CIN,NL,P,27,,,3,48,1,2,,,,,
wanerll01,1938,1,PIT,NL,OF,144,,,341,15,5,5,,,,,
wanerpa01,1938,1,PIT,NL,OF,147,,,284,11,7,0,,,,,
warnelo01,1938,1,SLN,NL,P,31,,,4,34,2,0,,,,,
warstra01,1938,1,BSN,NL,2B,7,,,10,17,1,0,,,,,
warstra01,1938,1,BSN,NL,SS,135,,,285,428,48,76,,,,,
wasdeji01,1938,1,WS1,AL,1B,26,,,220,12,1,26,,,,,
wasdeji01,1938,1,WS1,AL,OF,6,,,14,0,0,0,,,,,
weathro01,1938,1,CLE,AL,OF,55,,,110,7,3,3,,,,,
weaveji01,1938,1,SLA,AL,P,1,,,0,1,0,0,,,,,
weaveji01,1938,2,CIN,NL,P,30,,,5,24,4,1,,,,,
weavemo01,1938,1,WS1,AL,P,31,,,6,25,2,0,,,,,
webbsk01,1938,1,CLE,AL,2B,2,,,2,1,2,0,,,,,
webbsk01,1938,1,CLE,AL,3B,3,,,2,3,0,0,,,,,
webbsk01,1938,1,CLE,AL,SS,13,,,25,28,2,7,,,,,
weilabo01,1938,1,SLN,NL,P,35,,,7,41,3,3,,,,,
weintph01,1938,1,PHI,NL,1B,98,,,913,75,12,70,,,,,
weirro01,1938,1,BSN,NL,P,5,,,0,5,0,0,,,,,
werbebi01,1938,1,PHA,AL,3B,134,,,168,266,30,21,,,,,
westma02,1938,1,BSN,NL,1B,7,,,63,2,1,2,,,,,
westma02,1938,1,BSN,NL,OF,109,,,205,6,3,2,,,,,
westsa01,1938,1,SLA,AL,OF,41,,,101,0,3,0,,,,,
westsa01,1938,2,WS1,AL,OF,85,,,221,4,4,3,,,,,
whiteea01,1938,1,CLE,AL,P,26,,,9,21,2,3,,,,,
whitejo01,1938,1,DET,AL,OF,55,,,141,4,5,0,,,,,
whitejo02,1938,1,CHA,AL,P,32,,,4,35,1,3,,,,,
whitnpi01,1938,1,PHI,NL,1B,4,,,29,2,0,6,,,,,
whitnpi01,1938,1,PHI,NL,2B,2,,,4,1,0,0,,,,,
whitnpi01,1938,1,PHI,NL,3B,75,,,68,131,14,8,,,,,
wickeke01,1938,1,NYA,AL,P,1,,,0,0,0,0,,,,,
willial02,1938,1,PHA,AL,P,30,,,4,18,2,0,,,,,
williwo01,1938,1,BRO,NL,3B,1,,,2,0,0,0,,,,,
williwo01,1938,1,BRO,NL,SS,18,,,26,28,4,4,,,,,
wilsoja01,1938,1,BOS,AL,P,37,,,15,27,3,2,,,,,
wilsoji01,1938,1,PHI,NL,C,1,,,1,1,0,0,0,,,,
winfoji01,1938,1,BRO,NL,P,2,,,0,0,0,0,,,,,
winseto01,1938,1,BRO,NL,OF,9,,,15,0,2,0,,,,,
wittijo01,1938,1,NY1,NL,P,13,,,0,1,0,1,,,,,
workmch01,1938,1,CLE,AL,OF,1,,,1,0,1,0,,,,,
wrighta01,1938,1,WS1,AL,OF,60,,,107,3,2,3,,,,,
yorkru01,1938,1,DET,AL,1B,1,,,4,0,0,1,,,,,
yorkru01,1938,1,DET,AL,C,116,,,406,70,5,10,10,,,,
yorkru01,1938,1,DET,AL,OF,14,,,21,1,5,0,,,,,
youngde02,1938,1,PHI,NL,2B,17,,,40,44,3,8,,,,,
youngde02,1938,1,PHI,NL,SS,87,,,156,263,30,44,,,,,
youngpe01,1938,1,PIT,NL,2B,149,,,370,554,26,120,,,,,
zuberbi01,1938,1,CLE,AL,P,15,,,2,3,1,1,,,,,
aderhmo01,1939,1,WS1,AL,2B,7,,,22,19,6,3,,,,,
allenjo02,1939,1,CLE,AL,P,28,,,17,36,5,7,,,,,
almadme01,1939,1,SLA,AL,OF,34,,,75,2,1,1,,,,,
almadme01,1939,2,BRO,NL,OF,32,,,84,2,2,1,,,,,
amblewa01,1939,1,PHA,AL,2B,19,,,24,24,3,3,,,,,
amblewa01,1939,1,PHA,AL,SS,77,,,126,184,15,31,,,,,
andrena01,1939,1,SLN,NL,P,11,,,1,5,0,0,,,,,
andrest01,1939,1,BSN,NL,C,10,,,22,2,4,0,2,,,,
applepe01,1939,1,WS1,AL,P,40,,,4,17,1,2,,,,,
applilu01,1939,1,CHA,AL,SS,148,,,289,461,39,78,,,,,
arnovmo01,1939,1,PHI,NL,OF,132,,,335,10,6,0,,,,,
atwoobi01,1939,1,PHI,NL,C,2,,,7,0,0,1,0,,,,
aukerel01,1939,1,BOS,AL,P,31,,,9,35,4,2,,,,,
averiea01,1939,1,CLE,AL,OF,11,,,12,0,0,0,,,,,
averiea01,1939,2,DET,AL,OF,80,,,157,3,4,0,,,,,
bagbyji02,1939,1,BOS,AL,P,21,,,3,11,1,2,,,,,
