playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
adamssp01,1927,1,CHN,NL,2B,60,,,149,194,2,34,,,,,
adamssp01,1927,1,CHN,NL,3B,53,,,45,107,6,12,,,,,
adamssp01,1927,1,CHN,NL,SS,40,,,82,142,10,23,,,,,
adamssp02,1927,1,SLA,AL,2B,54,,,129,147,15,30,,,,,
adamssp02,1927,1,SLA,AL,3B,28,,,30,43,6,5,,,,,
aldrivi01,1927,1,PIT,NL,P,35,,,5,35,0,2,,,,,
alexape01,1927,1,SLN,NL,P,37,,,8,66,0,1,,,,,
allenet01,1927,1,CIN,NL,OF,98,,,250,6,3,3,,,,,
applepe01,1927,1,CIN,NL,P,6,,,4,8,0,2,,,,,
attredi01,1927,1,PHI,NL,1B,26,,,174,8,2,13,,,,,
autrych02,1927,1,CLE,AL,C,14,,,42,14,4,1,1,,,,
baeched01,1927,1,PHI,NL,P,1,,,0,2,0,0,,,,,
bakerne01,1927,1,PHA,AL,P,5,,,0,5,0,2,,,,,
baldwhe01,1927,1,PHI,NL,3B,2,,,3,1,0,0,,,,,
baldwhe01,1927,1,PHI,NL,SS,3,,,1,5,1,1,,,,,
ballowi01,1927,1,SLA,AL,P,21,,,7,20,2,1,,,,,
bancrda01,1927,1,BSN,NL,3B,1,,,0,0,0,0,,,,,
bancrda01,1927,1,BSN,NL,SS,104,,,275,329,39,66,,,,,
barnach01,1927,1,CHA,AL,P,17,,,2,20,0,0,,,,,
barneje01,1927,1,BRO,NL,P,18,,,1,18,0,0,,,,,
barnere01,1927,1,WS1,AL,OF,3,,,3,1,0,1,,,,,
barnevi01,1927,1,NY1,NL,P,35,,,6,49,4,1,,,,,
barnhcl01,1927,1,PIT,NL,OF,94,,,222,5,5,2,,,,,
barrebi02,1927,1,CHA,AL,OF,147,,,289,22,12,6,,,,,
barrebo01,1927,1,BRO,NL,3B,96,,,76,167,21,12,,,,,
bartedi01,1927,1,PIT,NL,SS,1,,,3,2,0,1,,,,,
bassljo01,1927,1,DET,AL,C,67,,,206,56,7,8,1,,,,
batesch01,1927,1,PHA,AL,OF,9,,,17,1,3,0,,,,,
battlji01,1927,1,CHA,AL,3B,4,,,3,2,0,0,,,,,
battlji01,1927,1,CHA,AL,SS,2,,,2,0,0,0,,,,,
beallwa01,1927,1,NYA,AL,P,1,,,0,0,0,0,,,,,
beckbo01,1927,1,SLA,AL,P,3,,,1,1,0,0,,,,,
beckcl01,1927,1,CHN,NL,2B,99,,,238,358,19,62,,,,,
beckcl01,1927,1,CHN,NL,3B,17,,,27,43,5,5,,,,,
beckcl01,1927,1,CHN,NL,SS,1,,,2,1,0,0,,,,,
beckmji01,1927,1,CIN,NL,P,4,,,0,0,1,0,,,,,
bellhi01,1927,1,SLN,NL,P,25,,,0,14,2,0,,,,,
bellle01,1927,1,SLN,NL,3B,100,,,85,142,24,13,,,,,
bellle01,1927,1,SLN,NL,SS,10,,,16,41,6,8,,,,,
bengobe01,1927,1,NYA,AL,C,30,,,114,31,2,0,0,,,,
bennefr01,1927,1,BOS,AL,P,4,,,2,2,0,1,,,,,
bennehe01,1927,1,SLA,AL,OF,55,,,118,5,7,1,,,,,
bentlja01,1927,1,NY1,NL,1B,2,,,9,0,0,0,,,,,
bentlja01,1927,1,NY1,NL,P,4,,,1,2,1,0,,,,,
bentola01,1927,1,BSN,NL,P,11,,,3,10,1,0,,,,,
bentola01,1927,2,NY1,NL,P,29,,,10,33,2,3,,,,,
bergejo02,1927,1,WS1,AL,C,9,,,25,0,2,1,0,,,,
bergmo01,1927,1,CHA,AL,2B,11,,,4,16,1,2,,,,,
bergmo01,1927,1,CHA,AL,3B,3,,,2,3,1,0,,,,,
bergmo01,1927,1,CHA,AL,C,10,,,23,5,1,0,0,,,,
bergmo01,1927,1,CHA,AL,SS,6,,,10,13,6,2,,,,,
billijo02,1927,1,DET,AL,P,10,,,1,15,0,0,,,,,
bishoma01,1927,1,PHA,AL,2B,106,,,211,342,19,48,,,,,
bladera01,1927,1,SLN,NL,OF,50,,,64,0,6,0,,,,,
blaehge01,1927,1,SLA,AL,P,1,,,1,3,0,0,,,,,
blakesh01,1927,1,CHN,NL,P,32,,,10,64,4,5,,,,,
blankte01,1927,1,CHA,AL,P,37,,,7,48,2,3,,,,,
bluegos01,1927,1,WS1,AL,3B,146,,,185,337,21,20,,,,,
bluelu01,1927,1,DET,AL,1B,104,,,1040,68,18,99,,,,,
bolenst01,1927,1,SLA,AL,P,3,,,0,2,0,0,,,,,
boleyjo01,1927,1,PHA,AL,SS,114,,,182,318,26,49,,,,,
boneyha01,1927,1,NY1,NL,P,3,,,0,0,0,0,,,,,
booneik01,1927,1,CHA,AL,OF,11,,,15,0,0,0,,,,,
bottoji01,1927,1,SLN,NL,1B,152,,,1656,70,20,149,,,,,
bradlhe01,1927,1,BOS,AL,P,6,,,0,5,0,0,,,,,
branodu01,1927,1,PHA,AL,1B,26,,,231,17,7,18,,,,,
braxtga01,1927,1,WS1,AL,P,58,,,5,23,2,1,,,,,
bressru01,1927,1,CIN,NL,OF,120,,,261,15,8,5,,,,,
brickfr01,1927,1,PIT,NL,OF,3,,,5,0,0,0,,,,,
brillji01,1927,1,CHN,NL,P,32,,,1,25,0,3,,,,,
browned02,1927,1,BSN,NL,1B,1,,,12,0,0,0,,,,,
browned02,1927,1,BSN,NL,OF,150,,,335,10,7,1,,,,,
brownjo03,1927,1,CHA,AL,P,1,,,0,0,0,0,,,,,
brownju01,1927,1,CLE,AL,P,8,,,1,5,1,1,,,,,
buckega01,1927,1,CLE,AL,P,35,,,7,50,3,4,,,,,
burkebo01,1927,1,WS1,AL,P,36,,,6,24,0,1,,,,,
burnejo01,1927,1,CLE,AL,2B,2,,,2,3,1,1,,,,,
burnsge02,1927,1,CLE,AL,1B,139,,,1362,102,15,111,,,,,
burrudi01,1927,1,BSN,NL,1B,61,,,505,44,16,51,,,,,
bushefr01,1927,1,BOS,AL,P,1,,,0,0,0,0,,,,,
bushgu01,1927,1,CHN,NL,P,36,,,9,41,1,4,,,,,
bushjo01,1927,1,PIT,NL,P,5,,,0,2,0,0,,,,,
bushjo01,1927,2,NY1,NL,P,3,,,0,2,0,0,,,,,
butlejo02,1927,1,BRO,NL,3B,60,,,65,105,7,7,,,,,
butlejo02,1927,1,BRO,NL,SS,90,,,214,251,20,49,,,,,
cantrgu01,1927,1,BRO,NL,P,6,,,0,3,0,0,,,,,
cantrgu01,1927,2,PHA,AL,P,2,,,1,5,0,0,,,,,
cantwbe01,1927,1,NY1,NL,P,5,,,2,2,0,0,,,,,
careyma01,1927,1,BRO,NL,OF,141,,,331,19,11,6,,,,,
carlsha01,1927,1,PHI,NL,P,11,,,1,12,0,0,,,,,
carlsha01,1927,2,CHN,NL,P,27,,,8,42,0,1,,,,,
carlycl01,1927,1,BOS,AL,OF,83,,,127,10,5,0,,,,,
carroow01,1927,1,DET,AL,P,31,,,10,49,1,4,,,,,
cheevvi01,1927,1,NY1,NL,P,3,,,1,2,0,0,,,,,
chriscu01,1927,1,CIN,NL,OF,50,,,106,6,5,3,,,,,
churrjo01,1927,1,CHN,NL,C,1,,,2,0,0,0,0,,,,
clancbu01,1927,1,CHA,AL,1B,123,,,1184,81,11,76,,,,,
clarkbi01,1927,1,NY1,NL,P,26,,,2,20,0,0,,,,,
clarkda04,1927,1,SLN,NL,OF,9,,,25,1,2,1,,,,,
clarkea01,1927,1,BSN,NL,OF,13,,,30,0,0,0,,,,,
clarkwa02,1927,1,BRO,NL,P,27,,,3,17,1,0,,,,,
cobbty01,1927,1,PHA,AL,OF,127,,,243,9,8,2,,,,,
cochrmi01,1927,1,PHA,AL,C,123,,,559,85,9,11,8,,,,
coffmdi01,1927,1,WS1,AL,P,5,,,3,4,0,0,,,,,
colebe01,1927,1,CHA,AL,P,27,,,1,27,2,1,,,,,
collaha01,1927,1,CLE,AL,P,4,,,0,3,1,0,,,,,
collied01,1927,1,PHA,AL,2B,56,,,124,150,10,31,,,,,
collied01,1927,1,PHA,AL,SS,1,,,0,0,0,0,,,,,
collipa01,1927,1,NYA,AL,C,89,,,267,56,8,1,4,,,,
colliri01,1927,1,DET,AL,P,30,,,11,64,1,6,,,,,
combsea01,1927,1,NYA,AL,OF,152,,,411,6,14,0,,,,,
comorad01,1927,1,PIT,NL,OF,16,,,43,1,1,0,,,,,
connasa01,1927,1,CHA,AL,P,43,,,10,50,1,5,,,,,
cooneji02,1927,1,CHN,NL,SS,33,,,75,102,5,13,,,,,
cooneji02,1927,2,PHI,NL,SS,74,,,155,238,8,51,,,,,
corgach01,1927,1,BRO,NL,2B,13,,,19,44,2,4,,,,,
corgach01,1927,1,BRO,NL,SS,3,,,5,6,2,1,,,,,
covelst01,1927,1,WS1,AL,P,5,,,0,3,1,0,,,,,
cremibo01,1927,1,BOS,AL,P,4,,,0,2,1,0,,,,,
critzhu01,1927,1,CIN,NL,2B,113,,,239,388,20,69,,,,,
cronijo01,1927,1,PIT,NL,1B,1,,,7,1,0,0,,,,,
cronijo01,1927,1,PIT,NL,2B,7,,,3,2,0,0,,,,,
cronijo01,1927,1,PIT,NL,SS,4,,,2,7,4,0,,,,,
crousbu01,1927,1,CHA,AL,C,81,,,202,79,8,10,3,,,,
crowdal01,1927,1,WS1,AL,P,15,,,2,13,0,0,,,,,
crowdal01,1927,2,SLA,AL,P,21,,,2,11,0,1,,,,,
culloni02,1927,1,WS1,AL,1B,1,,,3,0,0,0,,,,,
culloni02,1927,1,WS1,AL,OF,5,,,6,0,0,0,,,,,
culloni02,1927,2,CLE,AL,OF,20,,,50,4,1,0,,,,,
culloni02,1927,2,CLE,AL,P,1,,,0,0,0,0,,,,,
cummija01,1927,1,NY1,NL,C,34,,,64,10,2,1,1,,,,
cuyleki01,1927,1,PIT,NL,OF,73,,,195,6,4,0,,,,,
cvengmi01,1927,1,PIT,NL,P,23,,,3,16,0,0,,,,,
dawsojo01,1927,1,PIT,NL,P,20,,,1,18,2,0,,,,,
deanwa01,1927,1,PHI,NL,P,2,,,0,1,0,0,,,,,
deanwa01,1927,2,CHN,NL,P,2,,,0,1,0,1,,,,,
dearbu01,1927,1,WS1,AL,2B,1,,,0,0,0,0,,,,,
deberha01,1927,1,BRO,NL,C,67,,,339,59,5,8,2,,,,
decatar01,1927,1,PHI,NL,P,29,,,2,11,1,0,,,,,
deitrbi01,1927,1,PHI,NL,SS,5,,,4,2,2,2,,,,,
devivbe01,1927,1,DET,AL,3B,1,,,0,0,0,0,,,,,
devivbe01,1927,1,DET,AL,SS,14,,,7,14,2,4,,,,,
devoral01,1927,1,NY1,NL,1B,3,,,36,2,0,4,,,,,
devoral01,1927,1,NY1,NL,C,54,,,115,27,7,0,2,,,,
dixonle01,1927,1,SLA,AL,C,35,,,116,32,10,1,0,,,,
doakbi01,1927,1,BRO,NL,P,27,,,5,40,1,1,,,,,
donohpe01,1927,1,CIN,NL,P,33,,,11,42,2,4,,,,,
douthta01,1927,1,SLN,NL,OF,125,,,396,8,15,4,,,,,
doyleje01,1927,1,DET,AL,P,7,,,0,3,0,1,,,,,
dressch01,1927,1,CIN,NL,3B,142,,,131,315,15,20,,,,,
dressch01,1927,1,CIN,NL,SS,2,,,1,4,4,0,,,,,
duganjo01,1927,1,NYA,AL,3B,111,,,93,196,19,15,,,,,
durstce01,1927,1,NYA,AL,1B,2,,,1,1,0,0,,,,,
durstce01,1927,1,NYA,AL,OF,36,,,47,1,1,0,,,,,
dyered01,1927,1,SLN,NL,P,1,,,0,0,0,0,,,,,
dykesji01,1927,1,PHA,AL,1B,82,,,814,49,10,59,,,,,
dykesji01,1927,1,PHA,AL,2B,3,,,7,8,2,0,,,,,
dykesji01,1927,1,PHA,AL,3B,25,,,25,52,4,4,,,,,
dykesji01,1927,1,PHA,AL,OF,5,,,9,0,0,0,,,,,
dykesji01,1927,1,PHA,AL,P,2,,,0,0,0,0,,,,,
dykesji01,1927,1,PHA,AL,SS,5,,,3,3,0,0,,,,,
edwarfo01,1927,1,BSN,NL,P,29,,,1,17,2,1,,,,,
eggerel01,1927,1,BOS,AL,2B,1,,,0,0,0,0,,,,,
ehmkeho01,1927,1,PHA,AL,P,30,,,13,57,4,1,,,,,
ehrharu01,1927,1,BRO,NL,P,46,,,5,36,3,1,,,,,
eichrik01,1927,1,CLE,AL,OF,81,,,170,13,4,6,,,,,
ellioju01,1927,1,BRO,NL,P,30,,,6,19,1,1,,,,,
engliwo01,1927,1,CHN,NL,3B,1,,,2,4,0,0,,,,,
engliwo01,1927,1,CHN,NL,SS,84,,,177,281,29,47,,,,,
faberre01,1927,1,CHA,AL,P,18,,,5,37,0,1,,,,,
falkbi01,1927,1,CHA,AL,OF,145,,,372,22,9,9,,,,,
falkch01,1927,1,SLA,AL,P,9,,,2,5,0,0,,,,,
farredo01,1927,1,NY1,NL,3B,2,,,2,3,4,1,,,,,
farredo01,1927,1,NY1,NL,SS,36,,,77,116,17,19,,,,,
farredo01,1927,2,BSN,NL,2B,40,,,96,140,12,21,,,,,
farredo01,1927,2,BSN,NL,3B,18,,,22,20,2,2,,,,,
farredo01,1927,2,BSN,NL,SS,57,,,134,175,23,24,,,,,
faulkji01,1927,1,NY1,NL,P,3,,,1,1,0,0,,,,,
felixgu01,1927,1,BRO,NL,OF,119,,,221,13,13,1,,,,,
fergual01,1927,1,PHI,NL,P,31,,,12,49,5,3,,,,,
ferrewe01,1927,1,CLE,AL,P,1,,,0,0,0,0,,,,,
fitzsfr01,1927,1,NY1,NL,P,42,,,19,59,2,3,,,,,
flagsir01,1927,1,BOS,AL,OF,129,,,326,19,5,4,,,,,
flaskro01,1927,1,CHA,AL,SS,25,,,55,70,5,10,,,,,
floweja01,1927,1,BRO,NL,2B,1,,,2,5,0,0,,,,,
floweja01,1927,1,BRO,NL,SS,65,,,137,184,19,29,,,,,
fonsele01,1927,1,CLE,AL,1B,13,,,118,1,1,9,,,,,
fonsele01,1927,1,CLE,AL,2B,96,,,229,304,15,51,,,,,
fordho01,1927,1,CIN,NL,2B,12,,,21,31,0,5,,,,,
fordho01,1927,1,CIN,NL,SS,104,,,218,323,27,75,,,,,
fothebo01,1927,1,DET,AL,OF,137,,,315,3,13,1,,,,,
fournja01,1927,1,BSN,NL,1B,102,,,901,63,11,63,,,,,
foxxji01,1927,1,PHA,AL,1B,32,,,258,15,7,10,,,,,
foxxji01,1927,1,PHA,AL,C,5,,,14,1,0,0,0,,,,
frankfr02,1927,1,SLN,NL,P,6,,,3,6,2,0,,,,,
freemjo01,1927,1,BOS,AL,OF,3,,,0,0,0,0,,,,,
freigho01,1927,1,CHN,NL,3B,30,,,22,46,9,3,,,,,
frencwa01,1927,1,PHA,AL,OF,94,,,190,6,9,2,,,,,
fribebe01,1927,1,PHI,NL,2B,5,,,10,12,0,1,,,,,
fribebe01,1927,1,PHI,NL,3B,103,,,124,226,15,23,,,,,
friscfr01,1927,1,SLN,NL,2B,153,,,396,641,22,104,,,,,
friscfr01,1927,1,SLN,NL,SS,1,,,0,2,0,0,,,,,
galloch01,1927,1,PHA,AL,3B,7,,,5,7,0,0,,,,,
galloch01,1927,1,PHA,AL,SS,61,,,114,150,15,20,,,,,
ganzeba01,1927,1,WS1,AL,OF,13,,,33,1,2,0,,,,,
gastomi01,1927,1,SLA,AL,P,37,,,18,58,4,9,,,,,
gautrdo01,1927,1,BSN,NL,2B,57,,,136,196,12,22,,,,,
gazelmi01,1927,1,NYA,AL,3B,44,,,40,59,4,6,,,,,
gazelmi01,1927,1,NYA,AL,SS,6,,,1,2,1,0,,,,,
gehrich01,1927,1,DET,AL,2B,121,,,304,438,27,84,,,,,
gehrilo01,1927,1,NYA,AL,1B,155,,,1662,88,15,108,,,,,
genewjo01,1927,1,BSN,NL,P,40,,,8,40,0,2,,,,,
gerbewa01,1927,1,SLA,AL,3B,1,,,0,0,0,0,,,,,
gerbewa01,1927,1,SLA,AL,SS,141,,,290,427,41,91,,,,,
gerkege01,1927,1,CLE,AL,OF,5,,,10,1,1,0,,,,,
giardjo01,1927,1,NYA,AL,P,16,,,2,5,1,0,,,,,
gibsofr01,1927,1,BSN,NL,C,47,,,130,35,6,3,5,,,,
gibsosa01,1927,1,DET,AL,P,33,,,7,38,3,0,,,,,
gilligr01,1927,1,WS1,AL,SS,10,,,19,22,0,6,,,,,
gilljo01,1927,1,CLE,AL,OF,17,,,24,2,0,1,,,,,
goldsha01,1927,1,BSN,NL,P,22,,,4,16,1,2,,,,,
gonzami01,1927,1,CHN,NL,C,36,,,136,29,1,6,3,,,,
goochjo01,1927,1,PIT,NL,C,91,,,285,57,9,7,2,,,,
gosligo01,1927,1,WS1,AL,OF,148,,,356,8,17,3,,,,,
grabojo01,1927,1,NYA,AL,C,68,,,197,47,4,3,2,,,,
grampha01,1927,1,CHN,NL,P,2,,,0,1,0,0,,,,,
grantge01,1927,1,PIT,NL,1B,29,,,247,12,3,22,,,,,
grantge01,1927,1,PIT,NL,2B,124,,,279,363,32,65,,,,,
grantge02,1927,1,CLE,AL,P,25,,,6,19,0,0,,,,,
gravesi01,1927,1,BSN,NL,OF,5,,,10,2,2,0,,,,,
graydo02,1927,1,PHA,AL,P,37,,,8,32,3,2,,,,,
greenke01,1927,1,NY1,NL,P,12,,,1,5,0,0,,,,,
greenke01,1927,2,BSN,NL,P,27,,,4,42,1,1,,,,,
grimebu01,1927,1,NY1,NL,P,39,,,16,71,0,9,,,,,
grimmch01,1927,1,CHN,NL,1B,147,,,1437,99,15,117,,,,,
grohhe01,1927,1,PIT,NL,3B,12,,,9,14,1,0,,,,,
grovele01,1927,1,PHA,AL,P,51,,,8,55,9,2,,,,,
hadlebu01,1927,1,WS1,AL,P,30,,,9,50,2,0,,,,,
hafeych01,1927,1,SLN,NL,OF,94,,,179,19,4,7,,,,,
haineje01,1927,1,SLN,NL,P,38,,,5,72,1,3,,,,,
halesa01,1927,1,PHA,AL,3B,128,,,152,247,16,46,,,,,
hambyji01,1927,1,NY1,NL,C,19,,,49,17,7,1,2,,,,
haneyfr01,1927,1,BOS,AL,3B,34,,,61,56,8,5,,,,,
haneyfr01,1927,1,BOS,AL,OF,1,,,0,0,0,0,,,,,
hankido01,1927,1,DET,AL,P,20,,,4,10,0,1,,,,,
hargrbu01,1927,1,CIN,NL,C,92,,,261,57,4,10,5,,,,
hargrch01,1927,1,BRO,NL,C,44,,,160,32,3,6,4,,,,
harpege02,1927,1,NY1,NL,OF,142,,,299,13,8,5,,,,,
harribu01,1927,1,WS1,AL,2B,128,,,316,413,21,68,,,,,
harrijo03,1927,1,PIT,NL,1B,116,,,1056,78,11,84,,,,,
harrijo03,1927,1,PIT,NL,OF,3,,,1,0,0,0,,,,,
harrisl01,1927,1,BOS,AL,P,44,,,2,60,4,3,,,,,
hartlgr01,1927,1,BOS,AL,C,86,,,214,51,9,5,5,,,,
hartnga01,1927,1,CHN,NL,C,126,,,479,99,16,21,12,,,,
hayesja02,1927,1,WS1,AL,3B,1,,,1,2,0,1,,,,,
hayesja02,1927,1,WS1,AL,SS,8,,,11,20,1,1,,,,,
hearnbu02,1927,1,BSN,NL,P,8,,,0,4,1,1,,,,,
heathcl01,1927,1,CHN,NL,OF,57,,,136,13,2,7,,,,,
heilmha01,1927,1,DET,AL,OF,135,,,218,11,8,5,,,,,
hendrha01,1927,1,BRO,NL,1B,53,,,466,32,7,36,,,,,
hendrha01,1927,1,BRO,NL,2B,1,,,4,3,1,1,,,,,
hendrha01,1927,1,BRO,NL,OF,64,,,90,5,3,1,,,,,
henlibu01,1927,1,BRO,NL,C,60,,,216,50,15,6,3,,,,
henrydu01,1927,1,NY1,NL,P,45,,,5,30,0,0,,,,,
hermaba01,1927,1,BRO,NL,1B,105,,,968,68,21,64,,,,,
hermaba01,1927,1,BRO,NL,OF,1,,,1,0,0,0,,,,,
highan01,1927,1,BSN,NL,2B,8,,,18,25,0,6,,,,,
highan01,1927,1,BSN,NL,3B,89,,,93,122,20,9,,,,,
highan01,1927,1,BSN,NL,SS,2,,,2,0,0,0,,,,,
hillca01,1927,1,PIT,NL,P,43,,,11,64,4,0,,,,,
hodapjo01,1927,1,CLE,AL,1B,4,,,42,1,2,4,,,,,
hodapjo01,1927,1,CLE,AL,3B,67,,,69,132,14,15,,,,,
hofmafr01,1927,1,BOS,AL,C,81,,,241,59,18,4,6,,,,
hogansh01,1927,1,BSN,NL,C,61,,,215,54,4,3,2,,,,
hohmabi01,1927,1,PHI,NL,OF,6,,,10,1,1,0,,,,,
hollamu01,1927,1,NY1,NL,P,2,,,0,0,0,0,,,,,
holloke01,1927,1,DET,AL,P,36,,,9,55,3,1,,,,,
holmwa01,1927,1,SLN,NL,3B,9,,,4,22,0,2,,,,,
holmwa01,1927,1,SLN,NL,OF,97,,,201,3,7,0,,,,,
hopkipa01,1927,1,WS1,AL,P,2,,,0,4,0,0,,,,,
hornsro01,1927,1,NY1,NL,2B,155,,,299,582,25,98,,,,,
hoytwa01,1927,1,NYA,AL,P,36,,,12,60,1,1,,,,,
hudliwi01,1927,1,CLE,AL,P,43,,,12,80,1,4,,,,,
hunnebi01,1927,1,CHA,AL,2B,17,,,32,32,3,3,,,,,
hunnebi01,1927,1,CHA,AL,3B,1,,,3,1,0,0,,,,,
hunnebi01,1927,1,CHA,AL,SS,79,,,153,211,26,38,,,,,
jackstr01,1927,1,NY1,NL,3B,2,,,5,5,0,0,,,,,
jackstr01,1927,1,NY1,NL,SS,124,,,287,444,37,85,,,,,
jacobba01,1927,1,BOS,AL,OF,39,,,90,4,2,0,,,,,
jacobba01,1927,2,CLE,AL,OF,31,,,81,1,6,0,,,,,
jacobba01,1927,3,PHA,AL,OF,14,,,9,0,0,0,,,,,
jacobel01,1927,1,CHA,AL,P,25,,,3,27,2,1,,,,,
jacobme01,1927,1,BRO,NL,OF,3,,,1,0,0,0,,,,,
jamiech01,1927,1,CLE,AL,OF,127,,,300,13,10,2,,,,,
jeanete01,1927,1,NY1,NL,OF,6,,,15,1,0,0,,,,,
jeanete01,1927,1,NY1,NL,P,1,,,0,0,0,0,,,,,
johnsar01,1927,1,NY1,NL,P,1,,,0,1,1,0,,,,,
johnsau01,1927,1,DET,AL,P,1,,,0,1,0,0,,,,,
johnsji02,1927,1,PHA,AL,P,17,,,1,18,1,2,,,,,
johnssy01,1927,1,SLN,NL,P,2,,,1,0,0,0,,,,,
johnswa01,1927,1,WS1,AL,P,18,,,5,25,0,3,,,,,
jonesdi01,1927,1,WS1,AL,P,2,,,1,0,0,0,,,,,
jonespe01,1927,1,CHN,NL,P,30,,,3,33,2,2,,,,,
jonessa01,1927,1,SLA,AL,P,30,,,12,35,2,0,,,,,
jonnabu01,1927,1,PHI,NL,C,41,,,93,24,4,3,1,,,,
juddra01,1927,1,WS1,AL,P,1,,,0,0,0,0,,,,,
judgejo01,1927,1,WS1,AL,1B,136,,,1309,71,6,79,,,,,
kammwi01,1927,1,CHA,AL,3B,146,,,236,279,15,21,,,,,
karowma01,1927,1,BOS,AL,3B,2,,,0,3,0,1,,,,,
karowma01,1927,1,BOS,AL,SS,3,,,2,3,0,2,,,,,
karrbe01,1927,1,CLE,AL,P,22,,,4,29,2,0,,,,,
kaufmto01,1927,1,CHN,NL,P,9,,,3,18,0,1,,,,,
kaufmto01,1927,2,PHI,NL,OF,1,,,1,0,0,0,,,,,
kaufmto01,1927,2,PHI,NL,P,5,,,0,3,0,0,,,,,
kaufmto01,1927,3,SLN,NL,P,1,,,0,0,0,0,,,,,
keenvi01,1927,1,SLN,NL,P,21,,,1,8,0,0,,,,,
kellyge01,1927,1,CIN,NL,1B,49,,,456,32,4,46,,,,,
kellyge01,1927,1,CIN,NL,2B,13,,,19,32,4,2,,,,,
kellyge01,1927,1,CIN,NL,OF,2,,,1,0,0,0,,,,,
klingjo02,1927,1,NY1,NL,OF,1,,,3,0,0,0,,,,,
knighja01,1927,1,BSN,NL,P,3,,,1,3,0,1,,,,,
koenima01,1927,1,NYA,AL,SS,122,,,262,423,47,76,,,,,
kolpra01,1927,1,CIN,NL,P,24,,,4,17,0,3,,,,,
kremera01,1927,1,PIT,NL,P,35,,,7,37,1,0,,,,,
kressre01,1927,1,SLA,AL,SS,7,,,12,25,1,4,,,,,
lamarbi01,1927,1,PHA,AL,OF,79,,,148,9,8,1,,,,,
langfsa01,1927,1,CLE,AL,OF,20,,,39,1,0,0,,,,,
laynehe01,1927,1,PIT,NL,OF,2,,,0,0,1,0,,,,,
lazzeto01,1927,1,NYA,AL,2B,113,,,213,398,18,60,,,,,
lazzeto01,1927,1,NYA,AL,3B,9,,,10,12,1,0,,,,,
lazzeto01,1927,1,NYA,AL,SS,38,,,58,115,10,15,,,,,
leachfr01,1927,1,PHI,NL,OF,140,,,385,26,8,10,,,,,
levsedu01,1927,1,CLE,AL,P,25,,,2,27,2,3,,,,,
lindca01,1927,1,CLE,AL,2B,11,,,21,41,2,6,,,,,
lindca01,1927,1,CLE,AL,SS,1,,,0,0,0,0,,,,,
lindsfr01,1927,1,NY1,NL,3B,87,,,93,178,9,12,,,,,
lindsfr01,1927,1,NY1,NL,OF,51,,,89,3,3,0,,,,,
lisenho01,1927,1,WS1,AL,P,39,,,11,45,4,2,,,,,
littlca01,1927,1,SLN,NL,P,14,,,1,5,1,0,,,,,
lucasre01,1927,1,CIN,NL,2B,5,,,7,9,1,2,,,,,
lucasre01,1927,1,CIN,NL,OF,1,,,0,0,0,0,,,,,
lucasre01,1927,1,CIN,NL,P,37,,,7,51,1,2,,,,,
lucasre01,1927,1,CIN,NL,SS,3,,,0,3,2,0,,,,,
lundgde01,1927,1,BOS,AL,P,30,,,6,22,0,1,,,,,
luquedo01,1927,1,CIN,NL,P,29,,,18,64,5,4,,,,,
lutzkru01,1927,1,CLE,AL,3B,98,,,120,199,21,24,,,,,
lyonste01,1927,1,CHA,AL,P,39,,,13,79,2,3,,,,,
macfada01,1927,1,BOS,AL,P,34,,,3,35,3,0,,,,,
mahafro01,1927,1,PIT,NL,P,2,,,0,1,0,0,,,,,
mannle01,1927,1,BSN,NL,OF,24,,,38,4,2,1,,,,,
mannle01,1927,2,NY1,NL,OF,22,,,27,2,0,0,,,,,
manushe01,1927,1,DET,AL,OF,149,,,361,9,11,3,,,,,
maranra01,1927,1,SLN,NL,SS,9,,,17,34,2,6,,,,,
marbefi01,1927,1,WS1,AL,P,56,,,9,25,0,4,,,,,
marriwi01,1927,1,BRO,NL,3B,2,,,3,5,1,0,,,,,
mayja01,1927,1,CIN,NL,P,44,,,6,51,0,2,,,,,
maysca01,1927,1,CIN,NL,P,14,,,5,38,0,1,,,,,
mccurha01,1927,1,CHA,AL,C,82,,,261,55,9,8,4,,,,
mcgrabo01,1927,1,BRO,NL,P,1,,,0,1,0,0,,,,,
mcgrabo01,1927,2,SLN,NL,P,18,,,5,24,1,0,,,,,
mcinnst01,1927,1,PHI,NL,1B,1,,,1,0,0,0,,,,,
mckaiha01,1927,1,CLE,AL,P,2,,,0,5,0,0,,,,,
mcmanma01,1927,1,DET,AL,1B,6,,,40,5,0,2,,,,,
mcmanma01,1927,1,DET,AL,2B,35,,,102,106,6,29,,,,,
mcmanma01,1927,1,DET,AL,3B,22,,,21,40,3,2,,,,,
mcmanma01,1927,1,DET,AL,SS,39,,,82,112,8,21,,,,,
mcnamdi01,1927,1,BSN,NL,OF,3,,,10,0,0,0,,,,,
mcneeea01,1927,1,WS1,AL,1B,4,,,37,2,2,3,,,,,
mcneeea01,1927,1,WS1,AL,OF,47,,,81,3,2,1,,,,,
mcnulpa01,1927,1,CLE,AL,OF,12,,,28,1,3,1,,,,,
mcquihu01,1927,1,NY1,NL,P,11,,,1,15,1,1,,,,,
