playerid,yearid,stint,teamid,lgid,wins,losses,games,gamesstarted,cg,sho,sv,ipouts,hits,er,hr,bb,so,baopp,era,ibb,wp,hbp,balks,bfp,gf,runs,sh,sf,gidp
martimo01,1951,1,PHA,AL,11,4,35,13,3,1,0,414,139,58,13,63,35,0.25,3.78,,3,5,1,609,9,70,,,
mastewa02,1951,1,BOS,AL,3,0,30,1,0,0,2,178,53,22,1,32,39,0.22,3.34,,0,0,0,266,10,24,,,
mcdermi03,1951,1,BOS,AL,8,8,34,19,9,1,3,516,141,64,10,92,127,0.22,3.35,,2,5,0,729,10,72,,,
mcdonji04,1951,1,SLA,AL,4,7,16,11,5,0,1,252,84,38,5,46,28,0.26,4.07,,1,2,0,375,2,48,,,
mclelwa01,1951,1,DET,AL,0,1,6,1,0,0,0,33,20,10,1,4,0,0.4,8.18,,0,1,0,55,3,10,,,
mclisca01,1951,1,CHN,NL,4,10,30,17,5,1,0,437,159,72,16,52,46,0.28,4.45,,2,3,1,628,6,76,,,
medliir01,1951,1,SLA,AL,0,0,6,0,0,0,0,29,10,9,1,12,5,0.27,8.38,,1,0,0,50,2,10,,,
meyerru01,1951,1,PHI,NL,8,9,28,24,7,2,0,504,172,65,13,55,65,0.26,3.48,,9,2,0,720,3,69,,,
millebo02,1951,1,PHI,NL,2,1,17,3,0,0,0,103,47,26,2,18,10,0.33,6.82,,0,1,0,164,8,33,,,
minnepa01,1951,1,CHN,NL,6,17,33,28,14,3,1,605,219,85,20,64,68,0.27,3.79,,5,0,1,861,3,97,,,
morenju01,1951,1,WS1,AL,5,11,31,18,5,0,2,398,132,72,18,80,37,0.25,4.88,,0,1,1,599,7,82,,,
morgato01,1951,1,NYA,AL,9,3,27,16,4,2,2,374,119,51,11,36,57,0.25,3.68,,2,3,1,516,7,56,,,
mossoea01,1951,1,BRO,NL,0,0,3,0,0,0,0,5,2,6,1,7,1,0.33,32.4,,0,0,0,13,0,6,,,
muirjo01,1951,1,PIT,NL,0,2,9,1,0,0,0,49,11,5,2,7,5,0.18,2.76,,1,0,0,70,4,6,,,
muncrbo01,1951,1,NYA,AL,0,0,2,0,0,0,0,9,5,3,0,4,2,0.41,9,,0,0,0,17,1,3,,,
mungere01,1951,1,SLN,NL,4,6,23,11,3,0,0,284,106,56,13,46,44,0.28,5.32,,1,0,0,425,5,58,,,
neveler01,1951,1,NYA,AL,0,0,1,0,0,0,1,12,1,0,0,1,1,0.08,0,,0,0,0,13,1,0,,,
newcodo01,1951,1,BRO,NL,20,9,40,36,18,3,0,816,235,99,19,91,164,0.23,3.28,,7,6,0,1125,2,115,,,
newhoha01,1951,1,DET,AL,6,6,15,14,7,1,0,289,98,42,10,19,37,0.26,3.92,,1,3,1,393,0,47,,,
nichoch02,1951,1,BSN,NL,11,8,33,19,12,3,2,468,142,50,4,69,71,0.24,2.88,,8,1,0,663,6,61,,,
nixonwi01,1951,1,BOS,AL,7,4,33,14,2,1,1,375,136,68,12,56,70,0.28,4.9,,4,7,0,551,9,79,,,
ostrojo02,1951,1,NYA,AL,6,4,34,3,2,0,5,286,103,37,4,18,30,0.27,3.49,,0,1,0,396,18,44,,,
overmst01,1951,1,SLA,AL,1,6,8,7,3,0,0,160,61,21,5,21,13,0.28,3.54,,1,0,0,239,1,26,,,
overmst01,1951,2,NYA,AL,1,1,15,4,1,0,0,134,50,23,2,18,14,0.28,4.63,,0,2,0,198,7,27,,,
paigesa01,1951,1,SLA,AL,3,4,23,3,0,0,5,186,67,33,6,29,48,0.27,4.79,,1,1,1,278,16,39,,,
paineph01,1951,1,BSN,NL,2,0,21,0,0,0,0,106,36,12,2,20,17,0.27,3.06,,2,4,0,158,9,15,,,
palicer01,1951,1,BRO,NL,2,6,19,8,0,0,0,159,55,28,10,20,15,0.25,4.75,,2,0,0,232,6,28,,,
parneme01,1951,1,BOS,AL,18,11,36,29,11,3,2,663,229,80,11,77,77,0.27,3.26,,2,0,0,930,4,99,,,
perkoha01,1951,1,CIN,NL,3,6,35,7,1,0,1,306,96,32,2,46,56,0.25,2.82,,5,1,0,435,8,42,,,
peterke01,1951,1,CIN,NL,1,1,9,0,0,0,0,29,13,7,0,8,5,0.31,6.52,,1,1,0,50,3,8,,,
pettipa01,1951,1,PIT,NL,0,0,2,0,0,0,0,8,2,1,1,1,0,0.2,3.38,,0,0,0,11,1,1,,,
piercbi02,1951,1,CHA,AL,15,14,37,28,18,1,2,721,237,81,14,73,113,0.25,3.03,,1,1,0,1008,6,93,,,
pilledu01,1951,1,SLA,AL,6,14,35,24,6,1,0,573,205,106,14,115,65,0.27,4.99,,5,5,0,871,5,113,,,
podbibu01,1951,1,BRO,NL,2,2,27,5,1,0,0,239,67,31,9,36,26,0.23,3.5,,2,2,0,332,9,32,,,
poholto01,1951,1,SLN,NL,7,13,38,26,10,1,1,585,204,96,15,68,70,0.27,4.43,,2,0,0,830,5,106,,,
polleho01,1951,1,SLN,NL,0,3,6,2,0,0,1,37,10,6,1,8,10,0.2,4.38,,0,0,0,56,2,10,,,
polleho01,1951,2,PIT,NL,6,10,21,21,4,1,0,386,149,72,24,51,47,0.29,5.04,,2,1,0,568,0,81,,,
portebo01,1951,1,NYA,AL,0,0,2,0,0,0,0,9,5,5,0,3,2,0.38,15,,1,0,0,16,0,6,,,
portebo01,1951,2,WS1,AL,9,8,19,19,10,3,0,400,109,48,8,54,53,0.22,3.24,,2,0,0,548,0,51,,,
posselo01,1951,1,PHI,NL,0,1,2,1,0,0,0,18,9,4,0,3,6,0.33,6,,0,0,0,30,1,5,,,
preskjo01,1951,1,SLN,NL,7,4,15,12,5,0,2,266,86,34,9,20,38,0.25,3.45,,2,2,0,367,3,36,,,
queenme01,1951,1,PIT,NL,7,9,39,21,4,1,0,505,149,83,21,99,123,0.23,4.44,,6,1,0,741,4,90,,,
raffeke01,1951,1,CIN,NL,16,17,42,33,14,5,5,746,232,95,30,38,81,0.24,3.44,,3,6,0,1008,8,108,,,
ramsdwi01,1951,1,CIN,NL,9,17,31,31,10,1,0,588,204,88,18,70,88,0.26,4.04,,9,8,1,857,0,103,,,
raschvi01,1951,1,NYA,AL,21,10,35,34,15,4,0,775,233,94,20,103,164,0.24,3.27,,8,5,1,1081,0,110,,,
reynoal01,1951,1,NYA,AL,17,8,40,26,16,7,7,663,171,75,12,100,126,0.21,3.05,,4,5,1,913,11,84,,,
roberro01,1951,1,PHI,NL,21,15,44,39,22,6,2,945,284,106,20,64,127,0.23,3.03,,4,3,0,1274,4,115,,,
roepr01,1951,1,BRO,NL,22,3,34,33,19,2,0,773,247,87,30,64,113,0.25,3.04,,2,0,0,1031,1,91,,,
rogovsa01,1951,1,DET,AL,1,1,5,4,0,0,0,72,23,14,4,7,5,0.24,5.25,,0,0,0,100,1,15,,,
rogovsa01,1951,2,CHA,AL,11,7,22,22,17,3,0,578,166,53,11,67,77,0.23,2.48,,1,1,2,789,0,64,,,
rossbo01,1951,1,WS1,AL,0,1,11,1,0,0,0,95,36,23,3,21,23,0.29,6.54,,1,0,0,147,2,25,,,
rotblma01,1951,1,CHA,AL,4,2,26,2,0,0,2,143,44,18,4,23,20,0.24,3.4,,1,1,0,205,15,21,,,
rozekdi01,1951,1,CLE,AL,0,0,7,1,0,0,0,46,18,5,1,11,5,0.28,2.93,,0,1,0,77,4,12,,,
rushbo01,1951,1,CHN,NL,11,12,37,29,12,2,2,634,212,90,16,68,129,0.25,3.83,,7,3,0,918,6,108,,,
sainjo01,1951,1,BSN,NL,5,13,26,22,6,1,1,481,195,75,16,45,63,0.29,4.21,,0,3,0,711,2,88,,,
sainjo01,1951,2,NYA,AL,2,1,7,4,1,0,1,111,41,17,5,8,21,0.28,4.14,,0,0,0,155,2,17,,,
sanfofr01,1951,1,NYA,AL,0,3,11,2,0,0,0,80,15,11,2,25,10,0.16,3.71,,0,0,0,117,3,11,,,
sanfofr01,1951,2,WS1,AL,2,3,7,7,0,0,0,111,51,27,5,27,12,0.32,6.57,,0,0,0,182,0,27,,,
sanfofr01,1951,3,SLA,AL,2,4,9,7,1,0,0,82,37,31,6,23,7,0.3,10.21,,0,0,0,143,0,33,,,
scarbra01,1951,1,BOS,AL,12,9,37,22,8,0,0,552,201,104,21,61,71,0.27,5.09,,4,14,1,812,6,106,,,
schacsi01,1951,1,SLA,AL,0,0,6,0,0,0,1,18,14,14,1,5,4,0.45,21,,0,0,0,36,2,15,,,
schacsi01,1951,2,BSN,NL,0,2,5,0,0,0,0,14,6,1,0,2,1,0.3,1.93,,0,0,0,22,4,4,,,
schalar01,1951,1,NYA,AL,3,1,11,6,1,0,0,139,50,20,3,20,19,0.27,3.88,,1,1,0,207,1,20,,,
scheica01,1951,1,PHA,AL,1,12,46,11,3,0,10,429,132,71,7,71,49,0.25,4.47,,6,8,0,618,34,78,,,
schmijo01,1951,1,CHN,NL,1,2,8,3,0,0,0,54,22,16,1,15,6,0.3,8,,0,0,0,91,4,16,,,
schmijo01,1951,2,BRO,NL,1,4,16,7,0,0,0,167,55,33,4,28,20,0.25,5.34,,5,2,0,245,2,37,,,
schulbo01,1951,1,CHN,NL,3,6,17,10,2,0,0,232,75,45,9,51,27,0.25,5.24,,3,2,0,355,5,51,,,
shantbo01,1951,1,PHA,AL,18,10,32,25,13,3,0,616,213,90,15,70,77,0.27,3.94,,1,5,1,869,2,96,,,
sheasp01,1951,1,NYA,AL,5,5,25,11,2,2,0,287,112,46,11,50,38,0.3,4.33,,1,4,0,431,7,59,,,
simaal01,1951,1,WS1,AL,3,7,18,8,1,0,0,231,79,41,5,41,26,0.26,4.79,,1,0,0,348,4,51,,,
sleatlo01,1951,1,SLA,AL,1,9,20,8,4,0,1,243,88,46,7,53,33,0.27,5.11,,1,5,0,384,9,53,,,
smithfr06,1951,1,CIN,NL,5,5,50,0,0,0,11,228,65,27,7,22,34,0.23,3.2,,1,4,0,315,35,33,,,
spahnwa01,1951,1,BSN,NL,22,14,39,36,26,7,0,932,278,103,20,109,164,0.23,2.98,,7,1,1,1289,3,111,,,
spencge01,1951,1,NY1,NL,10,4,57,4,2,0,6,396,125,55,21,56,36,0.25,3.75,,2,1,0,555,20,62,,,
stalege01,1951,1,SLN,NL,19,13,42,30,10,4,3,681,244,96,14,74,67,0.27,3.81,,1,8,1,975,10,108,,,
starrdi01,1951,1,SLA,AL,2,5,15,9,0,0,0,186,66,51,10,42,26,0.27,7.4,,1,2,1,286,1,55,,,
starrdi01,1951,2,WS1,AL,1,7,11,11,1,0,0,184,76,38,12,24,17,0.3,5.58,,0,0,3,275,0,41,,,
stobbch01,1951,1,BOS,AL,10,9,34,25,6,0,0,510,180,90,15,74,75,0.27,4.76,,3,5,0,754,2,100,,,
stuarma01,1951,1,DET,AL,4,6,29,15,5,0,1,372,119,52,9,71,46,0.25,3.77,,3,7,1,550,7,60,,,
sucheji01,1951,1,SLA,AL,0,6,29,6,0,0,0,269,113,54,8,42,47,0.29,5.42,,1,1,0,428,11,64,,,
surkoma01,1951,1,BSN,NL,12,16,37,33,11,2,1,711,230,105,21,89,110,0.25,3.99,,5,7,0,1022,3,119,,,
tayloha03,1951,1,BOS,AL,4,9,31,8,1,0,2,244,100,52,6,42,22,0.3,5.75,,3,1,1,378,13,59,,,
thompjo01,1951,1,PHI,NL,4,8,29,14,3,2,1,358,102,51,12,59,60,0.23,3.85,,3,2,0,507,4,55,,,
troutdi01,1951,1,DET,AL,9,14,42,22,7,0,5,575,172,86,13,75,89,0.24,4.04,,4,1,0,797,17,98,,,
truckvi01,1951,1,DET,AL,13,8,37,18,6,1,1,461,153,74,9,75,89,0.26,4.33,,6,5,1,680,8,81,,,
turlebo01,1951,1,SLA,AL,0,1,1,1,0,0,0,22,11,6,0,3,5,0.35,7.36,,0,0,0,34,0,6,,,
vancuch01,1951,1,BRO,NL,1,2,9,6,0,0,0,88,33,18,4,11,16,0.29,5.52,,1,4,0,129,1,22,,,
vandejo01,1951,1,CLE,AL,0,1,1,1,0,0,0,9,8,6,0,1,2,0.5,18,,0,0,0,17,0,6,,,
vargaan01,1951,1,CHN,NL,0,0,2,0,0,0,0,9,2,1,0,6,1,0.2,3,,1,0,0,17,2,1,,,
walshju01,1951,1,PIT,NL,1,4,36,1,0,0,0,220,92,56,9,46,32,0.3,6.87,,2,1,1,356,10,66,,,
wehmehe01,1951,1,CIN,NL,7,10,39,22,10,2,2,554,167,76,15,89,93,0.24,3.7,,3,4,1,796,8,82,,,
werlebi01,1951,1,PIT,NL,8,6,59,9,2,0,6,449,181,94,20,51,57,0.3,5.65,,2,6,3,665,24,102,,,
whiteha01,1951,1,DET,AL,3,4,38,4,0,0,4,228,74,40,7,49,23,0.26,4.74,,2,2,1,338,19,45,,,
widmaal01,1951,1,SLA,AL,4,9,26,16,4,0,0,323,157,78,19,52,28,0.34,6.52,,2,2,0,519,6,84,,,
wieslbo01,1951,1,NYA,AL,0,2,4,3,0,0,0,28,13,14,0,11,3,0.36,13.5,,1,0,0,48,1,15,,,
wightbi01,1951,1,BOS,AL,7,7,34,17,4,2,0,355,128,67,5,63,38,0.28,5.1,,2,0,0,525,8,77,,,
wilkste01,1951,1,SLN,NL,0,0,17,0,0,0,1,54,19,6,1,5,5,0.27,3,,0,0,0,74,6,7,,,
wilkste01,1951,2,PIT,NL,3,5,48,1,1,0,12,248,69,26,6,24,43,0.23,2.83,,1,2,0,332,34,31,,,
wilsoji02,1951,1,BSN,NL,7,7,20,15,5,0,1,330,131,66,14,40,33,0.29,5.4,,1,4,0,491,3,67,,,
wynnea01,1951,1,CLE,AL,20,13,37,34,21,3,1,823,227,92,18,107,133,0.22,3.02,,1,3,0,1138,3,102,,,
wyseha01,1951,1,PHA,AL,1,2,9,1,0,0,0,44,24,13,0,8,5,0.38,7.98,,1,0,0,72,5,14,,,
wyseha01,1951,2,WS1,AL,0,0,3,2,0,0,0,28,17,10,0,10,3,0.37,9.64,,0,1,0,57,0,14,,,
yochile01,1951,1,PIT,NL,1,1,2,2,0,0,0,26,10,8,0,11,5,0.27,8.31,,2,1,0,48,0,9,,,
zoldasa01,1951,1,PHA,AL,6,10,26,18,8,1,0,384,127,45,9,24,18,0.25,3.16,,0,0,1,525,5,51,,,
zuverge01,1951,1,CLE,AL,0,0,16,0,0,0,0,76,24,15,2,13,14,0.25,5.33,,1,1,0,114,7,17,,,
abernbi01,1952,1,CLE,AL,0,0,1,0,0,0,1,6,4,3,1,1,0,0.44,13.5,,0,0,0,10,1,3,,,
alomalu01,1952,1,CHA,AL,3,1,25,0,0,0,6,120,42,19,5,11,18,0.27,4.28,,0,1,0,167,15,20,,,
atkinja01,1952,1,BOS,AL,0,1,3,1,0,0,0,31,11,4,0,7,2,0.27,3.48,,0,0,0,48,2,6,,,
bambege01,1952,1,NY1,NL,0,0,5,0,0,0,0,12,6,4,1,6,0,0.35,9,,0,0,0,23,1,4,,,
beardge01,1952,1,SLA,AL,7,8,34,16,3,0,0,452,158,72,13,78,45,0.27,4.3,,10,1,1,676,10,89,,,
bellbi01,1952,1,PIT,NL,0,1,4,1,0,0,0,47,16,8,3,13,4,0.25,4.6,,1,0,0,77,2,11,,,
bentoal01,1952,1,BOS,AL,4,3,24,0,0,0,6,113,37,10,1,17,20,0.26,2.39,,0,0,0,158,17,11,,,
bickfve01,1952,1,BSN,NL,7,12,26,22,7,1,0,484,165,67,7,64,62,0.26,3.74,,4,2,0,690,3,73,,,
bishoch01,1952,1,PHA,AL,2,2,6,5,1,0,0,92,29,22,2,24,17,0.23,6.46,,1,0,0,148,1,24,,,
blackbu01,1952,1,DET,AL,0,1,2,2,0,0,0,24,14,9,0,5,0,0.38,10.13,,0,0,0,42,0,11,,,
blackew01,1952,1,CIN,NL,3,12,23,17,3,0,0,306,107,61,6,60,48,0.27,5.38,,2,5,0,461,5,66,,,
blackew01,1952,2,NYA,AL,1,0,5,2,0,0,1,48,12,1,0,12,7,0.2,0.56,,0,0,0,72,2,2,,,
blackjo02,1952,1,BRO,NL,15,4,56,2,1,0,15,427,102,34,9,41,85,0.2,2.15,,0,1,0,560,41,40,,,
blakeed01,1952,1,CIN,NL,0,0,2,0,0,0,0,9,3,0,0,0,0,0.25,0,,0,0,0,12,2,0,,,
bokeldi01,1952,1,SLN,NL,0,1,11,0,0,0,0,38,20,13,0,7,5,0.35,9.24,,2,0,0,65,8,17,,,
bowmaro01,1952,1,NY1,NL,0,0,2,1,0,0,0,9,6,4,0,3,3,0.42,12,,0,1,0,18,0,4,,,
boyercl01,1952,1,SLN,NL,6,6,23,14,4,2,0,331,108,52,11,47,44,0.25,4.24,,1,4,0,476,1,56,,,
brancra01,1952,1,BRO,NL,4,2,16,7,2,0,0,183,52,26,8,21,26,0.23,3.84,,2,4,0,251,5,29,,,
brazlal01,1952,1,SLN,NL,12,5,46,6,3,1,16,328,75,33,7,42,55,0.19,2.72,,3,1,1,433,32,38,,,
brechha01,1952,1,SLN,NL,7,5,25,13,4,1,2,301,82,37,12,28,54,0.22,3.32,,1,3,0,408,5,39,,,
brickra01,1952,1,BOS,AL,3,1,14,1,0,0,1,99,32,8,1,11,9,0.26,2.18,,1,0,0,135,6,8,,,
brisslo01,1952,1,CLE,AL,3,2,42,1,0,0,2,248,68,32,5,34,28,0.22,3.48,,2,0,0,353,19,41,,,
brododi01,1952,1,BOS,AL,5,5,20,12,4,0,0,344,111,56,12,50,42,0.25,4.4,,1,3,0,500,4,66,,,
brownha01,1952,1,CHA,AL,2,3,24,8,1,0,0,217,82,34,8,21,31,0.28,4.23,,4,0,0,314,7,39,,,
burdele01,1952,1,BSN,NL,6,11,45,9,5,0,7,411,138,55,8,47,47,0.26,3.61,,2,2,2,579,22,58,,,
byerlbu01,1952,1,CIN,NL,0,1,12,2,0,0,1,74,29,14,0,7,14,0.3,5.11,,0,0,0,103,4,15,,,
byrdha01,1952,1,PHA,AL,15,15,37,28,15,3,2,685,244,84,12,98,116,0.27,3.31,,4,7,0,1008,7,100,,,
byrneto01,1952,1,SLA,AL,7,14,29,24,14,0,0,588,182,102,16,112,91,0.24,4.68,,5,10,1,876,5,117,,,
cainbo01,1952,1,SLA,AL,12,10,29,27,8,1,2,510,169,78,15,62,70,0.26,4.13,,1,2,0,718,2,79,,,
carlsdo01,1952,1,PIT,NL,0,1,5,1,0,0,0,30,20,12,1,5,2,0.41,10.8,,1,0,0,53,1,13,,,
chakabo01,1952,1,CLE,AL,1,2,5,1,0,0,0,36,19,13,2,8,7,0.38,9.75,,0,0,0,58,2,13,,,
chambcl01,1952,1,SLN,NL,4,4,26,13,2,1,1,295,110,45,8,33,47,0.28,4.12,,1,2,1,428,4,51,,,
chipmbo01,1952,1,BSN,NL,1,1,29,0,0,0,0,125,28,13,5,20,16,0.18,2.81,,1,0,0,172,12,15,,,
churcbu01,1952,1,PHI,NL,0,0,2,1,0,0,0,15,11,6,0,1,3,0.44,10.8,,0,1,0,28,0,6,,,
churcbu01,1952,2,CIN,NL,5,9,29,22,5,1,0,460,173,74,21,48,47,0.3,4.34,,1,3,0,633,2,85,,,
clarkmi01,1952,1,SLN,NL,2,0,12,4,0,0,0,76,32,17,2,14,10,0.31,6.04,,1,0,0,121,5,18,,,
coleda01,1952,1,BSN,NL,1,1,22,3,0,0,0,134,38,20,2,42,22,0.24,4.03,,3,3,0,207,10,21,,,
colluja01,1952,1,SLN,NL,0,0,2,0,0,0,0,9,2,0,0,1,0,0.2,0,,0,0,0,12,2,1,,,
conlege01,1952,1,BSN,NL,0,3,4,3,0,0,0,38,23,11,4,9,6,0.39,7.82,,0,2,0,72,1,16,,,
connebi01,1952,1,NY1,NL,5,0,11,4,0,0,0,95,22,16,4,25,22,0.2,4.55,,2,0,0,134,2,18,,,
consusa01,1952,1,WS1,AL,6,0,30,2,0,0,5,221,80,25,2,27,19,0.27,3.05,,1,0,1,320,14,30,,,
corwial01,1952,1,NY1,NL,6,1,21,7,1,0,2,203,58,20,5,36,36,0.23,2.66,,1,0,0,288,5,23,,,
crimija01,1952,1,SLN,NL,0,0,5,0,0,0,0,25,15,9,4,4,4,0.41,9.72,,0,0,0,41,2,9,,,
delocik01,1952,1,BOS,AL,4,9,39,7,1,1,5,285,88,45,9,50,46,0.24,4.26,,3,2,1,418,18,50,,,
dicksmu01,1952,1,PIT,NL,14,21,43,34,21,2,2,833,278,110,26,76,112,0.26,3.57,,0,1,0,1157,8,128,,,
dobsojo01,1952,1,CHA,AL,14,10,29,25,11,3,1,602,164,56,11,60,101,0.22,2.51,,4,0,0,805,3,66,,,
donovdi01,1952,1,BSN,NL,0,2,7,2,0,0,1,39,18,8,1,12,6,0.34,5.54,,0,2,0,70,3,10,,,
dorisha01,1952,1,CHA,AL,8,4,39,1,1,0,11,273,66,25,4,42,47,0.2,2.47,,3,1,1,372,27,28,,,
drewska01,1952,1,PHI,NL,14,15,33,30,15,5,0,686,213,69,13,52,96,0.25,2.72,,4,4,0,917,1,79,,,
dubiemo01,1952,1,CHN,NL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.33,0,,0,0,0,3,0,0,,,
dunnji01,1952,1,PIT,NL,0,0,3,0,0,0,0,16,4,2,0,3,2,0.19,3.38,,1,0,0,24,1,2,,,
erskica01,1952,1,BRO,NL,14,6,33,26,10,4,2,620,167,62,17,71,131,0.22,2.7,,6,2,1,836,3,72,,,
fannicl01,1952,1,SLA,AL,0,2,10,2,0,0,0,49,34,23,5,9,6,0.45,12.67,,2,0,0,85,2,25,,,
fearve01,1952,1,CHN,NL,0,0,4,0,0,0,0,24,9,7,1,3,4,0.29,7.88,,2,1,0,36,1,7,,,
fellebo01,1952,1,CLE,AL,9,13,30,30,11,0,0,575,219,101,13,83,81,0.28,4.74,,1,3,1,869,0,124,,,
ferrito01,1952,1,WS1,AL,4,3,27,0,0,0,1,152,53,17,2,11,28,0.27,3.02,,4,0,0,207,17,19,,,
fisheha01,1952,1,PIT,NL,1,2,8,3,0,0,0,55,17,14,4,13,5,0.26,6.87,,1,2,0,83,4,14,,,
fornimi01,1952,1,WS1,AL,2,2,4,2,2,1,0,79,13,4,1,11,12,0.14,1.37,,0,0,0,104,2,4,,,
fowledi01,1952,1,PHA,AL,1,2,18,3,1,0,0,176,71,42,4,28,14,0.3,6.44,,2,4,0,273,8,43,,,
foxho01,1952,1,PHI,NL,2,7,13,11,2,0,0,186,70,35,8,26,16,0.28,5.08,,1,0,0,275,1,41,,,
freemhe01,1952,1,BOS,AL,1,0,4,1,1,0,0,41,13,5,1,5,5,0.26,3.29,,0,1,0,56,1,5,,,
fricama01,1952,1,PHA,AL,1,0,2,0,0,0,0,15,5,1,0,1,0,0.23,1.8,,0,0,0,23,1,1,,,
frienbo01,1952,1,PIT,NL,7,17,35,23,6,1,0,555,186,86,15,84,75,0.25,4.18,,7,3,1,820,4,96,,,
garcimi01,1952,1,CLE,AL,22,11,46,36,19,6,4,877,284,77,9,87,143,0.25,2.37,,4,7,1,1236,8,93,,,
garvene01,1952,1,SLA,AL,7,10,21,21,7,2,0,446,130,61,14,55,60,0.23,3.69,,1,4,1,614,0,67,,,
garvene01,1952,2,DET,AL,1,0,1,1,1,0,0,27,9,2,1,3,3,0.26,2,,0,0,0,37,0,2,,,
gormato02,1952,1,NYA,AL,6,2,12,6,1,1,1,182,63,31,8,22,31,0.27,4.6,,0,2,1,259,3,34,,,
grayte01,1952,1,DET,AL,12,17,35,32,13,2,0,672,212,103,21,101,138,0.24,4.14,,4,3,0,967,2,118,,,
greggha01,1952,1,NY1,NL,0,1,16,4,1,0,1,109,42,19,7,17,13,0.28,4.71,,0,2,0,170,6,22,,,
grissma01,1952,1,CHA,AL,12,10,28,24,7,1,0,498,156,69,6,79,97,0.25,3.74,,5,3,0,715,1,79,,,
gromest01,1952,1,CLE,AL,7,7,29,13,3,1,1,368,109,50,14,28,65,0.23,3.67,,3,2,0,505,5,55,,,
grossha01,1952,1,WS1,AL,0,0,1,0,0,0,0,1,2,2,1,0,0,0.66,54,,0,0,0,3,0,2,,,
gumpera01,1952,1,BOS,AL,1,0,10,1,0,0,1,59,15,9,1,5,6,0.2,4.12,,0,1,0,81,5,11,,,
gumpera01,1952,2,WS1,AL,4,9,20,12,2,0,0,312,112,49,12,30,29,0.27,4.24,,1,5,0,451,6,55,,,
hackewa02,1952,1,CHN,NL,15,9,33,20,12,5,1,555,144,53,17,31,84,0.21,2.58,,1,1,1,721,5,56,,,
haddiha01,1952,1,SLN,NL,2,2,7,6,3,0,0,126,31,13,4,10,31,0.2,2.79,,0,2,0,167,1,18,,,
hahnfr01,1952,1,SLN,NL,0,0,1,0,0,0,0,6,2,0,0,1,0,0.25,0,,0,0,0,9,1,2,,,
hansean01,1952,1,PHI,NL,5,6,43,0,0,0,4,232,76,28,6,27,18,0.25,3.26,,1,3,0,329,19,36,,,
harriea01,1952,1,SLA,AL,2,8,36,9,1,0,5,350,119,52,7,47,49,0.26,4.01,,1,10,0,506,13,61,,,
harrimi01,1952,1,WS1,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9,,0,0,0,4,1,1,,,
harrimi01,1952,2,CLE,AL,3,0,29,0,0,0,1,140,42,24,6,21,23,0.24,4.63,,0,1,0,197,15,26,,,
harshja01,1952,1,NY1,NL,0,2,2,2,0,0,0,19,12,10,2,6,6,0.42,14.21,,0,0,0,36,0,10,,,
hattejo01,1952,1,CHN,NL,4,4,13,8,2,0,0,151,65,34,6,25,15,0.31,6.08,,2,1,0,235,1,35,,,
haugsph01,1952,1,CIN,NL,0,0,9,0,0,0,0,36,8,9,1,13,2,0.19,6.75,,2,1,0,59,3,9,,,
haynejo01,1952,1,WS1,AL,0,3,22,2,0,0,3,198,70,33,2,35,18,0.27,4.5,,1,1,0,296,14,35,,,
hearnji01,1952,1,NY1,NL,14,7,37,34,11,1,1,671,208,94,16,97,89,0.24,3.78,,1,5,0,962,2,113,,,
heintke01,1952,1,PHI,NL,1,3,23,1,0,0,1,128,41,15,1,12,20,0.26,3.16,,0,0,0,170,13,16,,,
henrybi01,1952,1,BOS,AL,5,4,13,10,5,0,0,230,75,33,7,36,23,0.25,3.87,,1,2,0,337,0,40,,,
hetkijo01,1952,1,SLA,AL,0,1,3,1,0,0,0,28,15,4,2,2,4,0.35,3.86,,0,0,0,45,1,7,,,
hillefr01,1952,1,CIN,NL,5,8,28,15,6,1,1,373,129,64,7,37,50,0.27,4.63,,0,6,1,524,4,67,,,
hoeftbi01,1952,1,DET,AL,2,7,34,10,1,0,4,375,123,60,14,63,67,0.26,4.32,,5,5,0,553,9,66,,,
hoguebo01,1952,1,NYA,AL,3,5,27,0,0,0,4,142,52,28,6,25,12,0.29,5.32,,1,1,0,208,13,30,,,
hoguebo01,1952,2,SLA,AL,0,1,8,1,0,0,0,49,10,5,1,13,2,0.17,2.76,,0,0,0,70,3,5,,,
hogueca01,1952,1,PIT,NL,1,8,19,12,3,0,0,251,79,45,7,68,34,0.25,4.84,,1,4,0,385,5,56,,,
holcoke01,1952,1,CHA,AL,0,5,7,7,1,0,0,105,38,24,3,18,12,0.28,6.17,,1,2,0,155,0,24,,,
holcoke01,1952,2,SLA,AL,0,2,12,1,0,0,0,63,20,9,1,9,7,0.26,3.86,,0,0,0,89,6,10,,,
hoopebo01,1952,1,PHA,AL,8,15,43,14,4,0,6,433,158,83,13,68,40,0.27,5.18,,2,4,1,649,21,100,,,
hoovedi01,1952,1,BSN,NL,0,0,2,0,0,0,0,14,8,4,1,3,0,0.34,7.71,,0,0,0,26,1,4,,,
houttar01,1952,1,DET,AL,8,20,35,28,10,2,1,663,218,107,19,65,109,0.25,4.36,,3,5,0,945,5,116,,,
howeca01,1952,1,CHN,NL,0,0,1,0,0,0,0,6,0,0,0,1,2,0,0,,0,0,0,7,1,0,,,
