playerid,yearid,stint,teamid,lgid,wins,losses,games,gamesstarted,cg,sho,sv,ipouts,hits,er,hr,bb,so,baopp,era,ibb,wp,hbp,balks,bfp,gf,runs,sh,sf,gidp
pappami01,1959,1,BAL,AL,15,9,33,27,15,4,3,628,175,76,8,75,120,0.22,3.27,2,14,4,1,858,4,82,,,
pascuca02,1959,1,WS1,AL,17,10,32,30,17,6,0,716,202,70,10,69,185,0.22,2.64,7,5,3,3,984,1,80,,,
penaor01,1959,1,CIN,NL,5,9,46,8,1,0,5,408,150,72,26,39,76,0.28,4.76,5,1,0,0,587,16,80,,,
perryji01,1959,1,CLE,AL,12,10,44,13,8,2,4,459,122,45,10,55,79,0.22,2.65,7,2,2,1,615,18,54,,,
peterga01,1959,1,CHA,AL,0,0,2,0,0,0,0,3,2,0,0,2,1,0.4,0,0,0,0,0,7,1,0,,,
phillta01,1959,1,CHN,NL,0,2,7,2,0,0,0,50,22,14,3,11,5,0.31,7.56,2,0,2,0,84,0,14,,,
phillta01,1959,2,PHI,NL,1,4,32,3,1,0,1,189,72,35,4,31,35,0.3,5,1,4,4,0,281,12,35,,,
piercbi02,1959,1,CHA,AL,14,15,34,33,12,2,0,672,217,90,26,62,114,0.25,3.62,4,2,3,1,934,0,98,,,
pizarju01,1959,1,ML1,NL,6,2,29,14,6,2,0,401,117,56,13,70,126,0.23,3.77,3,4,8,0,578,4,61,,,
podbibu01,1959,1,CLE,AL,0,1,6,0,0,0,0,37,17,8,1,2,5,0.35,5.84,0,0,0,0,53,1,8,,,
podrejo01,1959,1,LAN,NL,14,9,34,29,6,2,0,585,192,89,23,74,145,0.26,4.11,7,8,3,0,823,1,93,,,
portebo01,1959,1,PIT,NL,0,0,6,0,0,0,0,16,6,1,1,2,1,0,1.69,1,0,0,0,26,2,2,,,
portebo01,1959,2,CHN,NL,0,0,4,0,0,0,0,19,14,8,1,3,0,0.42,11.37,0,0,0,0,36,0,9,,,
portebo01,1959,3,PIT,NL,1,2,30,0,0,0,1,108,45,19,2,17,18,0.32,4.75,5,5,0,0,160,12,20,,,
portoar01,1959,1,BAL,AL,2,7,27,14,1,0,0,270,107,68,10,32,23,0.29,6.8,0,1,2,0,408,8,73,,,
proctji01,1959,1,DET,AL,0,1,2,1,0,0,0,8,8,5,0,3,0,0.53,16.88,0,0,0,0,19,0,5,,,
purkebo01,1959,1,CIN,NL,13,18,38,33,9,1,1,654,241,103,25,43,78,0.27,4.25,2,4,6,0,927,5,118,,,
ramospe01,1959,1,WS1,AL,13,19,37,35,11,0,0,701,233,108,29,52,95,0.25,4.16,4,5,9,1,978,2,127,,,
raymocl01,1959,1,CHA,AL,0,0,3,0,0,0,0,12,5,4,2,2,1,0.33,9,0,1,0,0,19,1,4,,,
reedho01,1959,1,KC1,AL,0,3,6,3,0,0,0,62,26,17,3,10,11,0.31,7.4,0,3,0,0,97,2,19,,,
renfrma01,1959,1,SFN,NL,0,0,1,1,0,0,0,6,3,6,1,3,3,0.33,27,0,0,0,0,12,0,6,,,
rickedi01,1959,1,SLN,NL,1,6,12,9,0,0,0,167,68,36,7,30,25,0.3,5.82,4,1,0,0,259,2,42,,,
roberro01,1959,1,PHI,NL,15,17,35,35,19,2,0,772,267,122,34,35,137,0.26,4.27,4,1,5,2,1075,0,137,,,
robinhu01,1959,1,CLE,AL,1,0,5,0,0,0,0,26,9,4,0,4,6,0.28,4.15,1,0,0,0,37,2,4,,,
robinhu01,1959,2,PHI,NL,2,4,31,4,1,0,1,219,70,27,6,24,32,0.25,3.33,6,3,0,1,310,14,36,,,
rodrifr01,1959,1,PHI,NL,0,0,1,0,0,0,0,6,4,3,1,0,1,0.4,13.5,0,0,1,0,11,0,3,,,
romonjo01,1959,1,WS1,AL,1,0,12,2,0,0,0,115,36,14,4,19,22,0.25,3.29,0,1,3,1,166,6,15,,,
rudoldo01,1959,1,CHA,AL,0,0,4,0,0,0,1,9,4,0,0,2,0,0.33,0,1,0,0,1,14,1,0,,,
rudoldo01,1959,2,CIN,NL,0,0,5,0,0,0,0,22,13,4,1,3,8,0.39,4.91,1,0,0,0,36,2,4,,,
rushbo01,1959,1,ML1,NL,5,6,31,9,1,1,0,304,102,27,5,23,64,0.25,2.4,2,2,1,0,427,6,39,,,
sanfoja02,1959,1,SFN,NL,15,12,36,31,10,0,1,667,198,78,22,70,132,0.23,3.16,4,7,7,2,933,2,90,,,
schafjo01,1959,1,CHN,NL,1,0,5,1,0,0,0,23,11,7,1,4,3,0.35,8.22,0,0,0,0,36,1,7,,,
schmiwi01,1959,1,CIN,NL,3,2,36,4,0,0,0,212,80,31,4,30,40,0.29,3.95,4,2,1,0,307,10,36,,,
schroal01,1959,1,PHI,NL,1,1,3,0,0,0,0,28,12,9,1,6,4,0.35,8.68,0,0,0,0,42,2,9,,,
schroal01,1959,2,BOS,AL,1,4,14,5,1,0,0,138,47,24,3,22,26,0.26,4.7,1,2,1,0,203,4,29,,,
schulba01,1959,1,DET,AL,1,2,13,0,0,0,0,55,17,9,1,14,17,0.25,4.42,1,0,1,0,85,7,12,,,
scorehe01,1959,1,CLE,AL,9,11,30,25,9,1,0,482,123,84,28,115,147,0.21,4.71,0,14,1,1,712,2,93,,,
semprra01,1959,1,PHI,NL,3,10,30,18,2,0,3,335,119,67,12,59,54,0.27,5.4,1,2,3,0,503,7,76,,,
shantbo01,1959,1,NYA,AL,7,3,33,4,2,2,3,284,64,25,4,33,66,0.18,2.38,5,3,0,0,376,14,33,,,
shawbo01,1959,1,CHA,AL,18,6,47,26,8,3,3,692,217,69,15,54,89,0.24,2.69,5,3,6,0,949,12,72,,,
sherrla01,1959,1,LAN,NL,7,2,23,9,1,1,3,283,75,23,9,43,72,0.21,2.19,5,1,2,0,392,10,27,,,
shipljo01,1959,1,SFN,NL,0,0,10,1,0,0,0,54,16,9,2,17,11,0.23,4.5,0,1,1,0,87,7,11,,,
shortch02,1959,1,PHI,NL,0,0,3,2,0,0,0,43,19,13,3,10,8,0.31,8.16,0,2,1,0,72,0,13,,,
simmocu01,1959,1,PHI,NL,0,0,7,0,0,0,0,30,16,5,2,0,4,0.4,4.5,0,0,1,0,42,4,5,,,
singlel01,1959,1,CHN,NL,2,1,21,1,0,0,0,129,40,13,2,12,25,0.25,2.72,2,0,0,0,180,12,15,,,
sisleda01,1959,1,BOS,AL,0,0,3,0,0,0,0,20,9,5,3,1,3,0.31,6.75,0,0,0,0,30,2,5,,,
sisleda01,1959,2,DET,AL,1,3,32,0,0,0,7,155,46,23,4,36,29,0.24,4.01,1,3,1,0,232,18,28,,,
smithbi04,1959,1,SLN,NL,0,0,6,0,0,0,1,25,11,1,0,3,4,0.33,1.08,1,0,0,0,36,2,3,,,
smithbo03,1959,1,PIT,NL,0,0,20,0,0,0,0,85,32,11,1,17,12,0.29,3.49,0,0,0,0,130,6,16,,,
smithbo03,1959,2,DET,AL,0,3,9,0,0,0,0,33,20,10,5,3,10,0.41,8.18,1,0,0,0,53,6,15,,,
smithbo05,1959,1,CHN,NL,0,0,1,0,0,0,0,2,5,6,0,2,0,0.83,81,1,1,0,0,9,0,6,,,
smithbo05,1959,2,CLE,AL,0,1,12,3,0,0,0,88,31,17,2,12,17,0.28,5.22,0,2,0,0,129,3,19,,,
snydege02,1959,1,LAN,NL,1,1,11,2,0,0,0,79,32,16,1,20,20,0.29,5.47,2,7,0,0,128,2,19,,,
spahnwa01,1959,1,ML1,NL,21,15,40,36,21,4,0,876,282,96,21,70,143,0.25,2.96,9,2,1,0,1203,3,106,,,
stalege01,1959,1,CHA,AL,8,5,67,0,0,0,14,349,111,29,5,25,54,0.25,2.24,9,2,0,0,471,37,39,,,
stankjo01,1959,1,CHA,AL,1,0,2,0,0,0,0,16,2,2,1,4,3,0.11,3.38,1,0,0,0,22,1,2,,,
stobbch01,1959,1,WS1,AL,1,8,41,7,0,0,7,272,82,30,13,24,50,0.23,2.98,1,1,2,0,383,19,42,,,
stockwe01,1959,1,BAL,AL,0,0,7,0,0,0,1,38,16,5,1,2,8,0.3,3.55,0,2,0,0,55,2,6,,,
stonede01,1959,1,SLN,NL,0,1,18,1,0,0,1,90,30,14,4,16,17,0.27,4.2,4,2,0,0,132,5,15,,,
strikja01,1959,1,CLE,AL,1,0,1,1,0,0,0,20,8,2,0,4,5,0.29,2.7,0,0,0,0,32,0,2,,,
stumpji01,1959,1,DET,AL,0,0,5,0,0,0,0,34,12,3,1,4,6,0.27,2.38,0,0,0,0,48,2,3,,,
sturdto01,1959,1,NYA,AL,0,2,7,3,0,0,0,76,20,14,4,9,16,0.22,4.97,0,1,0,0,103,1,16,,,
sturdto01,1959,2,KC1,AL,2,6,36,3,0,0,5,215,70,37,9,34,57,0.25,4.65,4,3,6,0,323,16,45,,,
sullifr01,1959,1,BOS,AL,9,11,30,26,5,2,1,533,172,78,17,67,107,0.25,3.95,2,2,7,1,751,1,86,,,
suscege02,1959,1,DET,AL,0,0,9,0,0,0,0,44,24,21,4,9,9,0.35,12.89,0,0,2,0,80,3,22,,,
terryra01,1959,1,KC1,AL,2,4,9,7,2,0,0,139,56,27,9,19,35,0.3,5.24,1,1,1,0,205,1,29,,,
terryra01,1959,2,NYA,AL,3,7,24,16,5,1,0,382,130,48,7,30,55,0.27,3.39,5,2,2,0,529,1,55,,,
tomandi01,1959,1,KC1,AL,0,1,16,0,0,0,2,62,27,15,6,12,13,0.31,6.53,1,5,2,1,104,12,15,,,
trowbbo01,1959,1,ML1,NL,1,0,16,0,0,0,1,91,45,20,2,10,22,0.34,5.93,2,3,0,0,146,6,25,,,
tsitojo01,1959,1,KC1,AL,4,3,24,10,0,0,0,250,90,46,3,35,50,0.27,4.97,3,4,3,1,377,4,52,,,
turlebo01,1959,1,NYA,AL,8,11,33,22,7,3,0,463,141,74,15,83,111,0.24,4.32,3,2,3,0,678,6,80,,,
umbriji01,1959,1,PIT,NL,0,0,1,1,0,0,0,21,7,5,3,4,3,0.25,6.43,0,0,0,0,31,0,5,,,
urbanja01,1959,1,SLN,NL,0,0,8,0,0,0,0,32,18,11,1,7,4,0.4,9.28,4,0,0,0,53,3,11,,,
valenvi01,1959,1,WS1,AL,0,2,7,1,0,0,0,32,16,12,0,10,7,0.35,10.13,0,1,1,0,58,3,12,,,
walkeje01,1959,1,BAL,AL,11,10,30,22,7,2,4,546,160,59,13,52,100,0.24,2.92,9,2,3,1,736,6,68,,,
wallmu01,1959,1,BOS,AL,1,4,15,0,0,0,3,95,31,19,5,15,8,0.26,5.4,4,1,1,0,135,11,21,,,
wallmu01,1959,2,WS1,AL,0,0,1,0,0,0,0,4,3,1,1,0,0,0.6,6.75,0,0,0,0,5,0,1,,,
wallmu01,1959,3,BOS,AL,1,1,11,0,0,0,0,52,26,11,2,11,6,0,5.71,2,1,0,0,86,8,11,,,
wilheho01,1959,1,BAL,AL,15,11,32,27,13,3,0,678,178,55,13,77,139,0.22,2.19,3,5,10,0,902,2,64,,,
willeca01,1959,1,ML1,NL,5,9,26,15,5,2,0,351,126,54,12,31,51,0.27,4.15,4,4,2,0,503,4,60,,,
willido01,1959,1,PIT,NL,0,0,6,0,0,0,0,36,17,9,1,3,3,0.36,6.75,1,1,0,0,53,2,9,,,
willist02,1959,1,LAN,NL,5,5,35,15,2,0,0,374,102,55,12,86,89,0.22,3.97,7,7,9,0,558,8,64,,,
willste01,1959,1,BOS,AL,2,6,9,8,2,0,0,169,68,33,9,24,24,0.3,5.27,2,3,1,0,254,1,35,,,
wilsoea01,1959,1,BOS,AL,1,1,9,4,0,0,0,71,21,16,2,31,17,0.24,6.08,0,1,0,0,122,3,17,,,
wittge01,1959,1,PIT,NL,0,7,15,11,0,0,0,152,58,39,7,32,30,0.29,6.93,2,0,1,1,234,2,43,,,
woodeha01,1959,1,WS1,AL,2,4,31,3,0,0,0,183,58,25,2,36,30,0.25,3.69,8,4,1,0,277,9,39,,,
worthal01,1959,1,SFN,NL,2,3,42,3,0,0,2,220,68,30,8,37,45,0.25,3.68,4,4,5,0,323,15,34,,,
wynnea01,1959,1,CHA,AL,22,10,37,37,14,5,0,767,202,90,20,119,179,0.21,3.17,5,5,9,0,1076,0,106,,,
zannido01,1959,1,SFN,NL,0,0,9,0,0,0,0,33,12,8,2,8,11,0.27,6.55,0,1,1,0,54,3,10,,,
zuverge01,1959,1,BAL,AL,0,1,6,0,0,0,0,39,15,6,1,6,1,0.3,4.15,0,1,0,0,55,1,7,,,
abernte02,1960,1,WS1,AL,0,0,2,0,0,0,0,9,4,4,0,4,1,0.3,12,0,0,0,0,17,0,4,,,
aguirha01,1960,1,DET,AL,5,3,37,6,1,0,10,284,75,30,7,30,80,0.21,2.85,1,1,3,1,386,18,31,,,
anderbo01,1960,1,CHN,NL,9,11,38,30,5,0,1,611,201,93,26,68,115,0.25,4.11,8,9,7,0,868,3,105,,,
anderjo02,1960,1,BAL,AL,0,0,4,0,0,0,0,14,8,7,0,4,1,0.44,13.5,0,0,0,0,26,2,7,,,
antonjo02,1960,1,SFN,NL,6,7,41,10,1,1,11,337,106,47,7,47,57,0.25,3.77,10,1,2,0,480,19,51,,,
arroylu01,1960,1,NYA,AL,5,1,29,0,0,0,7,122,30,13,2,22,29,0.2,2.88,3,0,0,0,170,17,14,,,
barbest01,1960,1,BAL,AL,10,7,36,27,6,1,2,545,148,65,10,113,112,0.22,3.22,1,10,3,0,784,6,78,,,
barnefr02,1960,1,SLN,NL,0,1,4,1,0,0,1,23,8,3,1,9,8,0.26,3.52,0,0,1,0,41,1,5,,,
baumafr01,1960,1,CHA,AL,13,6,47,20,7,2,3,556,169,55,11,53,71,0.24,2.67,8,0,1,0,748,10,67,,,
bautaed01,1960,1,SLN,NL,0,0,9,0,0,0,1,47,14,11,4,11,6,0.23,6.32,1,2,1,1,72,5,11,,,
becquju01,1960,1,WS1,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9,0,0,0,0,4,1,1,,,
bellga01,1960,1,CLE,AL,9,10,28,23,6,2,1,464,139,71,15,82,109,0.24,4.13,2,9,7,0,674,1,78,,,
blemkra01,1960,1,KC1,AL,0,0,1,0,0,0,0,5,3,5,1,2,0,0.37,27,0,1,1,0,11,1,5,,,
borlato01,1960,1,BOS,AL,0,4,26,4,0,0,3,153,67,37,4,23,32,0.32,6.53,4,4,0,1,236,12,40,,,
bowsfte01,1960,1,BOS,AL,1,2,17,2,0,0,2,63,20,12,1,13,18,0.26,5.14,0,2,1,0,94,6,12,,,
bowsfte01,1960,2,CLE,AL,3,4,11,6,1,1,0,122,47,23,1,20,14,0.29,5.09,1,0,0,0,182,3,30,,,
breweji01,1960,1,CHN,NL,0,3,5,4,0,0,0,65,25,14,2,6,7,0.27,5.82,2,0,1,0,99,0,14,,,
breweto01,1960,1,BOS,AL,10,15,34,29,8,1,1,560,220,100,13,72,60,0.3,4.82,5,9,6,0,831,2,115,,,
bridgma01,1960,1,SLN,NL,2,2,20,1,0,0,1,94,33,12,2,16,27,0.26,3.45,1,0,1,0,144,7,15,,,
bridgma01,1960,2,CIN,NL,4,0,14,0,0,0,2,76,14,3,1,7,26,0.16,1.07,0,0,0,0,94,7,3,,,
briggjo01,1960,1,CLE,AL,4,2,21,2,0,0,1,109,32,18,4,15,19,0.25,4.46,0,0,1,0,149,7,20,,,
briggjo01,1960,2,KC1,AL,0,2,8,1,0,0,0,34,19,16,3,12,8,0.38,12.71,0,0,0,0,63,2,17,,,
brogler01,1960,1,SLN,NL,21,9,52,24,9,3,0,679,172,69,18,100,188,0.21,2.74,5,5,2,0,924,14,76,,,
brosnji01,1960,1,CIN,NL,7,2,57,2,0,0,12,297,79,26,4,22,62,0.22,2.36,5,3,0,0,383,27,31,,,
brownca01,1960,1,SLN,NL,0,0,1,0,0,0,0,2,5,3,1,1,0,0.71,40.5,0,0,0,0,8,0,3,,,
brownha01,1960,1,BAL,AL,12,5,30,20,6,1,0,477,155,54,14,22,66,0.25,3.06,3,3,1,0,635,5,61,,,
brucebo01,1960,1,DET,AL,4,7,34,15,1,0,0,390,127,54,16,56,76,0.25,3.74,1,6,5,0,572,8,68,,,
brunege01,1960,1,KC1,AL,0,2,3,2,0,0,0,31,12,5,0,10,4,0.3,4.35,2,2,1,0,52,0,6,,,
brunege01,1960,2,ML1,NL,2,0,17,6,0,0,0,149,53,28,6,22,39,0.27,5.07,5,3,1,0,221,1,31,,,
buhlbo01,1960,1,ML1,NL,16,9,36,33,11,2,0,716,202,82,23,103,121,0.22,3.09,7,11,3,2,1008,2,89,,,
bunniji01,1960,1,DET,AL,11,14,36,34,10,3,0,756,217,78,20,64,201,0.23,2.79,7,2,11,0,1024,1,92,,,
burdele01,1960,1,ML1,NL,19,13,45,32,18,4,4,827,277,103,19,35,83,0.26,3.36,7,2,5,0,1117,9,116,,,
burnspe01,1960,1,DET,AL,7,7,31,15,2,0,2,341,122,54,14,50,71,0.27,4.28,1,3,4,2,506,8,56,,,
burwedi01,1960,1,CHN,NL,0,0,3,1,0,0,0,29,11,6,2,7,1,0.3,5.59,0,1,1,0,44,0,6,,,
buzhajo01,1960,1,PHI,NL,5,16,30,29,5,0,0,601,198,86,14,68,73,0.25,3.86,12,4,2,1,849,0,101,,,
byerlbu01,1960,1,SFN,NL,1,0,19,0,0,0,2,66,32,13,3,6,13,0.34,5.32,0,1,1,0,106,9,14,,,
cardwdo01,1960,1,PHI,NL,1,2,5,4,0,0,0,85,28,14,4,11,21,0.26,4.45,1,4,1,0,120,1,14,,,
cardwdo01,1960,2,CHN,NL,8,14,31,26,6,1,0,531,166,86,19,68,129,0.24,4.37,10,2,5,1,753,2,101,,,
casalje01,1960,1,BOS,AL,2,9,29,14,1,0,0,289,113,66,14,67,54,0.29,6.17,5,5,1,0,469,5,78,,,
ceccaar01,1960,1,CHN,NL,0,0,7,1,0,0,0,39,16,8,1,4,10,0.29,5.54,0,3,0,0,59,2,12,,,
cheneto01,1960,1,PIT,NL,2,2,11,8,1,1,0,156,44,23,5,33,35,0.23,3.98,0,1,0,0,221,0,25,,,
chittne01,1960,1,BOS,AL,0,0,6,0,0,0,0,25,8,4,0,6,5,0.24,4.32,1,0,0,0,40,1,4,,,
choatdo01,1960,1,SFN,NL,0,0,4,0,0,0,0,24,7,2,0,4,7,0.23,2.25,0,1,0,0,34,1,4,,,
clevete01,1960,1,WS1,AL,5,11,53,11,1,0,7,386,150,60,10,49,49,0.29,4.2,10,5,3,0,573,24,77,,,
coateji01,1960,1,NYA,AL,13,3,35,18,6,2,1,448,139,71,16,66,73,0.24,4.28,4,2,2,1,641,5,78,,,
colemri01,1960,1,BAL,AL,0,2,5,1,0,0,0,12,8,5,0,5,0,0.44,11.25,1,0,1,0,24,0,5,,,
conlege01,1960,1,PHI,NL,8,14,29,25,9,2,0,550,192,75,10,42,117,0.27,3.68,4,1,2,1,771,3,85,,,
craigro01,1960,1,LAN,NL,8,3,21,15,6,1,0,347,99,42,8,43,69,0.23,3.27,4,0,3,1,478,3,48,,,
daleybu01,1960,1,KC1,AL,16,16,37,35,13,1,0,693,234,117,27,96,126,0.26,4.56,3,8,10,1,1016,2,129,,,
daniebe02,1960,1,PIT,NL,1,3,10,6,0,0,0,121,52,35,4,17,16,0.31,7.81,1,2,0,0,189,0,35,,,
davisbo01,1960,1,KC1,AL,0,0,21,0,0,0,1,96,31,13,1,22,28,0.26,3.66,1,3,1,0,146,13,15,,,
delocik01,1960,1,BOS,AL,9,10,24,23,3,1,0,388,145,68,21,52,49,0.28,4.73,3,3,4,0,576,1,77,,,
ditmaar01,1960,1,NYA,AL,15,9,34,28,8,1,0,600,195,68,25,56,65,0.25,3.06,1,4,1,1,825,3,77,,,
donovdi01,1960,1,CHA,AL,6,1,33,8,0,0,3,236,87,47,13,25,30,0.28,5.38,3,2,0,0,340,7,49,,,
drabomo01,1960,1,CHN,NL,3,1,32,7,0,0,1,151,71,36,3,23,26,0.33,6.44,0,4,1,0,243,12,44,,,
drottdi01,1960,1,CHN,NL,0,6,23,9,0,0,0,166,63,44,7,42,32,0.29,7.16,0,4,3,0,269,7,49,,,
drysddo01,1960,1,LAN,NL,15,14,41,36,15,5,2,807,214,85,27,72,246,0.21,2.84,5,6,10,0,1083,5,93,,,
dulibbo01,1960,1,SLN,NL,4,4,27,0,0,0,0,122,49,19,6,16,23,0.31,4.2,4,3,0,0,178,16,20,,,
durenry01,1960,1,NYA,AL,3,4,42,1,0,0,9,147,27,27,3,49,67,0.16,4.96,1,4,7,0,229,17,29,,,
earlear01,1960,1,BOS,AL,0,1,2,0,0,0,0,12,9,7,1,4,5,0.42,15.75,0,2,0,0,25,1,8,,,
ellswdi01,1960,1,CHN,NL,7,13,31,27,6,0,0,530,170,73,12,72,94,0.25,3.72,8,1,2,0,744,0,83,,,
elstodo01,1960,1,CHN,NL,8,9,60,0,0,0,11,381,109,48,17,55,85,0.23,3.4,8,0,4,0,547,33,57,,,
estrach01,1960,1,BAL,AL,18,11,36,25,12,1,2,626,162,83,18,101,144,0.21,3.58,3,2,15,0,883,6,87,,,
facero01,1960,1,PIT,NL,10,8,68,0,0,0,24,344,93,37,11,29,72,0.22,2.9,9,2,0,0,454,61,39,,,
farretu01,1960,1,PHI,NL,10,6,59,0,0,0,11,310,88,31,3,29,70,0.23,2.7,6,4,4,1,415,50,36,,,
ferrado01,1960,1,CHA,AL,0,1,5,0,0,0,0,12,8,8,2,9,4,0.4,18,0,0,0,0,29,1,8,,,
fischbi01,1960,1,WS1,AL,3,5,20,7,1,0,0,231,85,42,7,17,31,0.28,4.91,2,2,0,0,325,4,45,,,
fischbi01,1960,2,DET,AL,5,3,20,6,1,0,0,165,50,21,6,18,24,0.24,3.44,3,1,0,0,228,7,23,,,
fisheed02,1960,1,SFN,NL,1,0,3,1,1,0,0,38,11,5,2,2,7,0.24,3.55,0,0,0,0,50,0,5,,,
fisheja01,1960,1,BAL,AL,12,11,40,20,8,3,2,593,174,75,13,78,99,0.24,3.41,4,2,2,0,824,14,87,,,
fordwh01,1960,1,NYA,AL,12,9,33,29,8,4,0,578,168,66,15,65,85,0.23,3.08,5,5,1,0,797,1,76,,,
fornimi01,1960,1,BOS,AL,10,5,70,0,0,0,14,327,86,32,6,49,64,0.21,2.64,7,5,6,0,461,48,38,,,
foxte01,1960,1,ML1,NL,0,0,5,0,0,0,0,25,6,4,0,6,5,0.2,4.32,0,0,0,0,36,1,5,,,
foytapa01,1960,1,DET,AL,2,11,28,13,1,0,2,290,108,66,11,49,38,0.28,6.14,3,2,0,1,435,10,70,,,
francea01,1960,1,PIT,NL,1,0,7,0,0,0,0,54,14,4,0,4,8,0.22,2,0,0,1,0,69,3,5,,,
freemma01,1960,1,CHN,NL,3,3,30,8,1,0,1,230,70,48,10,33,50,0.24,5.63,3,2,5,0,334,9,51,,,
frienbo01,1960,1,PIT,NL,18,12,38,37,16,4,1,827,266,92,18,45,183,0.25,3,10,5,0,0,1118,1,97,,,
funkfr01,1960,1,CLE,AL,4,2,9,0,0,0,1,95,27,7,3,9,18,0.24,1.99,3,1,0,0,122,8,8,,,
gablega02,1960,1,NYA,AL,3,3,21,4,0,0,1,156,46,24,2,32,19,0.24,4.15,1,4,0,0,228,5,27,,,
garcimi01,1960,1,CHA,AL,0,0,15,0,0,0,2,53,23,9,2,10,8,0.33,4.58,0,3,0,0,82,3,9,,,
garvene01,1960,1,KC1,AL,4,9,28,15,5,2,0,367,110,52,15,35,50,0.24,3.83,2,1,2,0,510,6,57,,,
gibbojo01,1960,1,PIT,NL,4,2,27,9,0,0,0,241,87,36,5,31,60,0.27,4.03,5,2,0,0,351,6,40,,,
gibsobo01,1960,1,SLN,NL,3,6,27,12,2,0,0,260,97,54,7,48,69,0.28,5.61,6,3,1,0,399,3,61,,,
gielpa01,1960,1,PIT,NL,2,0,16,0,0,0,0,99,35,21,3,15,21,0.27,5.73,1,4,0,0,146,3,25,,,
giggibo01,1960,1,ML1,NL,0,0,3,0,0,0,0,13,5,2,0,4,5,0.27,4.15,1,0,0,0,22,2,2,,,
giggibo01,1960,2,KC1,AL,1,0,10,0,0,0,0,56,24,12,1,15,8,0.33,5.79,2,1,0,0,92,2,12,,,
goetzjo01,1960,1,CHN,NL,0,0,4,0,0,0,0,19,10,9,2,4,6,0.37,12.79,1,0,0,0,32,1,9,,,
goldeji01,1960,1,LAN,NL,1,0,1,1,0,0,0,21,6,5,1,4,4,0.24,6.43,0,0,0,0,30,0,5,,,
gomezru01,1960,1,PHI,NL,0,3,22,1,0,0,1,157,68,31,7,9,24,0.32,5.33,2,2,1,0,233,6,37,,,
grantmu01,1960,1,CLE,AL,9,8,33,19,5,0,0,479,147,78,26,78,75,0.24,4.4,4,7,2,1,697,7,88,,,
grbael01,1960,1,NYA,AL,6,4,24,9,1,0,1,242,65,33,9,46,32,0.22,3.68,3,4,2,1,346,4,45,,,
greenda02,1960,1,PHI,NL,3,6,23,10,5,1,0,326,100,49,10,44,51,0.24,4.06,4,3,2,0,463,7,54,,,
greenfr01,1960,1,PIT,NL,8,4,45,0,0,0,3,210,61,25,4,33,49,0.24,3.21,8,0,1,0,301,18,26,,,
grimbo01,1960,1,CLE,AL,0,1,3,0,0,0,0,7,6,3,0,1,2,0.5,11.57,0,0,0,0,14,1,3,,,
grimbo01,1960,2,CIN,NL,2,2,26,0,0,0,2,91,32,15,3,10,22,0.27,4.45,2,0,0,0,133,14,18,,,
grimbo01,1960,3,SLN,NL,1,0,15,0,0,0,0,62,22,7,1,9,15,0.27,3.05,1,0,0,0,92,10,7,,,
grossdo01,1960,1,PIT,NL,0,0,5,0,0,0,0,16,5,2,1,0,3,0.23,3.38,0,0,0,0,21,3,2,,,
haddiha01,1960,1,PIT,NL,11,10,29,28,4,0,1,517,189,76,13,38,101,0.27,3.97,8,3,1,0,734,1,87,,,
halldi01,1960,1,KC1,AL,8,13,29,28,9,1,0,547,183,82,28,38,79,0.26,4.05,4,0,3,0,757,0,96,,,
harshja01,1960,1,CLE,AL,2,4,15,8,0,0,0,163,50,24,7,30,25,0.24,3.98,2,0,0,0,240,4,32,,,
hawkiwy01,1960,1,CLE,AL,4,4,15,9,1,0,0,198,68,31,10,39,39,0.26,4.23,2,1,1,0,297,2,32,,,
henrybi01,1960,1,CIN,NL,1,5,51,0,0,0,17,203,62,24,8,20,58,0.24,3.19,5,5,4,0,278,38,25,,,
herbera01,1960,1,KC1,AL,14,15,37,33,14,0,1,758,256,92,17,72,122,0.26,3.28,6,2,7,0,1063,3,106,,,
hernaru01,1960,1,WS1,AL,4,1,21,0,0,0,0,104,34,17,2,21,22,0.26,4.41,3,4,1,0,158,8,24,,,
hillmda01,1960,1,BOS,AL,0,3,16,3,0,0,0,110,41,23,6,12,14,0.28,5.65,1,0,0,1,161,3,27,,,
hobbigl01,1960,1,CHN,NL,16,20,46,36,16,4,1,776,253,114,27,101,134,0.25,3.97,7,8,9,0,1118,5,130,,,
hoeftbi01,1960,1,BAL,AL,2,1,19,0,0,0,0,56,18,9,2,14,14,0.24,4.34,1,0,0,0,89,8,10,,,
hookja01,1960,1,CIN,NL,11,18,36,33,10,2,0,666,222,111,31,73,103,0.26,4.5,7,2,5,0,939,1,119,,,
hydedi01,1960,1,WS1,AL,0,1,9,0,0,0,0,26,11,4,2,5,4,0.35,4.15,1,1,1,0,39,4,4,,,
jacksla01,1960,1,SLN,NL,18,13,43,38,14,3,0,846,277,109,22,70,171,0.25,3.48,4,2,3,0,1173,3,123,,,
jamesjo01,1960,1,NYA,AL,5,1,28,0,0,0,2,130,38,21,3,26,29,0.24,4.36,2,1,3,0,189,11,22,,,
jayjo01,1960,1,ML1,NL,9,8,32,11,3,0,1,400,128,48,10,59,90,0.25,3.24,5,8,6,0,581,7,60,,,
