playerid,yearid,stint,teamid,lgid,games,ab,runs,hits,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
willihu01,1932,1,PHI,NL,4,2,0,0,0,0,0,0,0,,0,0,,0,0,,
wilsoch02,1932,1,SLN,NL,24,96,7,19,3,3,1,2,0,,3,8,,0,1,,
wilsoha01,1932,1,BRO,NL,135,481,77,143,37,5,23,123,2,,51,85,,1,6,,
wilsoji01,1932,1,SLN,NL,92,274,36,68,16,2,2,28,9,,15,18,,1,2,,
winegra01,1932,1,CLE,AL,7,7,1,1,0,0,0,0,0,0,0,5,,0,0,,
winfoji01,1932,1,SLN,NL,4,3,2,2,1,0,0,0,0,,0,1,,0,0,,
wisear01,1932,1,CHA,AL,3,4,0,0,0,0,0,0,0,0,0,1,,0,0,,
worthre01,1932,1,BSN,NL,105,435,62,132,35,8,8,61,1,,15,24,,2,8,,
wrighgl01,1932,1,BRO,NL,127,446,50,122,31,5,11,60,4,,12,57,,0,7,,
wyattwh01,1932,1,DET,AL,43,78,7,15,2,0,2,9,0,0,2,16,,0,1,,
wysonbi01,1932,1,CIN,NL,7,2,0,0,0,0,0,0,0,,0,1,,0,0,,
yerkeca01,1932,1,CHN,NL,2,3,0,1,0,0,0,0,0,,0,0,,0,0,,
zachato01,1932,1,BSN,NL,33,77,5,21,3,1,0,7,0,,5,13,,0,0,,
adamssp01,1933,1,SLN,NL,8,30,1,5,1,0,0,0,0,,1,3,,1,0,,2
adamssp01,1933,2,CIN,NL,137,538,59,141,21,1,1,22,3,,44,30,,2,15,,10
alexada01,1933,1,BOS,AL,94,313,40,88,14,1,5,40,0,1,25,22,,1,0,,
allenet01,1933,1,SLN,NL,91,261,25,63,7,3,0,36,3,,13,22,,1,6,,4
allenjo02,1933,1,NYA,AL,25,72,7,13,1,1,0,3,0,0,4,16,,0,2,,
almadme01,1933,1,BOS,AL,14,44,11,15,0,0,1,3,3,1,11,3,,0,1,,
altroni01,1933,1,WS1,AL,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,
andreiv01,1933,1,BOS,AL,36,42,1,9,0,0,0,2,0,0,2,6,,0,4,,
applepe01,1933,1,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
applilu01,1933,1,CHA,AL,151,612,90,197,36,10,6,85,6,11,56,29,,0,2,,
aukerel01,1933,1,DET,AL,15,17,1,2,0,0,0,1,0,0,0,5,,0,1,,
averiea01,1933,1,CLE,AL,151,599,83,180,39,16,11,92,3,1,54,29,,5,0,,
barredi01,1933,1,PHA,AL,15,21,5,6,1,0,0,2,0,0,2,3,,0,2,,
bartedi01,1933,1,PHI,NL,152,587,78,159,25,5,1,37,6,,56,46,,5,37,,8
beanbe01,1933,1,CLE,AL,27,22,1,4,0,0,0,1,0,0,1,6,,0,0,,
beckbo01,1933,1,BRO,NL,43,95,5,18,5,0,0,6,0,,1,22,,0,2,,3
bellhi01,1933,1,NY1,NL,38,29,5,4,0,0,0,0,0,,2,8,,0,1,,1
bengera01,1933,1,BRO,NL,37,76,5,14,3,0,0,4,0,,2,12,,0,6,,3
bentola01,1933,1,CIN,NL,34,53,4,9,0,0,0,2,0,,1,14,,1,2,,2
bergewa01,1933,1,BSN,NL,137,528,84,165,37,8,27,106,2,,41,77,,3,2,,6
bergmo01,1933,1,WS1,AL,40,65,8,12,3,0,2,9,0,0,4,5,,0,3,,
berlyja01,1933,1,PHI,NL,13,13,1,4,0,0,0,2,0,,0,4,,0,1,,1
berrych02,1933,1,CHA,AL,86,271,25,69,8,3,2,28,0,0,17,16,,1,2,,
bettshu01,1933,1,BSN,NL,35,76,3,17,1,0,0,5,0,,2,7,,1,9,,1
birkora01,1933,1,PIT,NL,9,22,1,7,0,0,0,4,0,,0,4,,0,0,,0
bishoma01,1933,1,PHA,AL,117,391,80,115,27,1,4,42,1,5,106,46,,1,7,,
bissode01,1933,1,BRO,NL,35,114,9,28,7,0,1,10,2,,2,17,,0,3,,5
blaehge01,1933,1,SLA,AL,38,77,6,14,1,0,0,6,1,0,9,23,,0,7,,
bluegos01,1933,1,WS1,AL,140,501,63,131,14,0,6,71,6,7,55,34,,3,21,,
bluegot01,1933,1,CIN,NL,108,291,17,62,6,2,0,18,0,,26,29,,0,6,,13
bluelu01,1933,1,BRO,NL,1,1,0,0,0,0,0,0,0,,0,0,,0,0,,0
bocekmi01,1933,1,CHA,AL,11,22,3,8,1,0,1,3,0,0,4,6,,0,0,,
bokenbo01,1933,1,WS1,AL,55,133,19,37,5,2,3,26,0,0,9,16,,0,2,,
boltocl01,1933,1,WS1,AL,33,39,4,16,1,1,0,6,0,0,6,3,,1,0,,
bossha01,1933,1,CLE,AL,112,438,54,118,17,7,1,53,2,5,25,27,,1,6,,
bottoji01,1933,1,CIN,NL,145,549,57,137,23,9,13,83,3,,42,28,,7,11,,13
boylebu01,1933,1,BRO,NL,93,338,38,101,13,4,0,31,7,,16,24,,0,2,,2
branded01,1933,1,BSN,NL,47,97,9,30,4,0,0,6,0,,4,7,,0,4,,1
braxtga01,1933,1,SLA,AL,5,1,0,0,0,0,0,0,0,0,0,1,,0,0,,
brenndo01,1933,1,NYA,AL,18,27,1,7,0,0,0,2,0,0,3,9,,0,3,,
brickfr01,1933,1,PHI,NL,8,13,2,4,1,1,0,1,0,,1,0,,0,0,,0
bridgto01,1933,1,DET,AL,33,78,5,16,2,2,0,5,0,0,7,17,,0,7,,
brownbo02,1933,1,BSN,NL,6,2,0,0,0,0,0,0,0,,0,1,,0,0,,1
browncl01,1933,1,CLE,AL,34,62,4,9,1,0,0,3,1,0,2,6,,0,3,,
brownju01,1933,1,NYA,AL,21,28,1,5,1,0,0,4,0,0,0,6,,0,1,,
brownll01,1933,1,SLA,AL,8,11,0,3,2,0,0,2,0,0,0,1,,0,0,,
brownll01,1933,2,BOS,AL,33,57,5,16,3,1,2,11,0,0,5,6,,0,4,,
brubabi01,1933,1,PIT,NL,2,2,0,0,0,0,0,0,0,,0,0,,0,0,,0
burkebo01,1933,1,WS1,AL,25,17,1,4,1,0,0,2,0,0,0,0,,0,2,,
burnejo01,1933,1,CLE,AL,83,261,39,71,11,2,1,29,3,2,23,14,,1,7,,
burnsja02,1933,1,SLA,AL,144,556,89,160,43,4,7,71,11,11,56,51,,0,6,,
bushgu01,1933,1,CHN,NL,41,88,4,11,4,0,0,3,0,,8,16,,0,5,,3
butlech01,1933,1,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byrdsa01,1933,1,NYA,AL,85,107,26,30,6,1,2,11,0,1,15,12,,0,0,,
cainsu01,1933,1,PHA,AL,39,80,3,16,2,0,0,4,0,0,2,17,,1,4,,
camildo01,1933,1,CHN,NL,16,58,8,13,2,1,2,7,3,,4,11,,0,1,,2
campbbr01,1933,1,SLA,AL,148,567,87,157,38,8,16,106,10,4,69,77,,2,2,,
campbgi01,1933,1,CHN,NL,46,89,11,25,3,1,1,10,0,,7,4,,2,1,,1
campbjo01,1933,1,WS1,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cantwbe01,1933,1,BSN,NL,49,85,9,12,2,1,0,7,0,,4,10,,0,3,,2
carlete01,1933,1,SLN,NL,46,91,7,17,2,0,1,7,0,,6,27,,0,8,,2
carroow01,1933,1,BRO,NL,34,74,6,11,1,0,0,5,0,,6,10,,0,4,,3
chagnle01,1933,1,PIT,NL,39,21,1,1,0,0,0,0,0,,0,5,,1,2,,0
chapmbe01,1933,1,NYA,AL,147,565,112,176,36,4,9,98,27,18,72,45,,4,10,,
chapmed01,1933,1,WS1,AL,6,3,0,0,0,0,0,0,0,0,0,1,,0,0,,
cihoced01,1933,1,PHA,AL,33,97,6,14,2,3,0,9,0,0,7,16,,0,2,,
cissebi01,1933,1,CLE,AL,112,409,53,94,21,3,6,33,6,6,31,29,,0,9,,
clarkea01,1933,1,BSN,NL,7,23,3,8,1,0,0,1,0,,2,1,,0,1,,1
clarkwa02,1933,1,BRO,NL,11,13,1,2,0,0,0,0,0,,1,1,,0,2,,1
clarkwa02,1933,2,NY1,NL,16,11,1,3,0,0,0,0,0,,1,1,,0,0,,0
clasego01,1933,1,PHA,AL,8,2,3,1,0,0,0,1,0,0,3,1,,0,0,,
cochrmi01,1933,1,PHA,AL,130,429,104,138,30,4,15,60,8,6,106,22,,3,4,,
coffmdi01,1933,1,SLA,AL,21,27,0,1,1,0,0,3,0,0,2,14,,0,0,,
cohenal01,1933,1,PHI,NL,19,32,6,6,1,0,0,1,0,,6,4,,0,0,,2
colemed01,1933,1,PHA,AL,102,388,48,109,26,3,6,68,0,0,19,51,,2,2,,
colliph01,1933,1,PHI,NL,43,53,1,7,0,1,0,3,0,,1,14,,0,1,,1
colliri02,1933,1,SLN,NL,132,493,66,153,26,7,10,68,7,,38,49,,3,8,,13
combsea01,1933,1,NYA,AL,122,417,86,125,22,16,5,64,6,4,47,19,,1,3,,
comorad01,1933,1,PIT,NL,64,162,18,46,8,1,1,15,2,,4,9,,0,8,,8
connasa01,1933,1,CLE,AL,41,26,3,6,1,1,0,2,0,0,1,7,,0,3,,
cookedu01,1933,1,BOS,AL,119,454,86,133,35,10,5,54,7,5,67,71,,2,8,,
coombbo01,1933,1,PHA,AL,21,5,1,2,0,0,0,2,0,0,2,0,,0,0,,
crabtes01,1933,1,SLN,NL,23,34,6,9,3,0,0,3,1,,2,3,,0,0,,0
craghho01,1933,1,CLE,AL,11,3,0,0,0,0,0,1,0,0,0,0,,0,0,,
cramedo01,1933,1,PHA,AL,152,661,109,195,27,8,8,75,5,4,36,24,,0,21,,
crawfpa01,1933,1,SLN,NL,91,224,24,60,8,2,0,21,1,,14,9,,2,7,,5
critzhu01,1933,1,NY1,NL,133,558,68,137,18,5,2,33,4,,23,24,,3,21,,11
cronijo01,1933,1,WS1,AL,152,602,89,186,45,11,5,118,5,4,87,49,,2,5,,
crosefr01,1933,1,NYA,AL,136,451,71,114,20,5,9,60,4,1,55,40,,2,5,,
croucja01,1933,1,SLA,AL,19,30,1,5,0,0,1,5,0,0,2,6,,0,0,,
croucja01,1933,2,CIN,NL,10,16,5,2,0,0,0,1,1,,0,0,,2,0,,0
crowdal01,1933,1,WS1,AL,52,102,7,19,3,0,0,7,0,0,9,8,,0,8,,
cuccito01,1933,1,BRO,NL,134,485,58,122,31,4,9,65,4,,44,40,,2,6,,20
cuyleki01,1933,1,CHN,NL,70,262,37,83,13,3,5,35,4,,21,29,,4,7,,10
danniha01,1933,1,NY1,NL,3,2,0,0,0,0,0,0,0,,1,0,,0,0,,1
davisha02,1933,1,DET,AL,66,173,24,37,8,2,0,14,2,3,22,8,,0,6,,
daviski01,1933,1,NY1,NL,126,434,61,112,20,4,7,37,10,,25,30,,0,5,,12
davissp01,1933,1,PHI,NL,141,495,51,173,28,3,9,65,2,,32,24,,5,8,,21
deandi01,1933,1,SLN,NL,51,105,8,19,2,2,1,12,1,,3,14,,0,3,,0
delkeed01,1933,1,PHI,NL,25,41,6,7,3,1,0,1,0,,0,12,,0,5,,0
delmabe01,1933,1,BRO,NL,12,28,4,7,0,0,0,0,0,,1,7,,0,0,,0
demarfr02,1933,1,CHN,NL,134,515,68,140,24,6,6,51,4,,22,42,,2,11,,11
derripa01,1933,1,SLN,NL,3,5,0,0,0,0,0,0,0,,0,1,,0,0,,0
derripa01,1933,2,CIN,NL,33,76,5,14,0,0,0,4,0,,1,14,,1,2,,3
desauge01,1933,1,DET,AL,30,42,5,6,1,0,0,4,0,0,4,6,,1,0,,
devench01,1933,1,NYA,AL,14,21,1,2,0,0,0,1,1,0,2,9,,0,1,,
dickebi01,1933,1,NYA,AL,130,478,58,152,24,8,14,97,3,4,47,14,,2,5,,
dietrbi01,1933,1,PHA,AL,8,3,0,1,1,0,0,2,0,0,1,2,,0,0,,
doljafr01,1933,1,DET,AL,42,147,18,42,5,2,0,22,2,6,14,13,,0,4,,
douthta01,1933,1,CIN,NL,1,0,1,0,0,0,0,0,0,,0,0,,0,0,,0
douthta01,1933,2,CHN,NL,27,71,8,16,5,0,0,5,2,,11,7,,0,3,,6
dressch01,1933,1,NY1,NL,16,45,3,10,4,0,0,3,0,,1,4,,0,1,,2
dudlecl01,1933,1,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dugasgu01,1933,1,PHI,NL,37,71,4,12,3,0,0,9,0,,1,9,,0,2,,2
durhaed01,1933,1,CHA,AL,24,46,3,10,1,0,0,5,0,0,1,10,,0,8,,
durocle01,1933,1,CIN,NL,16,51,6,11,1,0,1,3,0,,4,5,,0,3,,3
durocle01,1933,2,SLN,NL,123,395,45,102,18,4,2,41,3,,26,32,,1,8,,13
dykesji01,1933,1,CHA,AL,151,554,49,144,22,6,1,68,3,7,69,37,,12,6,,
earnsge01,1933,1,PHA,AL,21,44,5,8,1,0,0,2,0,0,3,5,,0,2,,
ellioju01,1933,1,PHI,NL,36,52,2,12,2,0,0,10,0,,0,9,,0,2,,2
englich01,1933,1,CHA,AL,3,9,2,4,2,0,0,1,0,0,1,1,,0,0,,
engliwo01,1933,1,CHN,NL,105,398,54,104,19,2,3,41,5,,53,44,,0,6,,7
faberre01,1933,1,CHA,AL,36,18,0,0,0,0,0,0,0,0,0,6,,0,1,,
falleed01,1933,1,BSN,NL,11,8,2,3,1,0,0,3,0,,0,2,,0,1,,0
farredo01,1933,1,NYA,AL,44,93,16,25,0,0,0,6,0,0,16,6,,0,3,,
ferreri01,1933,1,SLA,AL,22,72,8,18,2,0,1,5,2,0,12,4,,0,1,,
ferreri01,1933,2,BOS,AL,118,421,50,125,19,4,3,72,2,2,58,19,,2,14,,
ferrewe01,1933,1,CLE,AL,61,140,26,38,7,0,7,26,0,0,20,22,,0,1,,
finneha02,1933,1,PIT,NL,56,133,17,31,4,1,1,18,0,,3,19,,0,5,,5
finnelo01,1933,1,PHA,AL,74,240,26,64,12,2,3,32,1,3,13,17,,1,3,,
finnne01,1933,1,PHI,NL,51,169,15,40,4,1,0,13,2,,10,14,,2,6,,4
fischca01,1933,1,DET,AL,35,62,1,9,0,0,0,0,0,0,2,12,,0,4,,
fitzsfr01,1933,1,NY1,NL,36,95,3,19,3,1,2,6,0,,1,14,,0,3,,3
floweja01,1933,1,BRO,NL,78,210,28,49,11,2,2,22,13,,24,15,,0,9,,5
fonsele01,1933,1,CHA,AL,23,59,8,12,2,0,2,15,1,0,7,6,,0,0,,
fordho01,1933,1,BSN,NL,5,15,0,1,0,0,0,1,0,,3,1,,0,0,,4
fothebo01,1933,1,BOS,AL,28,32,1,11,1,0,0,5,0,0,2,4,,0,0,,
foxpe01,1933,1,DET,AL,128,535,82,154,26,13,7,57,9,6,23,38,,2,5,,
foxxji01,1933,1,PHA,AL,149,573,125,204,37,9,48,163,2,2,96,93,,1,0,,
frankfr02,1933,1,BSN,NL,43,80,9,19,4,0,0,5,0,,3,5,,0,7,,1
frasivi01,1933,1,CHA,AL,10,4,0,0,0,0,0,0,0,0,0,0,,0,0,,
frasivi01,1933,2,DET,AL,20,37,3,7,0,0,0,5,0,0,3,8,,0,4,,
fredejo01,1933,1,BRO,NL,147,556,65,171,22,7,7,64,9,,36,14,,5,5,,7
freitto01,1933,1,PHA,AL,19,16,0,1,0,0,0,1,0,0,3,6,,0,2,,
frencla01,1933,1,PIT,NL,47,101,7,15,0,2,0,8,0,,5,17,,0,3,,3
freybe01,1933,1,CIN,NL,38,42,2,11,0,1,0,1,0,,6,2,,0,1,,2
freylo01,1933,1,BRO,NL,34,135,25,43,5,3,0,12,4,,13,13,,0,2,,4
fribebe01,1933,1,BOS,AL,17,41,5,13,3,0,0,9,0,0,6,1,,0,1,,
friscfr01,1933,1,SLN,NL,147,585,74,177,32,6,4,66,18,,48,16,,3,10,,20
fullecu01,1933,1,BOS,AL,6,9,0,2,1,0,0,1,0,0,1,1,,0,0,,
fullich01,1933,1,PHI,NL,151,647,91,200,31,6,1,45,18,,36,34,,5,9,,15
funkli01,1933,1,CHA,AL,10,9,1,2,0,0,0,0,0,0,1,0,,0,0,,
galatmi01,1933,1,CLE,AL,57,160,19,38,2,1,1,17,2,3,23,21,,0,3,,
garmsde01,1933,1,SLA,AL,78,189,35,60,10,2,4,24,2,5,30,21,,2,2,,
gastomi01,1933,1,CHA,AL,30,52,5,8,2,0,0,1,0,0,5,11,,1,2,,
gehrich01,1933,1,DET,AL,155,628,103,204,42,6,12,105,5,4,68,27,,3,6,,
gehrilo01,1933,1,NYA,AL,152,593,138,198,41,12,32,139,9,13,92,42,,1,1,,
glennjo02,1933,1,NYA,AL,5,21,1,3,0,0,0,1,0,0,0,3,,0,0,,
gomezle01,1933,1,NYA,AL,35,80,3,9,0,0,0,3,0,0,7,23,,1,5,,
goochjo01,1933,1,BOS,AL,37,77,6,14,1,1,0,2,0,0,11,7,,0,0,,
gosligo01,1933,1,WS1,AL,132,549,97,163,35,10,10,64,5,2,42,32,,1,7,,
grabore01,1933,1,PHI,NL,10,16,0,2,0,0,0,0,0,,1,6,,0,0,,0
graceea01,1933,1,PIT,NL,93,291,22,84,13,1,3,44,0,,26,23,,1,0,,2
grantge01,1933,1,CIN,NL,87,260,32,53,14,3,4,28,4,,38,21,,2,7,,5
graydo02,1933,1,SLA,AL,38,32,4,7,2,1,0,0,1,0,3,5,,0,1,,
greenha01,1933,1,DET,AL,117,449,59,135,33,3,12,87,6,2,46,78,,1,2,,
gregopa01,1933,1,CHA,AL,23,35,4,5,1,0,0,1,0,0,1,2,,0,1,,
grimebu01,1933,1,CHN,NL,17,20,1,3,0,0,0,4,0,,1,4,,0,2,,1
grimebu01,1933,2,SLN,NL,4,5,1,1,1,0,0,1,0,,0,1,,0,0,,0
grimmch01,1933,1,CHN,NL,107,384,38,95,15,2,3,37,1,,23,15,,0,6,,16
grovele01,1933,1,PHA,AL,45,105,9,9,4,0,1,7,0,0,4,43,,0,4,,
grubefr01,1933,1,CHA,AL,85,256,23,59,13,0,0,23,1,1,38,20,,2,4,,
gullite01,1933,1,SLA,AL,104,304,34,74,18,3,5,35,3,1,15,38,,1,2,,
gyseldi01,1933,1,BSN,NL,58,155,10,37,6,2,0,12,0,,7,21,,0,4,,6
haasmu01,1933,1,CHA,AL,146,585,97,168,33,4,1,51,0,5,65,41,,2,30,,
hackst01,1933,1,CHN,NL,20,60,10,21,3,1,1,2,4,,8,3,,3,0,,0
hadlebu01,1933,1,SLA,AL,45,109,3,17,2,0,0,8,0,0,8,17,,0,6,,
hafeych01,1933,1,CIN,NL,144,568,77,172,34,6,7,62,3,,40,44,,2,2,,11
haidha01,1933,1,CHA,AL,6,4,0,1,0,0,0,0,0,0,0,1,,0,0,,
haineje01,1933,1,SLN,NL,33,30,1,2,1,0,0,1,0,,1,8,,0,1,,0
haleod01,1933,1,CLE,AL,98,351,49,97,19,8,10,64,2,3,30,37,,0,5,,
hallabi01,1933,1,SLN,NL,37,80,6,12,1,0,0,4,0,,9,28,,1,6,,3
hamlilu01,1933,1,DET,AL,3,5,1,2,1,1,0,0,0,0,0,1,,0,1,,
hansesn01,1933,1,PHI,NL,33,58,3,9,1,0,0,3,0,,0,9,,0,2,,1
hardeme01,1933,1,CLE,AL,44,84,2,16,3,0,1,5,0,0,2,26,,0,2,,
hargrpi01,1933,1,BSN,NL,45,73,5,13,0,0,0,6,1,,5,7,,1,1,,2
harribi01,1933,1,PIT,NL,31,9,0,0,0,0,0,1,0,,1,0,,0,0,,0
harrida01,1933,1,WS1,AL,82,177,33,46,9,2,5,38,3,1,25,26,,2,2,,
hartnga01,1933,1,CHN,NL,140,490,55,135,21,4,16,88,1,,37,51,,0,8,,17
haslimi01,1933,1,PHI,NL,26,89,3,21,2,0,0,9,1,,3,5,,0,3,,1
hayesfr01,1933,1,PHA,AL,3,5,0,0,0,0,0,0,0,0,0,2,,0,0,,
hayesja02,1933,1,CHA,AL,138,535,65,138,23,5,2,47,2,3,55,36,,3,10,,
haywora01,1933,1,DET,AL,134,425,37,104,14,3,1,45,0,0,35,28,,0,4,,
heberwa01,1933,1,SLA,AL,33,23,3,9,2,1,0,3,0,0,1,2,,0,4,,
heimafr01,1933,1,BRO,NL,10,10,0,2,0,0,0,1,0,,0,0,,0,0,,1
hemslro01,1933,1,CIN,NL,49,116,9,22,8,0,0,7,0,,6,8,,0,0,,6
hemslro01,1933,2,SLA,AL,32,95,7,23,2,1,1,15,0,0,11,12,,0,1,,
hendrha01,1933,1,CHN,NL,69,189,30,55,13,3,4,23,4,,13,17,,3,3,,2
henshro01,1933,1,CHN,NL,21,10,1,2,0,0,0,0,0,,0,2,,0,0,,0
hermaba01,1933,1,CHN,NL,137,508,77,147,36,12,16,93,6,,50,57,,0,7,,15
hermabi01,1933,1,CHN,NL,153,619,82,173,35,2,0,44,5,,45,34,,4,13,,21
herriar01,1933,1,DET,AL,24,13,2,1,0,0,0,0,0,0,2,1,,0,0,,
herrmle01,1933,1,CHN,NL,9,6,0,1,0,0,0,0,0,,0,1,,0,0,,0
hevinjo02,1933,1,CHA,AL,40,38,3,8,2,0,0,0,0,0,1,4,,0,1,,
higgipi01,1933,1,PHA,AL,152,567,85,178,34,12,13,99,2,7,61,53,,2,5,,
highan01,1933,1,CIN,NL,24,43,4,9,2,0,1,6,0,,5,1,,0,2,,2
hildeor01,1933,1,CLE,AL,36,84,4,16,0,2,0,10,0,0,1,7,,0,0,,
hodapjo01,1933,1,BOS,AL,115,413,55,129,27,5,3,54,1,1,33,14,,1,5,,
hogansh01,1933,1,BSN,NL,96,328,15,83,7,0,3,30,0,,13,9,,3,3,,17
hogsech01,1933,1,DET,AL,45,38,2,8,0,0,0,2,0,0,1,12,,0,0,,
holladu01,1933,1,BSN,NL,13,31,3,8,3,0,0,3,1,,3,8,,0,0,,0
holleed01,1933,1,PHI,NL,30,74,3,12,3,0,0,5,0,,2,14,,0,2,,4
hornsro01,1933,1,SLN,NL,46,83,9,27,6,0,2,21,1,,12,6,,2,0,,3
hornsro01,1933,2,SLA,AL,11,9,2,3,1,0,1,2,0,0,2,1,,0,0,,
hoytwa01,1933,1,PIT,NL,36,32,1,5,0,0,0,5,0,,0,2,,0,0,,1
hubbeca01,1933,1,NY1,NL,45,109,6,20,2,1,1,12,0,,2,18,,0,5,,2
hudliwi01,1933,1,CLE,AL,34,41,1,6,0,0,1,3,0,0,2,13,,1,5,,
hunteed01,1933,1,CIN,NL,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,0
hurstdo01,1933,1,PHI,NL,147,550,58,147,27,8,8,76,3,,48,32,,1,11,,12
hutchir01,1933,1,CHA,AL,1,2,1,1,0,0,0,1,0,0,0,1,,0,0,,
hutchjo01,1933,1,BRO,NL,55,184,19,43,4,1,6,21,1,,15,13,,1,2,,5
jacksjo02,1933,1,PHI,NL,10,21,2,3,1,0,0,1,0,,0,8,,0,0,,0
jackstr01,1933,1,NY1,NL,53,122,11,30,5,0,0,12,2,,8,11,,0,4,,3
jamesbe02,1933,1,NY1,NL,60,125,22,28,2,1,1,10,5,,8,12,,0,3,,0
jensewo01,1933,1,PIT,NL,70,196,29,58,7,3,0,15,1,,8,2,,2,4,,1
johnsbo01,1933,1,PHA,AL,142,535,103,155,44,4,21,93,8,3,85,74,,0,5,,
johnsha01,1933,1,BOS,AL,26,52,6,12,3,2,0,1,0,0,5,6,,0,2,,
johnsro02,1933,1,BOS,AL,133,483,88,151,30,7,10,95,13,10,55,36,,4,5,,
johnssi01,1933,1,CIN,NL,34,72,1,3,1,0,0,0,0,,1,24,,0,3,,0
johnssy01,1933,1,SLN,NL,35,21,0,5,0,0,0,1,0,,0,4,,0,1,,0
jollesm01,1933,1,BOS,AL,118,411,47,116,32,4,9,65,1,1,24,20,,2,0,,
jonessa01,1933,1,CHA,AL,37,58,10,9,1,0,0,3,1,1,8,10,,0,1,,
jordabu01,1933,1,BSN,NL,152,588,77,168,29,9,4,46,4,,34,22,,2,19,,14
jordaji01,1933,1,BRO,NL,70,211,16,54,12,1,0,17,3,,4,6,,0,1,,4
jorgear01,1933,1,NYA,AL,21,50,9,11,3,0,2,13,1,0,12,3,,0,0,,
judgejo01,1933,1,BRO,NL,42,112,7,24,2,1,0,9,1,,7,10,,0,2,,3
judgejo01,1933,2,BOS,AL,35,108,20,32,8,1,0,22,2,1,13,4,,0,5,,
jurgebi01,1933,1,CHN,NL,143,487,49,131,17,6,5,50,3,,26,39,,5,8,,19
kammwi01,1933,1,CLE,AL,133,447,59,126,17,2,1,47,6,3,54,27,,0,16,,
kerrjo01,1933,1,WS1,AL,28,40,5,8,0,0,0,0,0,0,3,2,,0,2,,
kimsech01,1933,1,CHA,AL,28,33,1,5,0,0,0,1,0,0,0,9,,0,0,,
kleinch01,1933,1,PHI,NL,152,606,101,223,44,7,28,120,15,,56,36,,1,4,,3
klinebo01,1933,1,BOS,AL,46,34,1,6,0,0,0,0,0,0,0,9,,1,3,,
knickbi01,1933,1,CLE,AL,80,279,20,63,16,3,2,32,1,4,11,30,,0,13,,
knothfr01,1933,1,BSN,NL,44,158,15,36,5,2,1,6,1,,13,25,,1,4,,2
knothfr01,1933,2,PHI,NL,41,113,10,17,2,0,0,11,2,,6,19,,0,1,,4
knottja01,1933,1,SLA,AL,20,23,3,7,0,0,0,0,0,0,0,7,,0,1,,
koenima01,1933,1,CHN,NL,80,218,32,62,12,1,3,25,5,,15,9,,0,6,,7
kolpra01,1933,1,CIN,NL,30,45,3,7,1,0,0,2,0,,3,6,,0,3,,1
kremera01,1933,1,PIT,NL,7,4,0,0,0,0,0,0,0,,0,1,,0,0,,0
kressre01,1933,1,CHA,AL,129,467,47,116,20,5,10,78,4,4,37,40,,0,7,,
kuheljo01,1933,1,WS1,AL,153,602,89,194,34,10,11,107,17,8,59,48,,2,11,,
laryly01,1933,1,NYA,AL,52,127,25,28,3,3,0,13,2,1,28,17,,0,3,,
lawsoro01,1933,1,DET,AL,4,5,1,0,0,0,0,0,0,0,0,1,,0,0,,
lazzeto01,1933,1,NYA,AL,139,523,94,154,22,12,18,104,15,7,73,62,,2,4,,
leeha01,1933,1,PHI,NL,46,167,25,48,12,2,0,12,1,,18,13,,1,0,,4
leeha01,1933,2,BSN,NL,88,312,32,69,15,9,1,28,1,,18,26,,1,10,,4
leeth01,1933,1,CLE,AL,3,8,2,3,0,1,0,3,0,0,0,2,,0,0,,
legetlo01,1933,1,BOS,AL,8,5,1,1,1,0,0,1,0,0,0,0,,0,0,,
leibeha01,1933,1,NY1,NL,6,10,1,2,0,0,0,0,0,,0,2,,0,0,,1
leonadu02,1933,1,BRO,NL,10,11,1,0,0,0,0,0,0,,0,1,,0,2,,1
leslisa01,1933,1,NY1,NL,40,137,21,44,12,3,3,27,0,,12,9,,1,0,,4
leslisa01,1933,2,BRO,NL,96,364,41,104,11,4,5,46,1,,23,14,,7,1,,16
leveyji01,1933,1,SLA,AL,141,529,43,103,10,4,2,36,4,6,26,68,,3,9,,
lewisbi01,1933,1,SLN,NL,15,35,8,14,1,0,1,8,0,,2,3,,0,1,,0
lindsfr01,1933,1,PIT,NL,138,538,70,167,39,10,5,55,1,,33,22,,0,25,,10
lindsji01,1933,1,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linkeed01,1933,1,WS1,AL,3,6,1,1,0,0,0,0,0,0,1,1,,0,1,,
liskaad01,1933,1,PHI,NL,47,14,1,1,0,0,0,1,0,,0,6,,0,0,,0
lombaer01,1933,1,CIN,NL,107,350,30,99,21,1,4,47,2,,16,17,,4,3,,26
lopezal01,1933,1,BRO,NL,126,372,39,112,11,4,3,41,10,,21,39,,0,10,,9
lovetme01,1933,1,CHA,AL,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,
